onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.018	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
7.018	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
8.034	5.008	LEXICAL_DECISION	PSEUDOWORD	TOSY	n/a	n/a
13.64	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
15.068	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
16.084	5.008	LEXICAL_DECISION	WORD	TYMI	n/a	n/a
21.464	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
23.117	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
24.134	5.008	LEXICAL_DECISION	WORD	SPIS	n/a	n/a
29.664	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
31.167	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
32.184	5.008	LEXICAL_DECISION	PSEUDOWORD	DAPIE	n/a	n/a
37.864	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
39.218	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
40.234	5.008	LEXICAL_DECISION	WORD	MIAŁ	n/a	n/a
44.504	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
49.276	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
54.276	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
55.293	5.008	6_DOT_DETECTION	NO_6-DOT	BDMTŁ	n/a	n/a
58.52	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.326	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
63.343	5.008	6_DOT_DETECTION	NO_6-DOT	BCŁI	n/a	n/a
65.704	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
70.376	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
71.393	5.008	6_DOT_DETECTION	6-DOT	#KCD#	n/a	n/a
74.664	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
78.426	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
79.443	5.008	6_DOT_DETECTION	6-DOT	D#E#L	n/a	n/a
82.6	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
86.476	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
87.493	5.008	6_DOT_DETECTION	NO_6-DOT	YMTKO	n/a	n/a
90.52	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
95.534	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
100.534	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
101.551	5.008	LEXICAL_DECISION	PSEUDOWORD	TYBE	n/a	n/a
107.664	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
108.584	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
109.601	5.008	LEXICAL_DECISION	PSEUDOWORD	LIET	n/a	n/a
115.504	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
116.634	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
117.651	5.008	LEXICAL_DECISION	PSEUDOWORD	ALTUM	n/a	n/a
123.384	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
124.685	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
125.701	5.008	LEXICAL_DECISION	WORD	SŁUP	n/a	n/a
130.8	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
