onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.086	CUE_START	n/a	n/a	n/a	n/a	n/a
14.086	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.846	6.316	CUE_LISTEN	M1	1	n/a	n/a	n/a
28.161	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.92	6.325	CUE_PLAYBACK_RIGHT_HAND	M1	1	n/a	n/a	n/a
36.792	n/a	RESPONSE	M1	1	19	G4	press
37.602	n/a	RESPONSE	M1	1	16	E4	press
37.691	n/a	RESPONSE	M1	1	19	G4	release
37.971	n/a	RESPONSE	M1	1	16	E4	release
38.122	n/a	RESPONSE	M1	1	16	E4	press
38.56	n/a	RESPONSE	M1	1	16	E4	release
38.586	n/a	RESPONSE	M1	1	17	F4	press
39.135	n/a	RESPONSE	M1	1	17	F4	release
39.265	n/a	RESPONSE	M1	1	14	D4	press
40.206	n/a	RESPONSE	M1	1	14	D4	release
40.355	n/a	RESPONSE	M1	1	14	D4	press
40.739	n/a	RESPONSE	M1	1	14	D4	release
40.987	n/a	RESPONSE	M1	1	12	C4	press
41.399	n/a	RESPONSE	M1	1	12	C4	release
41.492	n/a	RESPONSE	M1	1	16	E4	press
41.841	n/a	RESPONSE	M1	1	16	E4	release
41.982	n/a	RESPONSE	M1	1	19	G4	press
42.245	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
42.704	n/a	RESPONSE	M1	1	19	G4	release
50.003	6.317	CUE_LISTEN	M1	2	n/a	n/a	n/a
56.32	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.078	6.317	CUE_PLAYBACK_RIGHT_HAND	M1	2	n/a	n/a	n/a
65.17	n/a	RESPONSE	M1	2	19	G4	press
66.167	n/a	RESPONSE	M1	2	19	G4	release
66.435	n/a	RESPONSE	M1	2	16	E4	press
66.746	n/a	RESPONSE	M1	2	16	E4	release
66.912	n/a	RESPONSE	M1	2	16	E4	press
67.296	n/a	RESPONSE	M1	2	16	E4	release
67.334	n/a	RESPONSE	M1	2	17	F4	press
67.947	n/a	RESPONSE	M1	2	17	F4	release
68.196	n/a	RESPONSE	M1	2	14	D4	press
68.566	n/a	RESPONSE	M1	2	14	D4	release
68.782	n/a	RESPONSE	M1	2	14	D4	press
69.117	n/a	RESPONSE	M1	2	14	D4	release
69.389	n/a	RESPONSE	M1	2	12	C4	press
69.8	n/a	RESPONSE	M1	2	12	C4	release
69.921	n/a	RESPONSE	M1	2	16	E4	press
70.232	n/a	RESPONSE	M1	2	16	E4	release
70.384	n/a	RESPONSE	M1	2	12	C4	press
70.395	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
70.755	n/a	RESPONSE	M1	2	12	C4	release
78.153	6.325	CUE_LISTEN	M1	1	n/a	n/a	n/a
84.478	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
92.237	6.317	CUE_PLAYBACK_BOTH_HANDS	M1	1	n/a	n/a	n/a
93.144	n/a	RESPONSE	M1	1	07	G3	press
93.184	n/a	RESPONSE	M1	1	19	G4	press
93.895	n/a	RESPONSE	M1	1	04	E3	press
93.946	n/a	RESPONSE	M1	1	07	G3	release
93.977	n/a	RESPONSE	M1	1	16	E4	press
94.129	n/a	RESPONSE	M1	1	19	G4	release
94.321	n/a	RESPONSE	M1	1	16	E4	release
94.361	n/a	RESPONSE	M1	1	04	E3	release
94.462	n/a	RESPONSE	M1	1	04	E3	press
94.504	n/a	RESPONSE	M1	1	16	E4	press
94.855	n/a	RESPONSE	M1	1	04	E3	release
94.987	n/a	RESPONSE	M1	1	17	F4	press
95.039	n/a	RESPONSE	M1	1	16	E4	release
95.059	n/a	RESPONSE	M1	1	05	F3	press
95.61	n/a	RESPONSE	M1	1	17	F4	release
95.621	n/a	RESPONSE	M1	1	05	F3	release
95.782	n/a	RESPONSE	M1	1	02	D3	press
95.824	n/a	RESPONSE	M1	1	14	D4	press
96.168	n/a	RESPONSE	M1	1	02	D3	release
96.295	n/a	RESPONSE	M1	1	02	D3	press
96.664	n/a	RESPONSE	M1	1	02	D3	release
96.732	n/a	RESPONSE	M1	1	14	D4	release
96.875	n/a	RESPONSE	M1	1	00	C3	press
96.927	n/a	RESPONSE	M1	1	12	C4	press
97.648	n/a	RESPONSE	M1	1	12	C4	release
97.761	n/a	RESPONSE	M1	1	04	E3	press
97.801	n/a	RESPONSE	M1	1	16	E4	press
97.807	n/a	RESPONSE	M1	1	00	C3	release
98.13	n/a	RESPONSE	M1	1	16	E4	release
98.165	n/a	RESPONSE	M1	1	04	E3	release
98.189	n/a	RESPONSE	M1	1	19	G4	press
98.24	n/a	RESPONSE	M1	1	07	G3	press
98.553	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
99.265	n/a	RESPONSE	M1	1	19	G4	release
106.312	6.317	CUE_LISTEN	M1	2	n/a	n/a	n/a
112.628	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
120.387	6.325	CUE_PLAYBACK_BOTH_HANDS	M1	2	n/a	n/a	n/a
120.859	n/a	RESPONSE	M1	2	07	G3	release
121.27	n/a	RESPONSE	M1	2	07	G3	press
121.35	n/a	RESPONSE	M1	2	19	G4	press
122.012	n/a	RESPONSE	M1	2	07	G3	release
122.162	n/a	RESPONSE	M1	2	16	E4	press
122.165	n/a	RESPONSE	M1	2	04	E3	press
122.285	n/a	RESPONSE	M1	2	19	G4	release
122.546	n/a	RESPONSE	M1	2	16	E4	release
122.558	n/a	RESPONSE	M1	2	04	E3	release
122.659	n/a	RESPONSE	M1	2	04	E3	press
122.75	n/a	RESPONSE	M1	2	16	E4	press
123.084	n/a	RESPONSE	M1	2	16	E4	release
123.112	n/a	RESPONSE	M1	2	04	E3	release
123.284	n/a	RESPONSE	M1	2	17	F4	press
123.335	n/a	RESPONSE	M1	2	05	F3	press
124.016	n/a	RESPONSE	M1	2	05	F3	release
124.06	n/a	RESPONSE	M1	2	17	F4	release
124.229	n/a	RESPONSE	M1	2	02	D3	press
124.232	n/a	RESPONSE	M1	2	14	D4	press
124.571	n/a	RESPONSE	M1	2	02	D3	release
124.574	n/a	RESPONSE	M1	2	14	D4	release
124.716	n/a	RESPONSE	M1	2	02	D3	press
124.728	n/a	RESPONSE	M1	2	14	D4	press
125.076	n/a	RESPONSE	M1	2	02	D3	release
125.108	n/a	RESPONSE	M1	2	14	D4	release
125.369	n/a	RESPONSE	M1	2	00	C3	press
125.401	n/a	RESPONSE	M1	2	12	C4	press
125.921	n/a	RESPONSE	M1	2	12	C4	release
125.99	n/a	RESPONSE	M1	2	00	C3	release
126.011	n/a	RESPONSE	M1	2	04	E3	press
126.03	n/a	RESPONSE	M1	2	16	E4	press
126.421	n/a	RESPONSE	M1	2	16	E4	release
126.444	n/a	RESPONSE	M1	2	04	E3	release
126.515	n/a	RESPONSE	M1	2	00	C3	press
126.569	n/a	RESPONSE	M1	2	12	C4	press
126.712	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
127.529	n/a	RESPONSE	M1	2	00	C3	release
127.715	n/a	RESPONSE	M1	2	12	C4	release
134.47	6.317	CUE_LISTEN	M1	1	n/a	n/a	n/a
140.787	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
148.545	6.317	CUE_PLAYBACK_RIGHT_HAND	M1	1	n/a	n/a	n/a
149.515	n/a	RESPONSE	M1	1	19	G4	press
150.143	n/a	RESPONSE	M1	1	19	G4	release
150.302	n/a	RESPONSE	M1	1	16	E4	press
150.654	n/a	RESPONSE	M1	1	16	E4	release
150.845	n/a	RESPONSE	M1	1	16	E4	press
151.266	n/a	RESPONSE	M1	1	16	E4	release
151.408	n/a	RESPONSE	M1	1	17	F4	press
151.919	n/a	RESPONSE	M1	1	17	F4	release
152.09	n/a	RESPONSE	M1	1	14	D4	press
152.311	n/a	RESPONSE	M1	1	14	D4	release
152.583	n/a	RESPONSE	M1	1	14	D4	press
152.906	n/a	RESPONSE	M1	1	14	D4	release
153.205	n/a	RESPONSE	M1	1	12	C4	press
153.536	n/a	RESPONSE	M1	1	12	C4	release
153.688	n/a	RESPONSE	M1	1	16	E4	press
153.999	n/a	RESPONSE	M1	1	16	E4	release
154.06	n/a	RESPONSE	M1	1	19	G4	press
154.862	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
155.082	n/a	RESPONSE	M1	1	19	G4	release
162.62	6.325	CUE_LISTEN	M1	2	n/a	n/a	n/a
168.945	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
176.704	6.317	CUE_PLAYBACK_RIGHT_HAND	M1	2	n/a	n/a	n/a
177.911	n/a	RESPONSE	M1	2	19	G4	press
