onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.087	CUE_START	n/a	n/a	n/a	n/a	n/a
14.088	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.847	6.316	CUE_LISTEN	M1	1	n/a	n/a	n/a
28.163	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.921	6.317	CUE_PLAYBACK_RIGHT_HAND	M1	1	n/a	n/a	n/a
36.644	n/a	RESPONSE	M1	1	19	G4	press
37.028	n/a	RESPONSE	M1	1	19	G4	release
37.146	n/a	RESPONSE	M1	1	16	E4	press
37.518	n/a	RESPONSE	M1	1	16	E4	release
37.659	n/a	RESPONSE	M1	1	16	E4	press
38.001	n/a	RESPONSE	M1	1	16	E4	release
38.183	n/a	RESPONSE	M1	1	17	F4	press
38.624	n/a	RESPONSE	M1	1	17	F4	release
38.716	n/a	RESPONSE	M1	1	14	D4	press
39.045	n/a	RESPONSE	M1	1	14	D4	release
39.218	n/a	RESPONSE	M1	1	14	D4	press
39.534	n/a	RESPONSE	M1	1	14	D4	release
39.719	n/a	RESPONSE	M1	1	12	C4	press
40.008	n/a	RESPONSE	M1	1	12	C4	release
40.118	n/a	RESPONSE	M1	1	16	E4	press
40.348	n/a	RESPONSE	M1	1	16	E4	release
40.43	n/a	RESPONSE	M1	1	19	G4	press
42.238	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
42.805	n/a	RESPONSE	M1	1	19	G4	release
48.425	n/a	RESPONSE	M1	1	17	F4	press
49.996	6.325	CUE_LISTEN	M1	2	n/a	n/a	n/a
54.546	n/a	RESPONSE	M1	2	17	F4	release
56.321	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.08	6.317	CUE_PLAYBACK_RIGHT_HAND	M1	2	n/a	n/a	n/a
64.698	n/a	RESPONSE	M1	2	19	G4	press
65.098	n/a	RESPONSE	M1	2	19	G4	release
65.2	n/a	RESPONSE	M1	2	16	E4	press
66.083	n/a	RESPONSE	M1	2	16	E4	release
66.181	n/a	RESPONSE	M1	2	17	F4	press
66.643	n/a	RESPONSE	M1	2	17	F4	release
66.694	n/a	RESPONSE	M1	2	14	D4	press
67.025	n/a	RESPONSE	M1	2	14	D4	release
67.196	n/a	RESPONSE	M1	2	14	D4	press
67.608	n/a	RESPONSE	M1	2	14	D4	release
67.749	n/a	RESPONSE	M1	2	12	C4	press
68.104	n/a	RESPONSE	M1	2	12	C4	release
68.164	n/a	RESPONSE	M1	2	16	E4	press
68.535	n/a	RESPONSE	M1	2	16	E4	release
68.621	n/a	RESPONSE	M1	2	12	C4	press
69.629	n/a	RESPONSE	M1	2	12	C4	release
70.396	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
78.155	6.317	CUE_LISTEN	M2	1	n/a	n/a	n/a
84.471	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
92.23	6.325	CUE_PLAYBACK_BOTH_HANDS	M2	1	n/a	n/a	n/a
93.741	n/a	RESPONSE	M2	1	12	C4	press
93.763	n/a	RESPONSE	M2	1	07	G3	press
94.304	n/a	RESPONSE	M2	1	12	C4	release
94.545	n/a	RESPONSE	M2	1	12	C4	press
94.646	n/a	RESPONSE	M2	1	00	C3	press
94.649	n/a	RESPONSE	M2	1	04	E3	press
95.209	n/a	RESPONSE	M2	1	04	E3	release
95.22	n/a	RESPONSE	M2	1	00	C3	release
95.231	n/a	RESPONSE	M2	1	12	C4	release
96.455	n/a	RESPONSE	M2	1	07	G3	release
98.555	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
106.313	6.317	CUE_LISTEN	M2	2	n/a	n/a	n/a
