onset	duration	trial_type	braille_stimulus	targets	response_count
2.016	2.008	CUE_6_DOT	n/a	n/a	n/a
7.016	1.008	FIXCROSS	n/a	n/a	n/a
8.033	5.008	6_DOT_DETECTION	USLLM	0	n/a
13.066	1.008	FIXCROSS	n/a	n/a	n/a
14.083	5.008	6_DOT_DETECTION	BAŁ#Ł	1	n/a
17.824	n/a	RESPONSE	n/a	n/a	1/1
19.116	1.008	FIXCROSS	n/a	n/a	n/a
20.133	5.008	6_DOT_DETECTION	#IŁPM	1	n/a
21.384	n/a	RESPONSE	n/a	n/a	1/1
25.166	1.008	FIXCROSS	n/a	n/a	n/a
26.183	5.008	6_DOT_DETECTION	BAT##	2	n/a
28.56	n/a	RESPONSE	n/a	n/a	1/2
29.92	n/a	RESPONSE	n/a	n/a	2/2
31.216	1.008	FIXCROSS	n/a	n/a	n/a
32.233	5.008	6_DOT_DETECTION	LACIC	0	n/a
37.266	1.008	FIXCROSS	n/a	n/a	n/a
38.283	5.008	6_DOT_DETECTION	I#YUK	1	n/a
40.04	n/a	RESPONSE	n/a	n/a	1/1
43.316	1.008	FIXCROSS	n/a	n/a	n/a
44.333	5.008	6_DOT_DETECTION	IDY#K	1	n/a
46.944	n/a	RESPONSE	n/a	n/a	1/1
49.366	1.008	FIXCROSS	n/a	n/a	n/a
50.383	5.008	6_DOT_DETECTION	I#TUL	1	n/a
51.84	n/a	RESPONSE	n/a	n/a	1/1
57.424	2.008	CUE_REST	n/a	n/a	n/a
62.424	1.008	FIXCROSS	n/a	n/a	n/a
68.474	1.008	FIXCROSS	n/a	n/a	n/a
75.533	2.008	CUE_6_DOT	n/a	n/a	n/a
80.533	1.008	FIXCROSS	n/a	n/a	n/a
81.549	5.008	6_DOT_DETECTION	#CYK#	2	n/a
83.704	n/a	RESPONSE	n/a	n/a	1/2
86.16	n/a	RESPONSE	n/a	n/a	2/2
86.591	1.008	FIXCROSS	n/a	n/a	n/a
87.608	5.008	6_DOT_DETECTION	BOI##	2	n/a
90.0	n/a	RESPONSE	n/a	n/a	1/2
91.104	n/a	RESPONSE	n/a	n/a	2/2
92.641	1.008	FIXCROSS	n/a	n/a	n/a
93.658	5.008	6_DOT_DETECTION	PM#LA	1	n/a
96.0	n/a	RESPONSE	n/a	n/a	1/1
98.691	1.008	FIXCROSS	n/a	n/a	n/a
99.708	5.008	6_DOT_DETECTION	O#KUP	1	n/a
104.741	1.008	FIXCROSS	n/a	n/a	n/a
105.758	5.008	6_DOT_DETECTION	#PSY#	2	n/a
106.784	n/a	RESPONSE	n/a	n/a	1/2
107.984	n/a	RESPONSE	n/a	n/a	2/2
110.224	n/a	RESPONSE	n/a	n/a	3/2
110.791	1.008	FIXCROSS	n/a	n/a	n/a
111.808	5.008	6_DOT_DETECTION	IE##T	2	n/a
114.024	n/a	RESPONSE	n/a	n/a	1/2
115.6	n/a	RESPONSE	n/a	n/a	2/2
116.841	1.008	FIXCROSS	n/a	n/a	n/a
117.858	5.008	6_DOT_DETECTION	##ŁAT	2	n/a
120.824	n/a	RESPONSE	n/a	n/a	1/2
122.56	n/a	RESPONSE	n/a	n/a	2/2
122.891	1.008	FIXCROSS	n/a	n/a	n/a
123.908	5.008	6_DOT_DETECTION	IEYYŁ	0	n/a
130.449	2.008	CUE_REST	n/a	n/a	n/a
136.95	1.008	FIXCROSS	n/a	n/a	n/a
143.0	1.008	FIXCROSS	n/a	n/a	n/a
150.558	2.008	CUE_6_DOT	n/a	n/a	n/a
157.058	1.008	FIXCROSS	n/a	n/a	n/a
158.074	5.008	6_DOT_DETECTION	PUŁTM	0	n/a
163.108	1.008	FIXCROSS	n/a	n/a	n/a
164.124	5.008	6_DOT_DETECTION	PAS##	2	n/a
166.8	n/a	RESPONSE	n/a	n/a	1/2
