onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.085	CUE_START	n/a	n/a	n/a	n/a	n/a
14.085	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.845	6.324	CUE_LISTEN	M1	1	n/a	n/a	n/a
28.168	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
29.388	n/a	RESPONSE	M1	1	00	C3	press
29.39	n/a	RESPONSE	M1	1	07	G3	press
29.415	n/a	RESPONSE	M1	1	19	G4	press
29.442	n/a	RESPONSE	M1	1	04	E3	press
29.99	n/a	RESPONSE	M1	1	16	E4	press
30.033	n/a	RESPONSE	M1	1	19	G4	release
30.375	n/a	RESPONSE	M1	1	16	E4	release
30.547	n/a	RESPONSE	M1	1	16	E4	press
30.917	n/a	RESPONSE	M1	1	04	E3	release
30.938	n/a	RESPONSE	M1	1	00	C3	release
30.945	n/a	RESPONSE	M1	1	16	E4	release
31.064	n/a	RESPONSE	M1	1	02	D3	press
31.085	n/a	RESPONSE	M1	1	17	F4	press
31.219	n/a	RESPONSE	M1	1	05	F3	press
31.64	n/a	RESPONSE	M1	1	14	D4	press
31.714	n/a	RESPONSE	M1	1	17	F4	release
31.96	n/a	RESPONSE	M1	1	14	D4	release
32.169	n/a	RESPONSE	M1	1	14	D4	press
32.438	n/a	RESPONSE	M1	1	05	F3	release
32.504	n/a	RESPONSE	M1	1	02	D3	release
32.528	n/a	RESPONSE	M1	1	14	D4	release
32.648	n/a	RESPONSE	M1	1	00	C3	press
32.672	n/a	RESPONSE	M1	1	04	E3	press
32.692	n/a	RESPONSE	M1	1	12	C4	press
33.002	n/a	RESPONSE	M1	1	16	E4	press
33.133	n/a	RESPONSE	M1	1	12	C4	release
33.344	n/a	RESPONSE	M1	1	19	G4	press
33.545	n/a	RESPONSE	M1	1	16	E4	release
34.907	n/a	RESPONSE	M1	1	19	G4	release
35.078	n/a	RESPONSE	M1	1	04	E3	release
35.619	n/a	RESPONSE	M1	1	00	C3	release
35.927	6.317	CUE_PLAYBACK_RIGHT_HAND	M1	1	n/a	n/a	n/a
38.973	n/a	RESPONSE	M1	1	19	G4	press
39.473	n/a	RESPONSE	M1	1	16	E4	press
39.513	n/a	RESPONSE	M1	1	19	G4	release
39.799	n/a	RESPONSE	M1	1	16	E4	release
39.95	n/a	RESPONSE	M1	1	16	E4	press
40.334	n/a	RESPONSE	M1	1	16	E4	release
40.405	n/a	RESPONSE	M1	1	17	F4	press
40.917	n/a	RESPONSE	M1	1	14	D4	press
40.919	n/a	RESPONSE	M1	1	17	F4	release
41.26	n/a	RESPONSE	M1	1	14	D4	release
41.385	n/a	RESPONSE	M1	1	14	D4	press
41.738	n/a	RESPONSE	M1	1	14	D4	release
41.846	n/a	RESPONSE	M1	1	12	C4	press
42.078	n/a	RESPONSE	M1	1	16	E4	press
42.165	n/a	RESPONSE	M1	1	12	C4	release
42.243	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
42.419	n/a	RESPONSE	M1	1	19	G4	press
42.526	n/a	RESPONSE	M1	1	16	E4	release
43.019	n/a	RESPONSE	M1	1	19	G4	release
43.56	n/a	RESPONSE	M1	1	07	G3	release
50.002	6.317	CUE_LISTEN	        M1	2	n/a	n/a	n/a
56.318	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.077	6.317	CUE_PLAYBACK_RIGHT_HAND	        M1	2	n/a	n/a	n/a
64.633	n/a	RESPONSE	        M1	2	19	G4	press
65.146	n/a	RESPONSE	        M1	2	16	E4	press
65.195	n/a	RESPONSE	        M1	2	19	G4	release
65.466	n/a	RESPONSE	        M1	2	16	E4	release
65.659	n/a	RESPONSE	        M1	2	16	E4	press
66.072	n/a	RESPONSE	        M1	2	16	E4	release
66.11	n/a	RESPONSE	        M1	2	17	F4	press
66.652	n/a	RESPONSE	        M1	2	17	F4	release
66.673	n/a	RESPONSE	        M1	2	14	D4	press
66.986	n/a	RESPONSE	        M1	2	14	D4	release
67.145	n/a	RESPONSE	        M1	2	14	D4	press
67.556	n/a	RESPONSE	        M1	2	14	D4	release
67.67	n/a	RESPONSE	        M1	2	12	C4	press
67.949	n/a	RESPONSE	        M1	2	16	E4	press
68.03	n/a	RESPONSE	        M1	2	12	C4	release
68.302	n/a	RESPONSE	        M1	2	12	C4	press
68.383	n/a	RESPONSE	        M1	2	16	E4	release
69.545	n/a	RESPONSE	        M1	2	12	C4	release
70.394	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
78.152	6.325	CUE_LISTEN	        M7	1	n/a	n/a	n/a
84.477	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
89.76	n/a	RESPONSE	        M7	1	07	G3	press
90.162	n/a	RESPONSE	        M7	1	07	G3	release
92.235	6.317	CUE_PLAYBACK_BOTH_HANDS	        M7	1	n/a	n/a	n/a
94.868	n/a	RESPONSE	        M7	1	14	D4	press
95.509	n/a	RESPONSE	        M7	1	12	C4	press
96.04	n/a	RESPONSE	        M7	1	14	D4	release
96.682	n/a	RESPONSE	        M7	1	10	A#3	press
