onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.08	CUE_START	n/a	n/a	n/a	n/a	n/a
14.081	7.759	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.84	6.324	CUE_LISTEN	M4	1	n/a	n/a	n/a
28.164	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.922	6.317	CUE_PLAYBACK_RIGHT_HAND	M4	1	n/a	n/a	n/a
36.644	n/a	RESPONSE	M4	1	21	A4	press
36.827	n/a	RESPONSE	M4	1	21	A4	release
36.897	n/a	RESPONSE	M4	1	21	A4	press
37.078	n/a	RESPONSE	M4	1	21	A4	release
37.161	n/a	RESPONSE	M4	1	21	A4	press
37.441	n/a	RESPONSE	M4	1	21	A4	release
37.594	n/a	RESPONSE	M4	1	21	A4	press
37.773	n/a	RESPONSE	M4	1	21	A4	release
37.864	n/a	RESPONSE	M4	1	21	A4	press
38.036	n/a	RESPONSE	M4	1	21	A4	release
38.107	n/a	RESPONSE	M4	1	21	A4	press
38.358	n/a	RESPONSE	M4	1	21	A4	release
38.502	n/a	RESPONSE	M4	1	21	A4	press
38.751	n/a	RESPONSE	M4	1	24	C5	press
38.842	n/a	RESPONSE	M4	1	21	A4	release
39.023	n/a	RESPONSE	M4	1	17	F4	press
39.274	n/a	RESPONSE	M4	1	24	C5	release
39.336	n/a	RESPONSE	M4	1	17	F4	release
39.517	n/a	RESPONSE	M4	1	19	G4	press
39.631	n/a	RESPONSE	M4	1	21	A4	press
39.772	n/a	RESPONSE	M4	1	19	G4	release
40.531	n/a	RESPONSE	M4	1	21	A4	release
42.239	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
49.998	6.317	CUE_LISTEN	M4	2	n/a	n/a	n/a
56.314	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.073	6.325	CUE_PLAYBACK_RIGHT_HAND	M4	2	n/a	n/a	n/a
64.771	n/a	RESPONSE	M4	2	22	A#4	press
64.957	n/a	RESPONSE	M4	2	22	A#4	release
65.008	n/a	RESPONSE	M4	2	22	A#4	press
65.184	n/a	RESPONSE	M4	2	22	A#4	release
65.246	n/a	RESPONSE	M4	2	22	A#4	press
65.394	n/a	RESPONSE	M4	2	22	A#4	release
65.473	n/a	RESPONSE	M4	2	22	A#4	press
65.626	n/a	RESPONSE	M4	2	22	A#4	release
65.723	n/a	RESPONSE	M4	2	22	A#4	press
65.982	n/a	RESPONSE	M4	2	21	A4	press
66.095	n/a	RESPONSE	M4	2	22	A#4	release
66.173	n/a	RESPONSE	M4	2	21	A4	release
66.228	n/a	RESPONSE	M4	2	21	A4	press
66.395	n/a	RESPONSE	M4	2	21	A4	release
66.46	n/a	RESPONSE	M4	2	21	A4	press
66.71	n/a	RESPONSE	M4	2	19	G4	press
66.78	n/a	RESPONSE	M4	2	21	A4	release
66.901	n/a	RESPONSE	M4	2	19	G4	release
67.592	n/a	RESPONSE	M4	2	21	A4	press
67.863	n/a	RESPONSE	M4	2	19	G4	press
67.954	n/a	RESPONSE	M4	2	21	A4	release
68.058	n/a	RESPONSE	M4	2	19	G4	release
68.167	n/a	RESPONSE	M4	2	19	G4	press
68.45	n/a	RESPONSE	M4	2	21	A4	press
