onset	duration	trial_type	braille_stimulus	targets	response_count
2.015	2.008	CUE_6_DOT	n/a	n/a	n/a
7.015	1.008	FIXCROSS	n/a	n/a	n/a
8.032	5.008	6_DOT_DETECTION	ALCSD	0	n/a
13.065	1.008	FIXCROSS	n/a	n/a	n/a
14.082	5.008	6_DOT_DETECTION	TBLTL	0	n/a
19.115	1.008	FIXCROSS	n/a	n/a	n/a
20.132	5.008	6_DOT_DETECTION	Ł#AUT	1	n/a
22.384	n/a	RESPONSE	n/a	n/a	1/1
25.165	1.008	FIXCROSS	n/a	n/a	n/a
26.182	5.008	6_DOT_DETECTION	T#BYŁ	1	n/a
28.8	n/a	RESPONSE	n/a	n/a	1/1
30.48	n/a	RESPONSE	n/a	n/a	2/1
31.215	1.008	FIXCROSS	n/a	n/a	n/a
32.232	5.008	6_DOT_DETECTION	YUUIC	0	n/a
34.184	n/a	RESPONSE	n/a	n/a	1/0
37.265	1.008	FIXCROSS	n/a	n/a	n/a
38.281	5.009	6_DOT_DETECTION	OLPDT	0	n/a
43.315	1.008	FIXCROSS	n/a	n/a	n/a
44.331	5.009	6_DOT_DETECTION	LUB#L	1	n/a
48.2	n/a	RESPONSE	n/a	n/a	1/1
49.365	1.008	FIXCROSS	n/a	n/a	n/a
50.381	5.009	6_DOT_DETECTION	##BUS	2	n/a
52.344	n/a	RESPONSE	n/a	n/a	1/2
57.423	2.008	CUE_REST	n/a	n/a	n/a
62.423	1.008	FIXCROSS	n/a	n/a	n/a
68.473	1.008	FIXCROSS	n/a	n/a	n/a
75.532	2.008	CUE_6_DOT	n/a	n/a	n/a
80.532	1.008	FIXCROSS	n/a	n/a	n/a
81.548	5.008	6_DOT_DETECTION	PLDYŁ	0	n/a
84.264	n/a	RESPONSE	n/a	n/a	1/0
85.304	n/a	RESPONSE	n/a	n/a	2/0
86.582	1.008	FIXCROSS	n/a	n/a	n/a
87.598	5.009	6_DOT_DETECTION	EKDDK	0	n/a
92.632	1.008	FIXCROSS	n/a	n/a	n/a
93.648	5.009	6_DOT_DETECTION	BEL#A	1	n/a
96.88	n/a	RESPONSE	n/a	n/a	1/1
98.682	1.008	FIXCROSS	n/a	n/a	n/a
