onset	duration	trial_type	braille_stimulus	targets	response_count
2.011	2.008	CUE_6_DOT	n/a	n/a	n/a
7.011	1.008	FIXCROSS	n/a	n/a	n/a
8.028	5.008	6_DOT_DETECTION	POD##	2	n/a
13.061	1.008	FIXCROSS	n/a	n/a	n/a
14.078	5.008	6_DOT_DETECTION	SSTMT	0	n/a
19.111	1.008	FIXCROSS	n/a	n/a	n/a
20.128	5.008	6_DOT_DETECTION	##KOT	2	n/a
22.38	n/a	RESPONSE	n/a	n/a	1/2
25.161	1.008	FIXCROSS	n/a	n/a	n/a
26.178	5.008	6_DOT_DETECTION	OCPPC	0	n/a
31.211	1.008	FIXCROSS	n/a	n/a	n/a
32.228	5.008	6_DOT_DETECTION	AKT##	2	n/a
36.241	n/a	RESPONSE	n/a	n/a	1/2
37.261	1.008	FIXCROSS	n/a	n/a	n/a
38.278	5.008	6_DOT_DETECTION	ODŁSE	0	n/a
43.311	1.008	FIXCROSS	n/a	n/a	n/a
44.328	5.008	6_DOT_DETECTION	#LMCI	1	n/a
45.957	n/a	RESPONSE	n/a	n/a	1/1
49.361	1.008	FIXCROSS	n/a	n/a	n/a
50.378	5.008	6_DOT_DETECTION	##MYK	2	n/a
53.071	n/a	RESPONSE	n/a	n/a	1/2
57.419	2.008	CUE_REST	n/a	n/a	n/a
62.419	1.008	FIXCROSS	n/a	n/a	n/a
68.469	1.008	FIXCROSS	n/a	n/a	n/a
75.528	2.008	CUE_6_DOT	n/a	n/a	n/a
80.528	1.008	FIXCROSS	n/a	n/a	n/a
81.544	5.008	6_DOT_DETECTION	KUŁ##	2	n/a
85.796	n/a	RESPONSE	n/a	n/a	1/2
86.578	1.008	FIXCROSS	n/a	n/a	n/a
87.594	5.009	6_DOT_DETECTION	OALDO	0	n/a
92.628	1.008	FIXCROSS	n/a	n/a	n/a
93.644	5.008	6_DOT_DETECTION	#TLI#	2	n/a
95.511	n/a	RESPONSE	n/a	n/a	1/2
98.678	1.008	FIXCROSS	n/a	n/a	n/a
99.694	5.008	6_DOT_DETECTION	KAAE#	1	n/a
104.21	n/a	RESPONSE	n/a	n/a	1/1
104.728	1.008	FIXCROSS	n/a	n/a	n/a
105.744	5.009	6_DOT_DETECTION	#DLA#	2	n/a
107.076	n/a	RESPONSE	n/a	n/a	1/2
110.778	1.008	FIXCROSS	n/a	n/a	n/a
111.794	5.008	6_DOT_DETECTION	KCCDB	0	n/a
115.368	n/a	RESPONSE	n/a	n/a	1/0
116.828	1.008	FIXCROSS	n/a	n/a	n/a
117.844	5.008	6_DOT_DETECTION	##OKO	2	n/a
119.785	n/a	RESPONSE	n/a	n/a	1/2
121.528	n/a	RESPONSE	n/a	n/a	2/2
122.878	1.008	FIXCROSS	n/a	n/a	n/a
123.894	5.008	6_DOT_DETECTION	TADMM	0	n/a
130.436	2.008	CUE_REST	n/a	n/a	n/a
136.936	1.008	FIXCROSS	n/a	n/a	n/a
142.986	1.008	FIXCROSS	n/a	n/a	n/a
150.544	2.008	CUE_6_DOT	n/a	n/a	n/a
157.044	1.008	FIXCROSS	n/a	n/a	n/a
158.07	5.008	6_DOT_DETECTION	AII#P	1	n/a
162.34	n/a	RESPONSE	n/a	n/a	1/1
163.103	1.008	FIXCROSS	n/a	n/a	n/a
164.12	5.008	6_DOT_DETECTION	#SAM#	2	n/a
166.587	n/a	RESPONSE	n/a	n/a	1/2
169.153	1.008	FIXCROSS	n/a	n/a	n/a
169.431	n/a	RESPONSE	n/a	n/a	2/2
170.17	5.008	6_DOT_DETECTION	SUB#D	1	n/a
173.893	n/a	RESPONSE	n/a	n/a	1/1
175.203	1.008	FIXCROSS	n/a	n/a	n/a
176.22	5.008	6_DOT_DETECTION	#KOK#	2	n/a
177.731	n/a	RESPONSE	n/a	n/a	1/2
181.253	1.008	FIXCROSS	n/a	n/a	n/a
182.269	5.009	6_DOT_DETECTION	TMSŁE	0	n/a
187.303	1.008	FIXCROSS	n/a	n/a	n/a
188.32	5.008	6_DOT_DETECTION	OTO##	2	n/a
192.641	n/a	RESPONSE	n/a	n/a	1/2
193.353	1.008	FIXCROSS	n/a	n/a	n/a
194.37	5.008	6_DOT_DETECTION	#LDDO	1	n/a
196.468	n/a	RESPONSE	n/a	n/a	1/1
199.403	1.008	FIXCROSS	n/a	n/a	n/a
200.42	5.008	6_DOT_DETECTION	##ODA	2	n/a
201.767	n/a	RESPONSE	n/a	n/a	1/2
206.961	2.008	CUE_REST	n/a	n/a	n/a
211.461	1.008	FIXCROSS	n/a	n/a	n/a
217.511	1.008	FIXCROSS	n/a	n/a	n/a
225.57	2.008	CUE_6_DOT	n/a	n/a	n/a
231.57	1.008	FIXCROSS	n/a	n/a	n/a
232.586	5.008	6_DOT_DETECTION	#KIM#	2	n/a
234.336	n/a	RESPONSE	n/a	n/a	1/2
237.62	1.008	FIXCROSS	n/a	n/a	n/a
238.636	5.008	6_DOT_DETECTION	AK#OC	1	n/a
241.22	n/a	RESPONSE	n/a	n/a	1/1
243.67	1.008	FIXCROSS	n/a	n/a	n/a
244.686	5.009	6_DOT_DETECTION	CTP#C	1	n/a
248.346	n/a	RESPONSE	n/a	n/a	1/1
249.72	1.008	FIXCROSS	n/a	n/a	n/a
250.736	5.008	6_DOT_DETECTION	BAL##	2	n/a
254.368	n/a	RESPONSE	n/a	n/a	1/2
255.77	1.008	FIXCROSS	n/a	n/a	n/a
256.786	5.008	6_DOT_DETECTION	#KOC#	2	n/a
258.124	n/a	RESPONSE	n/a	n/a	1/2
261.192	n/a	RESPONSE	n/a	n/a	2/2
261.82	1.008	FIXCROSS	n/a	n/a	n/a
262.836	5.009	6_DOT_DETECTION	BO#BS	1	n/a
265.59	n/a	RESPONSE	n/a	n/a	1/1
267.87	1.008	FIXCROSS	n/a	n/a	n/a
268.886	5.008	6_DOT_DETECTION	#OBA#	2	n/a
270.346	n/a	RESPONSE	n/a	n/a	1/2
273.92	1.008	FIXCROSS	n/a	n/a	n/a
274.086	n/a	RESPONSE	n/a	n/a	2/2
274.936	5.008	6_DOT_DETECTION	CDLD#	1	n/a
278.826	n/a	RESPONSE	n/a	n/a	1/1
281.978	2.008	CUE_REST	n/a	n/a	n/a
285.978	1.008	FIXCROSS	n/a	n/a	n/a
292.028	1.008	FIXCROSS	n/a	n/a	n/a
299.586	2.008	CUE_6_DOT	n/a	n/a	n/a
305.086	1.008	FIXCROSS	n/a	n/a	n/a
306.102	5.008	6_DOT_DETECTION	TE#DK	1	n/a
309.81	n/a	RESPONSE	n/a	n/a	1/1
311.136	1.008	FIXCROSS	n/a	n/a	n/a
312.152	5.009	6_DOT_DETECTION	##LAM	2	n/a
313.536	n/a	RESPONSE	n/a	n/a	1/2
314.835	n/a	RESPONSE	n/a	n/a	2/2
317.186	1.008	FIXCROSS	n/a	n/a	n/a
318.202	5.008	6_DOT_DETECTION	KUC##	2	n/a
321.0	n/a	RESPONSE	n/a	n/a	1/2
322.192	n/a	RESPONSE	n/a	n/a	2/2
323.236	1.008	FIXCROSS	n/a	n/a	n/a
324.253	5.008	6_DOT_DETECTION	ATDUL	0	n/a
329.286	1.008	FIXCROSS	n/a	n/a	n/a
330.303	5.008	6_DOT_DETECTION	##SYK	2	n/a
331.521	n/a	RESPONSE	n/a	n/a	1/2
333.009	n/a	RESPONSE	n/a	n/a	2/2
335.336	1.008	FIXCROSS	n/a	n/a	n/a
336.353	5.008	6_DOT_DETECTION	LBDLS	0	n/a
341.386	1.008	FIXCROSS	n/a	n/a	n/a
342.402	5.009	6_DOT_DETECTION	LIC##	2	n/a
345.829	n/a	RESPONSE	n/a	n/a	1/2
346.971	n/a	RESPONSE	n/a	n/a	2/2
347.436	1.008	FIXCROSS	n/a	n/a	n/a
348.453	5.008	6_DOT_DETECTION	#BBTA	1	n/a
349.715	n/a	RESPONSE	n/a	n/a	1/1
354.495	2.008	CUE_REST	n/a	n/a	n/a
360.495	1.008	FIXCROSS	n/a	n/a	n/a
366.545	1.008	FIXCROSS	n/a	n/a	n/a
373.603	2.008	CUE_6_DOT	n/a	n/a	n/a
378.603	1.008	FIXCROSS	n/a	n/a	n/a
379.62	5.008	6_DOT_DETECTION	PAL##	2	n/a
