onset	duration	trial_type	braille_stimulus	targets	response_count
2.014	2.008	CUE_REST	n/a	n/a	n/a
7.014	1.008	FIXCROSS	n/a	n/a	n/a
13.064	1.008	FIXCROSS	n/a	n/a	n/a
21.122	2.008	CUE_6_DOT	n/a	n/a	n/a
26.122	1.008	FIXCROSS	n/a	n/a	n/a
27.138	5.009	6_DOT_DETECTION	POD##	2	n/a
32.172	1.008	FIXCROSS	n/a	n/a	n/a
32.944	n/a	RESPONSE	n/a	n/a	1/2
33.189	5.008	6_DOT_DETECTION	SSTMT	0	n/a
36.64	n/a	RESPONSE	n/a	n/a	1/0
38.221	1.009	FIXCROSS	n/a	n/a	n/a
39.239	5.008	6_DOT_DETECTION	##KOT	2	n/a
41.6	n/a	RESPONSE	n/a	n/a	1/2
44.271	1.009	FIXCROSS	n/a	n/a	n/a
45.289	5.008	6_DOT_DETECTION	OCPPC	0	n/a
48.36	n/a	RESPONSE	n/a	n/a	1/0
50.322	1.008	FIXCROSS	n/a	n/a	n/a
51.339	5.008	6_DOT_DETECTION	AKT##	2	n/a
55.12	n/a	RESPONSE	n/a	n/a	1/2
56.372	1.008	FIXCROSS	n/a	n/a	n/a
57.388	5.009	6_DOT_DETECTION	ODŁSE	0	n/a
62.422	1.008	FIXCROSS	n/a	n/a	n/a
63.438	5.009	6_DOT_DETECTION	#LMCI	1	n/a
65.32	n/a	RESPONSE	n/a	n/a	1/1
68.472	1.008	FIXCROSS	n/a	n/a	n/a
69.488	5.009	6_DOT_DETECTION	##MYK	2	n/a
76.03	2.008	CUE_REST	n/a	n/a	n/a
82.53	1.008	FIXCROSS	n/a	n/a	n/a
88.58	1.008	FIXCROSS	n/a	n/a	n/a
95.639	2.008	CUE_6_DOT	n/a	n/a	n/a
100.639	1.008	FIXCROSS	n/a	n/a	n/a
101.656	5.008	6_DOT_DETECTION	KUŁ##	2	n/a
106.104	n/a	RESPONSE	n/a	n/a	1/2
106.689	1.008	FIXCROSS	n/a	n/a	n/a
107.706	5.008	6_DOT_DETECTION	OALDO	0	n/a
112.739	1.008	FIXCROSS	n/a	n/a	n/a
113.755	5.009	6_DOT_DETECTION	#TLI#	2	n/a
118.789	1.008	FIXCROSS	n/a	n/a	n/a
118.824	n/a	RESPONSE	n/a	n/a	1/2
119.806	5.008	6_DOT_DETECTION	KAAE#	1	n/a
124.839	1.008	FIXCROSS	n/a	n/a	n/a
125.04	n/a	RESPONSE	n/a	n/a	1/1
125.856	5.008	6_DOT_DETECTION	#DLA#	2	n/a
128.44	n/a	RESPONSE	n/a	n/a	1/2
130.68	n/a	RESPONSE	n/a	n/a	2/2
130.889	1.008	FIXCROSS	n/a	n/a	n/a
131.906	5.008	6_DOT_DETECTION	KCCDB	0	n/a
135.68	n/a	RESPONSE	n/a	n/a	1/0
136.939	1.008	FIXCROSS	n/a	n/a	n/a
137.956	5.008	6_DOT_DETECTION	##OKO	2	n/a
138.864	n/a	RESPONSE	n/a	n/a	1/2
142.989	1.008	FIXCROSS	n/a	n/a	n/a
144.005	5.009	6_DOT_DETECTION	TADMM	0	n/a
150.547	2.008	CUE_REST	n/a	n/a	n/a
155.047	1.008	FIXCROSS	n/a	n/a	n/a
161.097	1.008	FIXCROSS	n/a	n/a	n/a
168.656	2.008	CUE_6_DOT	n/a	n/a	n/a
175.156	1.008	FIXCROSS	n/a	n/a	n/a
176.172	5.009	6_DOT_DETECTION	AII#P	1	n/a
179.144	n/a	RESPONSE	n/a	n/a	1/1
180.544	n/a	RESPONSE	n/a	n/a	2/1
181.206	1.008	FIXCROSS	n/a	n/a	n/a
182.222	5.008	6_DOT_DETECTION	#SAM#	2	n/a
187.024	n/a	RESPONSE	n/a	n/a	1/2
187.256	1.008	FIXCROSS	n/a	n/a	n/a
188.272	5.008	6_DOT_DETECTION	SUB#D	1	n/a
193.224	n/a	RESPONSE	n/a	n/a	1/1
193.306	1.008	FIXCROSS	n/a	n/a	n/a
194.322	5.008	6_DOT_DETECTION	#KOK#	2	n/a
197.224	n/a	RESPONSE	n/a	n/a	1/2
199.356	1.008	FIXCROSS	n/a	n/a	n/a
199.68	n/a	RESPONSE	n/a	n/a	2/2
200.372	5.009	6_DOT_DETECTION	TMSŁE	0	n/a
205.405	1.009	FIXCROSS	n/a	n/a	n/a
206.423	5.008	6_DOT_DETECTION	OTO##	2	n/a
209.4	n/a	RESPONSE	n/a	n/a	1/2
211.455	1.009	FIXCROSS	n/a	n/a	n/a
212.473	5.008	6_DOT_DETECTION	#LDDO	1	n/a
217.506	1.008	FIXCROSS	n/a	n/a	n/a
218.523	5.008	6_DOT_DETECTION	##ODA	2	n/a
221.944	n/a	RESPONSE	n/a	n/a	1/2
225.564	2.008	CUE_REST	n/a	n/a	n/a
229.564	1.008	FIXCROSS	n/a	n/a	n/a
235.614	1.008	FIXCROSS	n/a	n/a	n/a
243.673	2.008	CUE_6_DOT	n/a	n/a	n/a
