onset	duration	trial_type	braille_stimulus	targets	response_count
2.015	2.008	CUE_REST	n/a	n/a	n/a
7.015	1.008	FIXCROSS	n/a	n/a	n/a
13.065	1.008	FIXCROSS	n/a	n/a	n/a
21.124	2.008	CUE_6_DOT	n/a	n/a	n/a
26.124	1.008	FIXCROSS	n/a	n/a	n/a
27.14	5.009	6_DOT_DETECTION	C#CEŁ	1	n/a
29.04	n/a	RESPONSE	n/a	n/a	1/1
32.173	1.008	FIXCROSS	n/a	n/a	n/a
33.19	5.008	6_DOT_DETECTION	ITŁEM	0	n/a
38.224	1.008	FIXCROSS	n/a	n/a	n/a
39.24	5.009	6_DOT_DETECTION	TEK##	2	n/a
42.296	n/a	RESPONSE	n/a	n/a	1/2
43.616	n/a	RESPONSE	n/a	n/a	2/2
44.274	1.008	FIXCROSS	n/a	n/a	n/a
45.29	5.008	6_DOT_DETECTION	O#LAS	1	n/a
47.856	n/a	RESPONSE	n/a	n/a	1/1
50.324	1.008	FIXCROSS	n/a	n/a	n/a
51.34	5.008	6_DOT_DETECTION	KOP#M	1	n/a
53.856	n/a	RESPONSE	n/a	n/a	1/1
56.374	1.008	FIXCROSS	n/a	n/a	n/a
57.39	5.009	6_DOT_DETECTION	SB#OL	1	n/a
59.16	n/a	RESPONSE	n/a	n/a	1/1
60.256	n/a	RESPONSE	n/a	n/a	2/1
62.424	1.008	FIXCROSS	n/a	n/a	n/a
63.44	5.008	6_DOT_DETECTION	##KAT	2	n/a
65.0	n/a	RESPONSE	n/a	n/a	1/2
66.336	n/a	RESPONSE	n/a	n/a	2/2
68.474	1.008	FIXCROSS	n/a	n/a	n/a
69.49	5.009	6_DOT_DETECTION	DTIDI	0	n/a
76.032	2.008	CUE_REST	n/a	n/a	n/a
82.532	1.008	FIXCROSS	n/a	n/a	n/a
88.582	1.008	FIXCROSS	n/a	n/a	n/a
95.64	2.008	CUE_6_DOT	n/a	n/a	n/a
100.64	1.008	FIXCROSS	n/a	n/a	n/a
101.657	5.008	6_DOT_DETECTION	BUT##	2	n/a
104.416	n/a	RESPONSE	n/a	n/a	1/2
105.896	n/a	RESPONSE	n/a	n/a	2/2
106.69	1.008	FIXCROSS	n/a	n/a	n/a
107.706	5.009	6_DOT_DETECTION	APD#C	1	n/a
110.2	n/a	RESPONSE	n/a	n/a	1/1
112.74	1.008	FIXCROSS	n/a	n/a	n/a
113.756	5.009	6_DOT_DETECTION	EUBEC	0	n/a
118.79	1.008	FIXCROSS	n/a	n/a	n/a
119.807	5.008	6_DOT_DETECTION	KMŁKM	0	n/a
124.84	1.008	FIXCROSS	n/a	n/a	n/a
125.857	5.008	6_DOT_DETECTION	#PSU#	2	n/a
127.776	n/a	RESPONSE	n/a	n/a	1/2
129.056	n/a	RESPONSE	n/a	n/a	2/2
130.89	1.008	FIXCROSS	n/a	n/a	n/a
131.496	n/a	RESPONSE	n/a	n/a	3/2
131.907	5.008	6_DOT_DETECTION	PMSKK	0	n/a
136.94	1.008	FIXCROSS	n/a	n/a	n/a
137.957	5.008	6_DOT_DETECTION	T#BUD	1	n/a
140.696	n/a	RESPONSE	n/a	n/a	1/1
142.99	1.008	FIXCROSS	n/a	n/a	n/a
144.007	5.008	6_DOT_DETECTION	#KMBŁ	1	n/a
145.696	n/a	RESPONSE	n/a	n/a	1/1
150.549	2.008	CUE_REST	n/a	n/a	n/a
155.049	1.008	FIXCROSS	n/a	n/a	n/a
161.099	1.008	FIXCROSS	n/a	n/a	n/a
168.657	2.008	CUE_6_DOT	n/a	n/a	n/a
175.157	1.008	FIXCROSS	n/a	n/a	n/a
176.174	5.008	6_DOT_DETECTION	A#ŁAP	1	n/a
178.12	n/a	RESPONSE	n/a	n/a	1/1
181.207	1.008	FIXCROSS	n/a	n/a	n/a
182.223	5.009	6_DOT_DETECTION	TYŁ##	2	n/a
185.32	n/a	RESPONSE	n/a	n/a	1/2
