onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.088	CUE_START	n/a	n/a	n/a	n/a	n/a
14.088	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.848	6.315	CUE_LISTEN	M1	1	n/a	n/a	n/a
28.163	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.922	6.325	CUE_PLAYBACK_RIGHT_HAND	M1	1	n/a	n/a	n/a
36.688	n/a	RESPONSE	M1	1	04	E3	press
36.694	n/a	RESPONSE	M1	1	19	G4	press
36.708	n/a	RESPONSE	M1	1	07	G3	press
36.79	n/a	RESPONSE	M1	1	00	C3	press
37.336	n/a	RESPONSE	M1	1	19	G4	release
37.441	n/a	RESPONSE	M1	1	00	C3	release
37.482	n/a	RESPONSE	M1	1	04	E3	release
37.522	n/a	RESPONSE	M1	1	07	G3	release
37.688	n/a	RESPONSE	M1	1	19	G4	press
38.298	n/a	RESPONSE	M1	1	19	G4	release
38.331	n/a	RESPONSE	M1	1	16	E4	press
38.581	n/a	RESPONSE	M1	1	16	E4	release
38.872	n/a	RESPONSE	M1	1	16	E4	press
39.366	n/a	RESPONSE	M1	1	16	E4	release
39.394	n/a	RESPONSE	M1	1	17	F4	press
39.986	n/a	RESPONSE	M1	1	14	D4	press
40.03	n/a	RESPONSE	M1	1	17	F4	release
40.298	n/a	RESPONSE	M1	1	14	D4	release
40.54	n/a	RESPONSE	M1	1	14	D4	press
41.061	n/a	RESPONSE	M1	1	14	D4	release
41.172	n/a	RESPONSE	M1	1	12	C4	press
41.486	n/a	RESPONSE	M1	1	16	E4	press
41.514	n/a	RESPONSE	M1	1	12	C4	release
41.816	n/a	RESPONSE	M1	1	19	G4	press
41.857	n/a	RESPONSE	M1	1	16	E4	release
42.247	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
42.728	n/a	RESPONSE	M1	1	19	G4	release
50.005	6.317	CUE_LISTEN	        M1	2	n/a	n/a	n/a
56.322	7.759	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.08	6.317	CUE_PLAYBACK_RIGHT_HAND	        M1	2	n/a	n/a	n/a
64.657	n/a	RESPONSE	        M1	2	19	G4	press
65.253	n/a	RESPONSE	        M1	2	16	E4	press
65.274	n/a	RESPONSE	        M1	2	19	G4	release
65.494	n/a	RESPONSE	        M1	2	16	E4	release
65.772	n/a	RESPONSE	        M1	2	16	E4	press
66.334	n/a	RESPONSE	        M1	2	16	E4	release
66.35	n/a	RESPONSE	        M1	2	17	F4	press
66.932	n/a	RESPONSE	        M1	2	14	D4	press
66.971	n/a	RESPONSE	        M1	2	17	F4	release
67.181	n/a	RESPONSE	        M1	2	14	D4	release
67.486	n/a	RESPONSE	        M1	2	14	D4	press
68.136	n/a	RESPONSE	        M1	2	14	D4	release
68.154	n/a	RESPONSE	        M1	2	12	C4	press
68.444	n/a	RESPONSE	        M1	2	16	E4	press
68.566	n/a	RESPONSE	        M1	2	12	C4	release
68.777	n/a	RESPONSE	        M1	2	12	C4	press
68.809	n/a	RESPONSE	        M1	2	16	E4	release
70.101	n/a	RESPONSE	        M1	2	12	C4	release
70.397	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
78.155	6.325	CUE_LISTEN	        M7	1	n/a	n/a	n/a
84.48	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
92.238	6.317	CUE_PLAYBACK_BOTH_HANDS	        M7	1	n/a	n/a	n/a
93.981	n/a	RESPONSE	        M7	1	07	G3	press
94.034	n/a	RESPONSE	        M7	1	21	A4	press
94.123	n/a	RESPONSE	        M7	1	21	A4	release
94.376	n/a	RESPONSE	        M7	1	07	G3	release
94.606	n/a	RESPONSE	        M7	1	20	G#4	press
94.609	n/a	RESPONSE	        M7	1	07	G3	press
94.826	n/a	RESPONSE	        M7	1	20	G#4	release
95.011	n/a	RESPONSE	        M7	1	07	G3	release
95.298	n/a	RESPONSE	        M7	1	20	G#4	press
95.307	n/a	RESPONSE	        M7	1	07	G3	press
95.642	n/a	RESPONSE	        M7	1	20	G#4	release
95.809	n/a	RESPONSE	        M7	1	07	G3	release
96.516	n/a	RESPONSE	        M7	1	07	G3	press
96.519	n/a	RESPONSE	        M7	1	22	A#4	press
97.234	n/a	RESPONSE	        M7	1	21	A4	press
97.326	n/a	RESPONSE	        M7	1	22	A#4	release
97.831	n/a	RESPONSE	        M7	1	19	G4	press
97.909	n/a	RESPONSE	        M7	1	21	A4	release
98.462	n/a	RESPONSE	        M7	1	05	F3	press
98.471	n/a	RESPONSE	        M7	1	21	A4	press
98.523	n/a	RESPONSE	        M7	1	19	G4	release
98.544	n/a	RESPONSE	        M7	1	07	G3	release
98.555	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
99.166	n/a	RESPONSE	        M7	1	16	E4	press
99.427	n/a	RESPONSE	        M7	1	21	A4	release
99.688	n/a	RESPONSE	        M7	1	16	E4	release
99.829	n/a	RESPONSE	        M7	1	16	E4	press
100.361	n/a	RESPONSE	        M7	1	16	E4	release
100.462	n/a	RESPONSE	        M7	1	19	G4	press
100.473	n/a	RESPONSE	        M7	1	03	D#3	press
100.534	n/a	RESPONSE	        M7	1	05	F3	release
101.527	n/a	RESPONSE	        M7	1	19	G4	release
101.937	n/a	RESPONSE	        M7	1	03	D#3	release
102.091	n/a	RESPONSE	        M7	1	07	G3	press
102.419	n/a	RESPONSE	        M7	1	07	G3	release
102.532	n/a	RESPONSE	        M7	1	07	G3	press
102.932	n/a	RESPONSE	        M7	1	09	A3	press
103.083	n/a	RESPONSE	        M7	1	07	G3	release
103.324	n/a	RESPONSE	        M7	1	10	A#3	press
103.436	n/a	RESPONSE	        M7	1	09	A3	release
103.758	n/a	RESPONSE	        M7	1	12	C4	press
103.779	n/a	RESPONSE	        M7	1	10	A#3	release
104.848	n/a	RESPONSE	        M7	1	12	C4	release
104.876	n/a	RESPONSE	        M7	1	14	D4	press
104.878	n/a	RESPONSE	        M7	1	02	D3	press
106.314	6.317	CUE_LISTEN	        M7	2	n/a	n/a	n/a
106.436	n/a	RESPONSE	        M7	2	02	D3	release
106.466	n/a	RESPONSE	        M7	2	14	D4	release
112.63	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
120.389	6.317	CUE_PLAYBACK_BOTH_HANDS	        M7	2	n/a	n/a	n/a
124.726	n/a	RESPONSE	        M7	2	07	G3	press
124.737	n/a	RESPONSE	        M7	2	10	A#3	press
124.748	n/a	RESPONSE	        M7	2	15	D#4	press
125.336	n/a	RESPONSE	        M7	2	17	F4	press
125.426	n/a	RESPONSE	        M7	2	15	D#4	release
125.687	n/a	RESPONSE	        M7	2	15	D#4	press
125.781	n/a	RESPONSE	        M7	2	17	F4	release
125.986	n/a	RESPONSE	        M7	2	09	A3	press
125.991	n/a	RESPONSE	        M7	2	10	A#3	release
126.033	n/a	RESPONSE	        M7	2	07	G3	release
126.038	n/a	RESPONSE	        M7	2	14	D4	press
126.123	n/a	RESPONSE	        M7	2	15	D#4	release
126.467	n/a	RESPONSE	        M7	2	14	D4	release
126.705	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
126.799	n/a	RESPONSE	        M7	2	09	A3	release
127.724	n/a	RESPONSE	        M7	2	07	G3	press
127.746	n/a	RESPONSE	        M7	2	10	A#3	press
127.816	n/a	RESPONSE	        M7	2	15	D#4	press
128.382	n/a	RESPONSE	        M7	2	17	F4	press
128.386	n/a	RESPONSE	        M7	2	15	D#4	release
128.767	n/a	RESPONSE	        M7	2	15	D#4	press
128.926	n/a	RESPONSE	        M7	2	17	F4	release
129.057	n/a	RESPONSE	        M7	2	09	A3	press
129.059	n/a	RESPONSE	        M7	2	10	A#3	release
129.069	n/a	RESPONSE	        M7	2	14	D4	press
129.161	n/a	RESPONSE	        M7	2	07	G3	release
129.202	n/a	RESPONSE	        M7	2	15	D#4	release
129.403	n/a	RESPONSE	        M7	2	12	C4	press
129.456	n/a	RESPONSE	        M7	2	14	D4	release
129.716	n/a	RESPONSE	        M7	2	14	D4	press
129.747	n/a	RESPONSE	        M7	2	06	F#3	press
129.749	n/a	RESPONSE	        M7	2	12	C4	release
129.789	n/a	RESPONSE	        M7	2	09	A3	release
130.421	n/a	RESPONSE	        M7	2	16	E4	press
130.462	n/a	RESPONSE	        M7	2	14	D4	release
130.743	n/a	RESPONSE	        M7	2	14	D4	press
130.804	n/a	RESPONSE	        M7	2	16	E4	release
131.056	n/a	RESPONSE	        M7	2	10	A#3	press
131.088	n/a	RESPONSE	        M7	2	06	F#3	release
131.118	n/a	RESPONSE	        M7	2	12	C4	press
131.219	n/a	RESPONSE	        M7	2	14	D4	release
131.451	n/a	RESPONSE	        M7	2	14	D4	press
131.513	n/a	RESPONSE	        M7	2	12	C4	release
132.096	n/a	RESPONSE	        M7	2	14	D4	release
132.106	n/a	RESPONSE	        M7	2	10	A#3	release
134.464	6.325	CUE_LISTEN	        M5	1	n/a	n/a	n/a
140.789	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
142.697	n/a	RESPONSE	        M5	1	07	G3	press
143.038	n/a	RESPONSE	        M5	1	07	G3	release
148.077	n/a	RESPONSE	        M5	1	21	A4	press
148.264	n/a	RESPONSE	        M5	1	21	A4	release
148.547	6.317	CUE_PLAYBACK_RIGHT_HAND	        M5	1	n/a	n/a	n/a
149.233	n/a	RESPONSE	        M5	1	21	A4	press
149.484	n/a	RESPONSE	        M5	1	21	A4	release
149.586	n/a	RESPONSE	        M5	1	21	A4	press
149.807	n/a	RESPONSE	        M5	1	21	A4	release
149.948	n/a	RESPONSE	        M5	1	21	A4	press
150.549	n/a	RESPONSE	        M5	1	21	A4	release
150.701	n/a	RESPONSE	        M5	1	21	A4	press
150.902	n/a	RESPONSE	        M5	1	21	A4	release
151.013	n/a	RESPONSE	        M5	1	21	A4	press
151.197	n/a	RESPONSE	        M5	1	21	A4	release
151.366	n/a	RESPONSE	        M5	1	21	A4	press
151.889	n/a	RESPONSE	        M5	1	21	A4	release
152.048	n/a	RESPONSE	        M5	1	21	A4	press
