onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.088	CUE_START	n/a	n/a	n/a	n/a	n/a
14.088	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.848	6.316	CUE_LISTEN	M4	1	n/a	n/a	n/a
28.164	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.922	6.317	CUE_PLAYBACK_RIGHT_HAND	M4	1	n/a	n/a	n/a
36.914	n/a	RESPONSE	M4	1	21	A4	press
37.107	n/a	RESPONSE	M4	1	21	A4	release
37.187	n/a	RESPONSE	M4	1	21	A4	press
37.358	n/a	RESPONSE	M4	1	21	A4	release
37.449	n/a	RESPONSE	M4	1	21	A4	press
38.211	n/a	RESPONSE	M4	1	21	A4	release
38.272	n/a	RESPONSE	M4	1	21	A4	press
38.473	n/a	RESPONSE	M4	1	21	A4	release
38.544	n/a	RESPONSE	M4	1	21	A4	press
38.716	n/a	RESPONSE	M4	1	21	A4	release
38.797	n/a	RESPONSE	M4	1	21	A4	press
39.199	n/a	RESPONSE	M4	1	21	A4	release
39.321	n/a	RESPONSE	M4	1	21	A4	press
39.639	n/a	RESPONSE	M4	1	24	C5	press
39.749	n/a	RESPONSE	M4	1	21	A4	release
39.928	n/a	RESPONSE	M4	1	17	F4	press
40.039	n/a	RESPONSE	M4	1	24	C5	release
40.217	n/a	RESPONSE	M4	1	19	G4	press
40.298	n/a	RESPONSE	M4	1	17	F4	release
40.504	n/a	RESPONSE	M4	1	19	G4	release
40.528	n/a	RESPONSE	M4	1	21	A4	press
41.174	n/a	RESPONSE	M4	1	21	A4	release
42.239	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
49.997	6.325	CUE_LISTEN	M4	2	n/a	n/a	n/a
56.322	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.08	6.317	CUE_PLAYBACK_RIGHT_HAND	M4	2	n/a	n/a	n/a
65.069	n/a	RESPONSE	M4	2	22	A#4	press
65.252	n/a	RESPONSE	M4	2	22	A#4	release
65.361	n/a	RESPONSE	M4	2	22	A#4	press
65.524	n/a	RESPONSE	M4	2	22	A#4	release
65.636	n/a	RESPONSE	M4	2	22	A#4	press
65.794	n/a	RESPONSE	M4	2	22	A#4	release
65.916	n/a	RESPONSE	M4	2	22	A#4	press
66.059	n/a	RESPONSE	M4	2	22	A#4	release
66.169	n/a	RESPONSE	M4	2	22	A#4	press
66.312	n/a	RESPONSE	M4	2	22	A#4	release
66.483	n/a	RESPONSE	M4	2	21	A4	press
66.676	n/a	RESPONSE	M4	2	21	A4	release
66.774	n/a	RESPONSE	M4	2	21	A4	press
66.936	n/a	RESPONSE	M4	2	21	A4	release
67.048	n/a	RESPONSE	M4	2	21	A4	press
67.268	n/a	RESPONSE	M4	2	21	A4	release
67.349	n/a	RESPONSE	M4	2	19	G4	press
67.541	n/a	RESPONSE	M4	2	19	G4	release
67.904	n/a	RESPONSE	M4	2	21	A4	press
68.204	n/a	RESPONSE	M4	2	19	G4	press
68.264	n/a	RESPONSE	M4	2	21	A4	release
68.396	n/a	RESPONSE	M4	2	19	G4	release
68.458	n/a	RESPONSE	M4	2	19	G4	press
68.679	n/a	RESPONSE	M4	2	19	G4	release
68.701	n/a	RESPONSE	M4	2	21	A4	press
68.979	n/a	RESPONSE	M4	2	19	G4	press
69.066	n/a	RESPONSE	M4	2	21	A4	release
69.484	n/a	RESPONSE	M4	2	24	C5	press
69.556	n/a	RESPONSE	M4	2	19	G4	release
70.151	n/a	RESPONSE	M4	2	24	C5	release
70.397	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
70.857	n/a	RESPONSE	M4	2	19	G4	press
71.162	n/a	RESPONSE	M4	2	19	G4	release
78.156	6.317	CUE_LISTEN	M1	1	n/a	n/a	n/a
84.472	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
92.23	6.325	CUE_PLAYBACK_RIGHT_HAND	M1	1	n/a	n/a	n/a
93.822	n/a	RESPONSE	M1	1	19	G4	press
93.833	n/a	RESPONSE	M1	1	21	A4	press
93.964	n/a	RESPONSE	M1	1	21	A4	release
94.016	n/a	RESPONSE	M1	1	19	G4	release
94.087	n/a	RESPONSE	M1	1	19	G4	press
94.278	n/a	RESPONSE	M1	1	19	G4	release
94.349	n/a	RESPONSE	M1	1	19	G4	press
94.601	n/a	RESPONSE	M1	1	19	G4	release
94.932	n/a	RESPONSE	M1	1	21	A4	press
95.066	n/a	RESPONSE	M1	1	21	A4	release
95.094	n/a	RESPONSE	M1	1	21	A4	press
95.238	n/a	RESPONSE	M1	1	21	A4	release
95.297	n/a	RESPONSE	M1	1	21	A4	press
95.768	n/a	RESPONSE	M1	1	21	A4	release
95.829	n/a	RESPONSE	M1	1	21	A4	press
96.001	n/a	RESPONSE	M1	1	21	A4	release
96.093	n/a	RESPONSE	M1	1	21	A4	press
96.266	n/a	RESPONSE	M1	1	21	A4	release
96.354	n/a	RESPONSE	M1	1	21	A4	press
96.766	n/a	RESPONSE	M1	1	21	A4	release
96.927	n/a	RESPONSE	M1	1	21	A4	press
96.939	n/a	RESPONSE	M1	1	22	A#4	press
97.029	n/a	RESPONSE	M1	1	22	A#4	release
97.581	n/a	RESPONSE	M1	1	21	A4	release
97.642	n/a	RESPONSE	M1	1	24	C5	press
98.014	n/a	RESPONSE	M1	1	17	F4	press
98.144	n/a	RESPONSE	M1	1	24	C5	release
98.346	n/a	RESPONSE	M1	1	19	G4	press
98.449	n/a	RESPONSE	M1	1	17	F4	release
98.555	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
98.688	n/a	RESPONSE	M1	1	21	A4	press
98.771	n/a	RESPONSE	M1	1	19	G4	release
99.449	n/a	RESPONSE	M1	1	21	A4	release
106.314	6.317	CUE_LISTEN	M1	2	n/a	n/a	n/a
112.63	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
120.389	6.317	CUE_PLAYBACK_RIGHT_HAND	M1	2	n/a	n/a	n/a
121.833	n/a	RESPONSE	M1	2	22	A#4	press
122.047	n/a	RESPONSE	M1	2	22	A#4	release
122.096	n/a	RESPONSE	M1	2	22	A#4	press
122.229	n/a	RESPONSE	M1	2	22	A#4	release
122.313	n/a	RESPONSE	M1	2	22	A#4	press
122.481	n/a	RESPONSE	M1	2	22	A#4	release
122.566	n/a	RESPONSE	M1	2	22	A#4	press
122.716	n/a	RESPONSE	M1	2	22	A#4	release
122.769	n/a	RESPONSE	M1	2	22	A#4	press
122.928	n/a	RESPONSE	M1	2	22	A#4	release
123.119	n/a	RESPONSE	M1	2	21	A4	press
123.312	n/a	RESPONSE	M1	2	21	A4	release
123.422	n/a	RESPONSE	M1	2	21	A4	press
123.613	n/a	RESPONSE	M1	2	21	A4	release
123.694	n/a	RESPONSE	M1	2	21	A4	press
124.106	n/a	RESPONSE	M1	2	21	A4	release
124.607	n/a	RESPONSE	M1	2	24	C5	press
124.661	n/a	RESPONSE	M1	2	22	A#4	press
124.729	n/a	RESPONSE	M1	2	22	A#4	release
126.241	n/a	RESPONSE	M1	2	24	C5	release
126.282	n/a	RESPONSE	M1	2	24	C5	press
126.706	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
127.014	n/a	RESPONSE	M1	2	24	C5	release
127.194	n/a	RESPONSE	M1	2	21	A4	press
127.506	n/a	RESPONSE	M1	2	21	A4	release
127.647	n/a	RESPONSE	M1	2	21	A4	press
127.891	n/a	RESPONSE	M1	2	21	A4	release
128.029	n/a	RESPONSE	M1	2	19	G4	press
128.441	n/a	RESPONSE	M1	2	19	G4	release
128.482	n/a	RESPONSE	M1	2	17	F4	press
128.963	n/a	RESPONSE	M1	2	17	F4	release
134.464	6.325	CUE_LISTEN	M5	1	n/a	n/a	n/a
140.057	n/a	RESPONSE	M5	1	07	G3	press
140.789	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
143.727	n/a	RESPONSE	M5	1	07	G3	release
148.547	6.317	CUE_PLAYBACK_BOTH_HANDS	M5	1	n/a	n/a	n/a
151.146	n/a	RESPONSE	M5	1	19	G4	press
151.151	n/a	RESPONSE	M5	1	07	G3	press
151.153	n/a	RESPONSE	M5	1	04	E3	press
151.168	n/a	RESPONSE	M5	1	00	C3	press
151.172	n/a	RESPONSE	M5	1	02	D3	press
151.621	n/a	RESPONSE	M5	1	02	D3	release
151.907	n/a	RESPONSE	M5	1	19	G4	release
151.947	n/a	RESPONSE	M5	1	19	G4	press
152.364	n/a	RESPONSE	M5	1	16	E4	press
152.448	n/a	RESPONSE	M5	1	19	G4	release
152.749	n/a	RESPONSE	M5	1	16	E4	release
152.842	n/a	RESPONSE	M5	1	16	E4	press
153.012	n/a	RESPONSE	M5	1	00	C3	release
153.143	n/a	RESPONSE	M5	1	16	E4	release
153.214	n/a	RESPONSE	M5	1	04	E3	release
153.408	n/a	RESPONSE	M5	1	17	F4	press
153.417	n/a	RESPONSE	M5	1	05	F3	press
153.419	n/a	RESPONSE	M5	1	02	D3	press
153.962	n/a	RESPONSE	M5	1	14	D4	press
154.013	n/a	RESPONSE	M5	1	17	F4	release
154.392	n/a	RESPONSE	M5	1	14	D4	release
154.493	n/a	RESPONSE	M5	1	14	D4	press
154.774	n/a	RESPONSE	M5	1	02	D3	release
154.816	n/a	RESPONSE	M5	1	05	F3	release
154.864	7.767	FIXCROSS	n/a	n/a	n/a	n/a	n/a
154.937	n/a	RESPONSE	M5	1	14	D4	release
154.951	n/a	RESPONSE	M5	1	07	G3	release
155.059	n/a	RESPONSE	M5	1	12	C4	press
155.063	n/a	RESPONSE	M5	1	04	E3	press
155.072	n/a	RESPONSE	M5	1	07	G3	press
155.076	n/a	RESPONSE	M5	1	00	C3	press
155.314	n/a	RESPONSE	M5	1	16	E4	press
155.456	n/a	RESPONSE	M5	1	12	C4	release
155.687	n/a	RESPONSE	M5	1	19	G4	press
155.689	n/a	RESPONSE	M5	1	17	F4	press
155.861	n/a	RESPONSE	M5	1	16	E4	release
156.021	n/a	RESPONSE	M5	1	17	F4	release
156.952	n/a	RESPONSE	M5	1	00	C3	release
