onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.082	CUE_START	n/a	n/a	n/a	n/a	n/a
14.082	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.842	6.324	CUE_LISTEN	M4	1	n/a	n/a	n/a
28.165	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.924	6.317	CUE_PLAYBACK_BOTH_HANDS	M4	1	n/a	n/a	n/a
37.09	n/a	RESPONSE	M4	1	05	F3	press
37.1	n/a	RESPONSE	M4	1	09	A3	press
37.111	n/a	RESPONSE	M4	1	12	C4	press
37.432	n/a	RESPONSE	M4	1	16	E4	press
37.944	n/a	RESPONSE	M4	1	21	A4	press
38.085	n/a	RESPONSE	M4	1	21	A4	release
38.089	n/a	RESPONSE	M4	1	16	E4	release
38.137	n/a	RESPONSE	M4	1	12	C4	release
38.17	n/a	RESPONSE	M4	1	09	A3	release
38.392	n/a	RESPONSE	M4	1	09	A3	press
38.404	n/a	RESPONSE	M4	1	12	C4	press
38.722	n/a	RESPONSE	M4	1	17	F4	press
39.135	n/a	RESPONSE	M4	1	23	B4	press
39.197	n/a	RESPONSE	M4	1	17	F4	release
39.517	n/a	RESPONSE	M4	1	23	B4	release
39.619	n/a	RESPONSE	M4	1	12	C4	release
39.77	n/a	RESPONSE	M4	1	12	C4	press
39.811	n/a	RESPONSE	M4	1	21	A4	press
40.142	n/a	RESPONSE	M4	1	19	G4	press
40.284	n/a	RESPONSE	M4	1	21	A4	release
40.435	n/a	RESPONSE	M4	1	17	F4	press
40.526	n/a	RESPONSE	M4	1	19	G4	release
40.747	n/a	RESPONSE	M4	1	16	E4	press
40.851	n/a	RESPONSE	M4	1	17	F4	release
41.072	n/a	RESPONSE	M4	1	17	F4	press
41.161	n/a	RESPONSE	M4	1	16	E4	release
41.322	n/a	RESPONSE	M4	1	12	C4	release
41.333	n/a	RESPONSE	M4	1	09	A3	release
41.405	n/a	RESPONSE	M4	1	05	F3	release
