onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.013	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
7.013	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
8.029	5.008	LEXICAL_DECISION	PSEUDOWORD	SAMAT	n/a	n/a
14.176	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
15.063	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
16.079	5.008	LEXICAL_DECISION	PSEUDOWORD	BLOSK	n/a	n/a
21.736	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
23.113	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
24.129	5.008	LEXICAL_DECISION	WORD	OBCE	n/a	n/a
29.4	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
31.162	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
32.179	5.008	LEXICAL_DECISION	WORD	BOM	n/a	n/a
37.0	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
39.213	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
40.229	5.008	LEXICAL_DECISION	WORD	TAMA	n/a	n/a
44.776	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
49.271	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
54.271	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
55.288	5.008	6_DOT_DETECTION	NO_6-DOT	LKROR	n/a	n/a
60.4	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.321	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
63.338	5.008	6_DOT_DETECTION	NO_6-DOT	KCSR	n/a	n/a
68.416	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
70.371	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
71.388	5.008	6_DOT_DETECTION	6-DOT	##CU	n/a	n/a
75.176	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
78.421	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
79.438	5.008	6_DOT_DETECTION	6-DOT	#B#	n/a	n/a
85.2	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
86.471	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
87.488	5.008	6_DOT_DETECTION	6-DOT	#PI#	n/a	n/a
92.36	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
95.53	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
100.53	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
101.546	5.008	LEXICAL_DECISION	PSEUDOWORD	MICE	n/a	n/a
107.496	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
108.58	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
109.596	5.008	LEXICAL_DECISION	WORD	MILI	n/a	n/a
115.84	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
116.63	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
117.646	5.008	LEXICAL_DECISION	PSEUDOWORD	OSIED	n/a	n/a
124.056	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
124.68	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
125.696	5.008	LEXICAL_DECISION	PSEUDOWORD	DIMKI	n/a	n/a
132.256	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
132.73	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
133.746	5.008	LEXICAL_DECISION	PSEUDOWORD	IBEA	n/a	n/a
139.856	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
142.288	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
146.788	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
147.805	5.008	6_DOT_DETECTION	NO_6-DOT	KDIY	n/a	n/a
152.336	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
154.838	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
155.855	5.008	6_DOT_DETECTION	6-DOT	#ST#	n/a	n/a
160.12	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
162.887	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
163.905	5.008	6_DOT_DETECTION	NO_6-DOT	KARAC	n/a	n/a
167.896	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
170.938	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
171.955	5.008	6_DOT_DETECTION	NO_6-DOT	UUCEU	n/a	n/a
176.256	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
178.988	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
180.005	5.008	6_DOT_DETECTION	NO_6-DOT	RYŁA	n/a	n/a
186.136	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
188.546	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
195.046	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
196.063	5.008	LEXICAL_DECISION	WORD	ISTOT	n/a	n/a
202.416	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
203.097	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
204.113	5.008	LEXICAL_DECISION	WORD	DATKI	n/a	n/a
210.616	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
211.147	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
212.163	5.008	LEXICAL_DECISION	WORD	TAM	n/a	n/a
217.336	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
219.197	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
220.213	5.008	LEXICAL_DECISION	PSEUDOWORD	SEMO	n/a	n/a
