onset	duration	trial_type	braille_stimulus	targets	response_count
2.017	2.008	CUE_REST	n/a	n/a	n/a
7.016	1.008	FIXCROSS	n/a	n/a	n/a
13.066	1.008	FIXCROSS	n/a	n/a	n/a
21.125	2.008	CUE_6_DOT	n/a	n/a	n/a
26.125	1.008	FIXCROSS	n/a	n/a	n/a
27.142	5.008	6_DOT_DETECTION	USLLM	0	n/a
32.175	1.008	FIXCROSS	n/a	n/a	n/a
33.192	5.008	6_DOT_DETECTION	BAŁ#Ł	1	n/a
36.944	n/a	RESPONSE	n/a	n/a	1/1
38.225	1.008	FIXCROSS	n/a	n/a	n/a
39.241	5.009	6_DOT_DETECTION	#IŁPM	1	n/a
40.584	n/a	RESPONSE	n/a	n/a	1/1
44.275	1.008	FIXCROSS	n/a	n/a	n/a
45.291	5.009	6_DOT_DETECTION	BAT##	2	n/a
48.48	n/a	RESPONSE	n/a	n/a	1/2
49.744	n/a	RESPONSE	n/a	n/a	2/2
50.325	1.008	FIXCROSS	n/a	n/a	n/a
51.341	5.009	6_DOT_DETECTION	LACIC	0	n/a
55.824	n/a	RESPONSE	n/a	n/a	1/0
56.375	1.008	FIXCROSS	n/a	n/a	n/a
57.392	5.008	6_DOT_DETECTION	I#YUK	1	n/a
60.664	n/a	RESPONSE	n/a	n/a	1/1
62.425	1.008	FIXCROSS	n/a	n/a	n/a
63.442	5.008	6_DOT_DETECTION	IDY#K	1	n/a
68.475	1.008	FIXCROSS	n/a	n/a	n/a
68.504	n/a	RESPONSE	n/a	n/a	1/1
69.491	5.009	6_DOT_DETECTION	I#TUL	1	n/a
76.033	2.008	CUE_REST	n/a	n/a	n/a
82.533	1.008	FIXCROSS	n/a	n/a	n/a
88.583	1.008	FIXCROSS	n/a	n/a	n/a
95.642	2.008	CUE_6_DOT	n/a	n/a	n/a
100.642	1.008	FIXCROSS	n/a	n/a	n/a
101.658	5.009	6_DOT_DETECTION	#CYK#	2	n/a
102.944	n/a	RESPONSE	n/a	n/a	1/2
106.692	1.008	FIXCROSS	n/a	n/a	n/a
107.708	5.009	6_DOT_DETECTION	BOI##	2	n/a
110.504	n/a	RESPONSE	n/a	n/a	1/2
111.584	n/a	RESPONSE	n/a	n/a	2/2
112.742	1.008	FIXCROSS	n/a	n/a	n/a
113.758	5.008	6_DOT_DETECTION	PM#LA	1	n/a
116.624	n/a	RESPONSE	n/a	n/a	1/1
118.792	1.008	FIXCROSS	n/a	n/a	n/a
119.808	5.008	6_DOT_DETECTION	O#KUP	1	n/a
122.36	n/a	RESPONSE	n/a	n/a	1/1
124.842	1.008	FIXCROSS	n/a	n/a	n/a
125.858	5.008	6_DOT_DETECTION	#PSY#	2	n/a
126.904	n/a	RESPONSE	n/a	n/a	1/2
130.892	1.008	FIXCROSS	n/a	n/a	n/a
131.064	n/a	RESPONSE	n/a	n/a	2/2
131.908	5.008	6_DOT_DETECTION	IE##T	2	n/a
134.224	n/a	RESPONSE	n/a	n/a	1/2
135.744	n/a	RESPONSE	n/a	n/a	2/2
136.942	1.008	FIXCROSS	n/a	n/a	n/a
137.958	5.009	6_DOT_DETECTION	##ŁAT	2	n/a
139.4	n/a	RESPONSE	n/a	n/a	1/2
140.92	n/a	RESPONSE	n/a	n/a	2/2
142.992	1.008	FIXCROSS	n/a	n/a	n/a
144.008	5.008	6_DOT_DETECTION	IEYYŁ	0	n/a
150.55	2.008	CUE_REST	n/a	n/a	n/a
155.05	1.008	FIXCROSS	n/a	n/a	n/a
161.1	1.008	FIXCROSS	n/a	n/a	n/a
168.659	2.008	CUE_6_DOT	n/a	n/a	n/a
175.159	1.008	FIXCROSS	n/a	n/a	n/a
176.175	5.008	6_DOT_DETECTION	PUŁTM	0	n/a
181.209	1.008	FIXCROSS	n/a	n/a	n/a
182.225	5.008	6_DOT_DETECTION	PAS##	2	n/a
185.36	n/a	RESPONSE	n/a	n/a	1/2
186.64	n/a	RESPONSE	n/a	n/a	2/2
187.259	1.008	FIXCROSS	n/a	n/a	n/a
188.275	5.008	6_DOT_DETECTION	#SIŁ#	2	n/a
189.28	n/a	RESPONSE	n/a	n/a	1/2
192.4	n/a	RESPONSE	n/a	n/a	2/2
193.309	1.008	FIXCROSS	n/a	n/a	n/a
194.325	5.008	6_DOT_DETECTION	#SOS#	2	n/a
