onset	duration	trial_type	braille_stimulus	targets	response_count
2.016	2.008	CUE_REST	n/a	n/a	n/a
7.016	1.008	FIXCROSS	n/a	n/a	n/a
13.066	1.008	FIXCROSS	n/a	n/a	n/a
21.124	2.008	CUE_6_DOT	n/a	n/a	n/a
26.124	1.008	FIXCROSS	n/a	n/a	n/a
27.141	5.008	6_DOT_DETECTION	K#OBU	1	n/a
29.344	n/a	RESPONSE	n/a	n/a	1/1
32.175	1.008	FIXCROSS	n/a	n/a	n/a
33.19	5.009	6_DOT_DETECTION	##BYM	2	n/a
34.44	n/a	RESPONSE	n/a	n/a	1/2
35.96	n/a	RESPONSE	n/a	n/a	2/2
38.224	1.008	FIXCROSS	n/a	n/a	n/a
39.241	5.009	6_DOT_DETECTION	#MOI#	2	n/a
40.44	n/a	RESPONSE	n/a	n/a	1/2
43.344	n/a	RESPONSE	n/a	n/a	2/2
44.275	1.008	FIXCROSS	n/a	n/a	n/a
45.291	5.008	6_DOT_DETECTION	PBC#O	1	n/a
49.0	n/a	RESPONSE	n/a	n/a	1/1
50.325	1.008	FIXCROSS	n/a	n/a	n/a
51.341	5.008	6_DOT_DETECTION	#CSDŁ	1	n/a
52.784	n/a	RESPONSE	n/a	n/a	1/1
56.375	1.008	FIXCROSS	n/a	n/a	n/a
57.391	5.008	6_DOT_DETECTION	TMPLP	0	n/a
60.2	n/a	RESPONSE	n/a	n/a	1/0
62.424	1.008	FIXCROSS	n/a	n/a	n/a
63.441	5.008	6_DOT_DETECTION	PIK#S	1	n/a
66.544	n/a	RESPONSE	n/a	n/a	1/1
68.475	1.008	FIXCROSS	n/a	n/a	n/a
69.491	5.009	6_DOT_DETECTION	##PUK	2	n/a
71.36	n/a	RESPONSE	n/a	n/a	1/2
72.48	n/a	RESPONSE	n/a	n/a	2/2
76.033	2.008	CUE_REST	n/a	n/a	n/a
82.533	1.008	FIXCROSS	n/a	n/a	n/a
88.583	1.008	FIXCROSS	n/a	n/a	n/a
95.641	2.008	CUE_6_DOT	n/a	n/a	n/a
100.641	1.008	FIXCROSS	n/a	n/a	n/a
101.658	5.008	6_DOT_DETECTION	#PYL#	2	n/a
106.691	1.008	FIXCROSS	n/a	n/a	n/a
107.707	5.009	6_DOT_DETECTION	#LOB#	2	n/a
109.56	n/a	RESPONSE	n/a	n/a	1/2
112.264	n/a	RESPONSE	n/a	n/a	2/2
112.742	1.008	FIXCROSS	n/a	n/a	n/a
113.758	5.008	6_DOT_DETECTION	KKBDB	0	n/a
118.792	1.008	FIXCROSS	n/a	n/a	n/a
119.808	5.009	6_DOT_DETECTION	#MOC#	2	n/a
121.224	n/a	RESPONSE	n/a	n/a	1/2
123.76	n/a	RESPONSE	n/a	n/a	2/2
124.842	1.008	FIXCROSS	n/a	n/a	n/a
