onset	duration	trial_type	braille_stimulus	targets	response_count
2.018	2.008	CUE_REST	n/a	n/a	n/a
7.018	1.008	FIXCROSS	n/a	n/a	n/a
13.068	1.008	FIXCROSS	n/a	n/a	n/a
21.127	2.008	CUE_6_DOT	n/a	n/a	n/a
26.127	1.008	FIXCROSS	n/a	n/a	n/a
27.143	5.008	6_DOT_DETECTION	POD##	2	n/a
31.264	n/a	RESPONSE	n/a	n/a	1/2
32.177	1.008	FIXCROSS	n/a	n/a	n/a
32.664	n/a	RESPONSE	n/a	n/a	2/2
33.193	5.009	6_DOT_DETECTION	SSTMT	0	n/a
38.227	1.008	FIXCROSS	n/a	n/a	n/a
39.243	5.008	6_DOT_DETECTION	##KOT	2	n/a
41.064	n/a	RESPONSE	n/a	n/a	1/2
44.277	1.008	FIXCROSS	n/a	n/a	n/a
45.293	5.008	6_DOT_DETECTION	OCPPC	0	n/a
49.184	n/a	RESPONSE	n/a	n/a	1/0
50.327	1.008	FIXCROSS	n/a	n/a	n/a
51.343	5.008	6_DOT_DETECTION	AKT##	2	n/a
55.56	n/a	RESPONSE	n/a	n/a	1/2
56.377	1.008	FIXCROSS	n/a	n/a	n/a
57.393	5.008	6_DOT_DETECTION	ODŁSE	0	n/a
62.427	1.008	FIXCROSS	n/a	n/a	n/a
63.443	5.008	6_DOT_DETECTION	#LMCI	1	n/a
64.744	n/a	RESPONSE	n/a	n/a	1/1
68.477	1.008	FIXCROSS	n/a	n/a	n/a
69.494	5.008	6_DOT_DETECTION	##MYK	2	n/a
71.104	n/a	RESPONSE	n/a	n/a	1/2
73.744	n/a	RESPONSE	n/a	n/a	2/2
76.035	2.008	CUE_REST	n/a	n/a	n/a
82.535	1.008	FIXCROSS	n/a	n/a	n/a
88.585	1.008	FIXCROSS	n/a	n/a	n/a
95.644	2.008	CUE_6_DOT	n/a	n/a	n/a
100.644	1.008	FIXCROSS	n/a	n/a	n/a
101.66	5.009	6_DOT_DETECTION	KUŁ##	2	n/a
105.064	n/a	RESPONSE	n/a	n/a	1/2
106.28	n/a	RESPONSE	n/a	n/a	2/2
106.694	1.008	FIXCROSS	n/a	n/a	n/a
107.71	5.008	6_DOT_DETECTION	OALDO	0	n/a
112.744	1.008	FIXCROSS	n/a	n/a	n/a
113.76	5.008	6_DOT_DETECTION	#TLI#	2	n/a
114.744	n/a	RESPONSE	n/a	n/a	1/2
117.944	n/a	RESPONSE	n/a	n/a	2/2
118.794	1.008	FIXCROSS	n/a	n/a	n/a
119.81	5.008	6_DOT_DETECTION	KAAE#	1	n/a
123.344	n/a	RESPONSE	n/a	n/a	1/1
124.844	1.008	FIXCROSS	n/a	n/a	n/a
125.86	5.009	6_DOT_DETECTION	#DLA#	2	n/a
126.92	n/a	RESPONSE	n/a	n/a	1/2
129.464	n/a	RESPONSE	n/a	n/a	2/2
130.894	1.008	FIXCROSS	n/a	n/a	n/a
131.91	5.008	6_DOT_DETECTION	KCCDB	0	n/a
136.624	n/a	RESPONSE	n/a	n/a	1/0
136.944	1.008	FIXCROSS	n/a	n/a	n/a
137.96	5.008	6_DOT_DETECTION	##OKO	2	n/a
139.304	n/a	RESPONSE	n/a	n/a	1/2
142.6	n/a	RESPONSE	n/a	n/a	2/2
142.994	1.008	FIXCROSS	n/a	n/a	n/a
144.01	5.009	6_DOT_DETECTION	TADMM	0	n/a
150.552	2.008	CUE_REST	n/a	n/a	n/a
155.052	1.008	FIXCROSS	n/a	n/a	n/a
161.102	1.008	FIXCROSS	n/a	n/a	n/a
168.66	2.008	CUE_6_DOT	n/a	n/a	n/a
175.16	1.008	FIXCROSS	n/a	n/a	n/a
176.177	5.008	6_DOT_DETECTION	AII#P	1	n/a
179.464	n/a	RESPONSE	n/a	n/a	1/1
181.211	1.008	FIXCROSS	n/a	n/a	n/a
182.227	5.008	6_DOT_DETECTION	#SAM#	2	n/a
183.4	n/a	RESPONSE	n/a	n/a	1/2
186.36	n/a	RESPONSE	n/a	n/a	2/2
187.261	1.008	FIXCROSS	n/a	n/a	n/a
188.277	5.008	6_DOT_DETECTION	SUB#D	1	n/a
191.784	n/a	RESPONSE	n/a	n/a	1/1
193.311	1.008	FIXCROSS	n/a	n/a	n/a
194.327	5.008	6_DOT_DETECTION	#KOK#	2	n/a
195.28	n/a	RESPONSE	n/a	n/a	1/2
197.824	n/a	RESPONSE	n/a	n/a	2/2
199.361	1.008	FIXCROSS	n/a	n/a	n/a
200.377	5.009	6_DOT_DETECTION	TMSŁE	0	n/a
205.411	1.008	FIXCROSS	n/a	n/a	n/a
206.427	5.009	6_DOT_DETECTION	OTO##	2	n/a
209.424	n/a	RESPONSE	n/a	n/a	1/2
211.461	1.008	FIXCROSS	n/a	n/a	n/a
212.477	5.008	6_DOT_DETECTION	#LDDO	1	n/a
213.464	n/a	RESPONSE	n/a	n/a	1/1
216.64	n/a	RESPONSE	n/a	n/a	2/1
217.511	1.008	FIXCROSS	n/a	n/a	n/a
218.527	5.008	6_DOT_DETECTION	##ODA	2	n/a
219.504	n/a	RESPONSE	n/a	n/a	1/2
225.569	2.008	CUE_REST	n/a	n/a	n/a
229.569	1.008	FIXCROSS	n/a	n/a	n/a
235.619	1.008	FIXCROSS	n/a	n/a	n/a
243.678	2.008	CUE_6_DOT	n/a	n/a	n/a
249.678	1.008	FIXCROSS	n/a	n/a	n/a
250.694	5.008	6_DOT_DETECTION	#KIM#	2	n/a
252.064	n/a	RESPONSE	n/a	n/a	1/2
254.664	n/a	RESPONSE	n/a	n/a	2/2
255.728	1.008	FIXCROSS	n/a	n/a	n/a
256.744	5.008	6_DOT_DETECTION	AK#OC	1	n/a
260.76	n/a	RESPONSE	n/a	n/a	1/1
261.777	1.009	FIXCROSS	n/a	n/a	n/a
262.794	5.008	6_DOT_DETECTION	CTP#C	1	n/a
266.68	n/a	RESPONSE	n/a	n/a	1/1
267.828	1.008	FIXCROSS	n/a	n/a	n/a
268.844	5.008	6_DOT_DETECTION	BAL##	2	n/a
273.44	n/a	RESPONSE	n/a	n/a	1/2
273.878	1.008	FIXCROSS	n/a	n/a	n/a
274.894	5.009	6_DOT_DETECTION	#KOC#	2	n/a
276.064	n/a	RESPONSE	n/a	n/a	1/2
279.4	n/a	RESPONSE	n/a	n/a	2/2
279.928	1.008	FIXCROSS	n/a	n/a	n/a
280.944	5.008	6_DOT_DETECTION	BO#BS	1	n/a
284.52	n/a	RESPONSE	n/a	n/a	1/1
285.978	1.008	FIXCROSS	n/a	n/a	n/a
286.994	5.008	6_DOT_DETECTION	#OBA#	2	n/a
288.184	n/a	RESPONSE	n/a	n/a	1/2
292.028	1.008	FIXCROSS	n/a	n/a	n/a
293.044	5.008	6_DOT_DETECTION	CDLD#	1	n/a
296.92	n/a	RESPONSE	n/a	n/a	1/1
299.086	2.008	CUE_REST	n/a	n/a	n/a
305.086	1.008	FIXCROSS	n/a	n/a	n/a
311.136	1.008	FIXCROSS	n/a	n/a	n/a
318.694	2.008	CUE_6_DOT	n/a	n/a	n/a
324.194	1.008	FIXCROSS	n/a	n/a	n/a
325.211	5.008	6_DOT_DETECTION	TE#DK	1	n/a
328.176	n/a	RESPONSE	n/a	n/a	1/1
330.244	1.008	FIXCROSS	n/a	n/a	n/a
331.261	5.008	6_DOT_DETECTION	##LAM	2	n/a
332.256	n/a	RESPONSE	n/a	n/a	1/2
333.92	n/a	RESPONSE	n/a	n/a	2/2
336.294	1.008	FIXCROSS	n/a	n/a	n/a
337.311	5.008	6_DOT_DETECTION	KUC##	2	n/a
340.616	n/a	RESPONSE	n/a	n/a	1/2
341.84	n/a	RESPONSE	n/a	n/a	2/2
342.344	1.008	FIXCROSS	n/a	n/a	n/a
343.361	5.008	6_DOT_DETECTION	ATDUL	0	n/a
347.8	n/a	RESPONSE	n/a	n/a	1/0
348.395	1.008	FIXCROSS	n/a	n/a	n/a
349.411	5.008	6_DOT_DETECTION	##SYK	2	n/a
351.096	n/a	RESPONSE	n/a	n/a	1/2
353.96	n/a	RESPONSE	n/a	n/a	2/2
354.445	1.008	FIXCROSS	n/a	n/a	n/a
355.461	5.008	6_DOT_DETECTION	LBDLS	0	n/a
358.656	n/a	RESPONSE	n/a	n/a	1/0
360.495	1.008	FIXCROSS	n/a	n/a	n/a
361.511	5.008	6_DOT_DETECTION	LIC##	2	n/a
