onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.085	CUE_START	n/a	n/a	n/a	n/a	n/a
14.085	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.845	6.315	CUE_LISTEN	M1	1	n/a	n/a	n/a
28.16	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.918	6.325	CUE_PLAYBACK_RIGHT_HAND	M1	1	n/a	n/a	n/a
36.967	n/a	RESPONSE	M1	1	19	G4	press
37.489	n/a	RESPONSE	M1	1	19	G4	release
37.96	n/a	RESPONSE	M1	1	19	G4	press
38.442	n/a	RESPONSE	M1	1	19	G4	release
38.594	n/a	RESPONSE	M1	1	16	E4	press
39.021	n/a	RESPONSE	M1	1	16	E4	release
39.134	n/a	RESPONSE	M1	1	16	E4	press
39.564	n/a	RESPONSE	M1	1	16	E4	release
39.681	n/a	RESPONSE	M1	1	17	F4	press
39.757	n/a	RESPONSE	M1	1	19	G4	press
40.196	n/a	RESPONSE	M1	1	14	D4	press
40.39	n/a	RESPONSE	M1	1	17	F4	release
40.491	n/a	RESPONSE	M1	1	19	G4	release
40.528	n/a	RESPONSE	M1	1	14	D4	release
40.729	n/a	RESPONSE	M1	1	14	D4	press
41.041	n/a	RESPONSE	M1	1	14	D4	release
41.274	n/a	RESPONSE	M1	1	12	C4	press
41.495	n/a	RESPONSE	M1	1	12	C4	release
41.529	n/a	RESPONSE	M1	1	16	E4	press
41.849	n/a	RESPONSE	M1	1	19	G4	press
41.981	n/a	RESPONSE	M1	1	17	F4	press
42.243	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
42.411	n/a	RESPONSE	M1	1	16	E4	release
42.534	n/a	RESPONSE	M1	1	17	F4	release
42.662	n/a	RESPONSE	M1	1	19	G4	release
50.002	6.317	CUE_LISTEN	M1	2	n/a	n/a	n/a
56.318	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.077	6.317	CUE_PLAYBACK_RIGHT_HAND	M1	2	n/a	n/a	n/a
65.029	n/a	RESPONSE	M1	2	19	G4	press
65.44	n/a	RESPONSE	M1	2	19	G4	release
65.541	n/a	RESPONSE	M1	2	16	E4	press
65.922	n/a	RESPONSE	M1	2	16	E4	release
66.064	n/a	RESPONSE	M1	2	16	E4	press
66.415	n/a	RESPONSE	M1	2	16	E4	release
66.556	n/a	RESPONSE	M1	2	17	F4	press
66.987	n/a	RESPONSE	M1	2	17	F4	release
67.089	n/a	RESPONSE	M1	2	14	D4	press
67.39	n/a	RESPONSE	M1	2	14	D4	release
67.561	n/a	RESPONSE	M1	2	14	D4	press
67.805	n/a	RESPONSE	M1	2	14	D4	release
68.029	n/a	RESPONSE	M1	2	12	C4	press
68.272	n/a	RESPONSE	M1	2	16	E4	press
68.334	n/a	RESPONSE	M1	2	12	C4	release
68.515	n/a	RESPONSE	M1	2	16	E4	release
68.541	n/a	RESPONSE	M1	2	12	C4	press
69.267	n/a	RESPONSE	M1	2	12	C4	release
70.394	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
78.152	6.325	CUE_LISTEN	M1	1	n/a	n/a	n/a
84.477	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
92.235	6.317	CUE_PLAYBACK_BOTH_HANDS	M1	1	n/a	n/a	n/a
92.892	n/a	RESPONSE	M1	1	07	G3	press
92.984	n/a	RESPONSE	M1	1	19	G4	press
93.545	n/a	RESPONSE	M1	1	04	E3	press
93.577	n/a	RESPONSE	M1	1	16	E4	press
93.667	n/a	RESPONSE	M1	1	19	G4	release
93.919	n/a	RESPONSE	M1	1	16	E4	release
93.96	n/a	RESPONSE	M1	1	04	E3	release
94.091	n/a	RESPONSE	M1	1	04	E3	press
94.122	n/a	RESPONSE	M1	1	16	E4	press
94.494	n/a	RESPONSE	M1	1	16	E4	release
94.635	n/a	RESPONSE	M1	1	05	F3	press
94.666	n/a	RESPONSE	M1	1	17	F4	press
94.899	n/a	RESPONSE	M1	1	04	E3	release
95.029	n/a	RESPONSE	M1	1	17	F4	release
95.08	n/a	RESPONSE	M1	1	05	F3	release
95.191	n/a	RESPONSE	M1	1	02	D3	press
95.212	n/a	RESPONSE	M1	1	04	E3	press
95.216	n/a	RESPONSE	M1	1	14	D4	press
95.526	n/a	RESPONSE	M1	1	14	D4	release
95.549	n/a	RESPONSE	M1	1	04	E3	release
95.797	n/a	RESPONSE	M1	1	14	D4	press
95.8	n/a	RESPONSE	M1	1	04	E3	press
96.06	n/a	RESPONSE	M1	1	14	D4	release
96.112	n/a	RESPONSE	M1	1	04	E3	release
96.302	n/a	RESPONSE	M1	1	07	G3	release
96.504	n/a	RESPONSE	M1	1	12	C4	press
96.565	n/a	RESPONSE	M1	1	00	C3	press
96.577	n/a	RESPONSE	M1	1	07	G3	press
96.797	n/a	RESPONSE	M1	1	04	E3	press
96.819	n/a	RESPONSE	M1	1	12	C4	release
96.832	n/a	RESPONSE	M1	1	16	E4	press
96.871	n/a	RESPONSE	M1	1	00	C3	release
97.002	n/a	RESPONSE	M1	1	02	D3	release
97.064	n/a	RESPONSE	M1	1	16	E4	release
