onset	duration	trial_type	braille_stimulus	targets	response_count
2.018	2.008	CUE_REST	n/a	n/a	n/a
7.018	1.008	FIXCROSS	n/a	n/a	n/a
13.068	1.008	FIXCROSS	n/a	n/a	n/a
21.126	2.008	CUE_6_DOT	n/a	n/a	n/a
26.126	1.008	FIXCROSS	n/a	n/a	n/a
27.143	5.008	6_DOT_DETECTION	ŁKTMO	0	n/a
32.176	1.008	FIXCROSS	n/a	n/a	n/a
33.193	5.008	6_DOT_DETECTION	CKBPD	0	n/a
38.226	1.008	FIXCROSS	n/a	n/a	n/a
39.243	5.008	6_DOT_DETECTION	#TAK#	2	n/a
40.744	n/a	RESPONSE	n/a	n/a	1/2
44.276	1.008	FIXCROSS	n/a	n/a	n/a
45.293	5.008	6_DOT_DETECTION	DBA#Y	1	n/a
48.92	n/a	RESPONSE	n/a	n/a	1/1
50.326	1.008	FIXCROSS	n/a	n/a	n/a
51.343	5.008	6_DOT_DETECTION	LDEAC	0	n/a
56.376	1.008	FIXCROSS	n/a	n/a	n/a
57.393	5.008	6_DOT_DETECTION	ŁMLSI	0	n/a
62.426	1.008	FIXCROSS	n/a	n/a	n/a
63.443	5.008	6_DOT_DETECTION	ULI#Ł	1	n/a
66.504	n/a	RESPONSE	n/a	n/a	1/1
68.476	1.008	FIXCROSS	n/a	n/a	n/a
69.493	5.008	6_DOT_DETECTION	K#SET	1	n/a
71.88	n/a	RESPONSE	n/a	n/a	1/1
76.035	2.008	CUE_REST	n/a	n/a	n/a
82.535	1.008	FIXCROSS	n/a	n/a	n/a
88.585	1.008	FIXCROSS	n/a	n/a	n/a
95.643	2.008	CUE_6_DOT	n/a	n/a	n/a
100.643	1.008	FIXCROSS	n/a	n/a	n/a
101.66	5.008	6_DOT_DETECTION	DLPOO	0	n/a
106.693	1.008	FIXCROSS	n/a	n/a	n/a
107.71	5.008	6_DOT_DETECTION	LDABD	0	n/a
112.743	1.008	FIXCROSS	n/a	n/a	n/a
113.76	5.008	6_DOT_DETECTION	OSA#U	1	n/a
116.904	n/a	RESPONSE	n/a	n/a	1/1
118.793	1.008	FIXCROSS	n/a	n/a	n/a
119.81	5.008	6_DOT_DETECTION	LEK##	2	n/a
123.144	n/a	RESPONSE	n/a	n/a	1/2
124.656	n/a	RESPONSE	n/a	n/a	2/2
124.843	1.008	FIXCROSS	n/a	n/a	n/a
125.86	5.008	6_DOT_DETECTION	#TAM#	2	n/a
128.6	n/a	RESPONSE	n/a	n/a	1/2
130.256	n/a	RESPONSE	n/a	n/a	2/2
130.893	1.008	FIXCROSS	n/a	n/a	n/a
131.91	5.008	6_DOT_DETECTION	ISUEP	0	n/a
136.943	1.008	FIXCROSS	n/a	n/a	n/a
137.96	5.008	6_DOT_DETECTION	K#MYL	1	n/a
139.52	n/a	RESPONSE	n/a	n/a	1/1
140.72	n/a	RESPONSE	n/a	n/a	2/1
142.993	1.008	FIXCROSS	n/a	n/a	n/a
144.01	5.008	6_DOT_DETECTION	ADA#K	1	n/a
145.976	n/a	RESPONSE	n/a	n/a	1/1
150.551	2.008	CUE_REST	n/a	n/a	n/a
155.052	1.008	FIXCROSS	n/a	n/a	n/a
161.102	1.008	FIXCROSS	n/a	n/a	n/a
168.66	2.008	CUE_6_DOT	n/a	n/a	n/a
175.16	1.008	FIXCROSS	n/a	n/a	n/a
176.176	5.008	6_DOT_DETECTION	##BIŁ	2	n/a
177.8	n/a	RESPONSE	n/a	n/a	1/2
181.21	1.008	FIXCROSS	n/a	n/a	n/a
182.226	5.008	6_DOT_DETECTION	K#BUD	1	n/a
184.456	n/a	RESPONSE	n/a	n/a	1/1
187.26	1.008	FIXCROSS	n/a	n/a	n/a
188.276	5.008	6_DOT_DETECTION	SMPMY	0	n/a
190.8	n/a	RESPONSE	n/a	n/a	1/0
193.31	1.008	FIXCROSS	n/a	n/a	n/a
194.327	5.008	6_DOT_DETECTION	#DOBK	1	n/a
199.36	1.008	FIXCROSS	n/a	n/a	n/a
200.377	5.008	6_DOT_DETECTION	TUAIU	0	n/a
205.41	1.008	FIXCROSS	n/a	n/a	n/a
206.427	5.008	6_DOT_DETECTION	P#LOK	1	n/a
207.72	n/a	RESPONSE	n/a	n/a	1/1
211.46	1.008	FIXCROSS	n/a	n/a	n/a
212.477	5.008	6_DOT_DETECTION	#LAT#	2	n/a
213.776	n/a	RESPONSE	n/a	n/a	1/2
217.51	1.008	FIXCROSS	n/a	n/a	n/a
218.527	5.017	6_DOT_DETECTION	IPUTI	0	n/a
225.577	2.008	CUE_REST	n/a	n/a	n/a
229.577	1.008	FIXCROSS	n/a	n/a	n/a
235.627	1.008	FIXCROSS	n/a	n/a	n/a
243.685	2.008	CUE_6_DOT	n/a	n/a	n/a
249.685	1.008	FIXCROSS	n/a	n/a	n/a
250.702	5.008	6_DOT_DETECTION	EBC##	2	n/a
252.816	n/a	RESPONSE	n/a	n/a	1/2
254.016	n/a	RESPONSE	n/a	n/a	2/2
255.735	1.008	FIXCROSS	n/a	n/a	n/a
256.752	5.008	6_DOT_DETECTION	KOYUA	0	n/a
261.785	1.008	FIXCROSS	n/a	n/a	n/a
262.802	5.008	6_DOT_DETECTION	C#PYK	1	n/a
266.04	n/a	RESPONSE	n/a	n/a	1/1
267.835	1.008	FIXCROSS	n/a	n/a	n/a
268.852	5.008	6_DOT_DETECTION	TUB##	2	n/a
272.24	n/a	RESPONSE	n/a	n/a	1/2
273.496	n/a	RESPONSE	n/a	n/a	2/2
273.885	1.008	FIXCROSS	n/a	n/a	n/a
274.902	5.008	6_DOT_DETECTION	TCBMA	0	n/a
279.935	1.008	FIXCROSS	n/a	n/a	n/a
280.952	5.008	6_DOT_DETECTION	#SŁEM	1	n/a
282.2	n/a	RESPONSE	n/a	n/a	1/1
285.985	1.008	FIXCROSS	n/a	n/a	n/a
287.002	5.008	6_DOT_DETECTION	##UBM	2	n/a
288.52	n/a	RESPONSE	n/a	n/a	1/2
292.035	1.008	FIXCROSS	n/a	n/a	n/a
293.052	5.008	6_DOT_DETECTION	MYL#C	1	n/a
295.056	n/a	RESPONSE	n/a	n/a	1/1
299.094	2.008	CUE_REST	n/a	n/a	n/a
305.094	1.008	FIXCROSS	n/a	n/a	n/a
311.144	1.008	FIXCROSS	n/a	n/a	n/a
318.702	2.008	CUE_6_DOT	n/a	n/a	n/a
324.202	1.008	FIXCROSS	n/a	n/a	n/a
325.219	5.008	6_DOT_DETECTION	DBPSO	0	n/a
330.252	1.008	FIXCROSS	n/a	n/a	n/a
331.269	5.008	6_DOT_DETECTION	SU#A#	2	n/a
332.936	n/a	RESPONSE	n/a	n/a	1/2
336.302	1.008	FIXCROSS	n/a	n/a	n/a
337.319	5.008	6_DOT_DETECTION	#C#AB	2	n/a
338.456	n/a	RESPONSE	n/a	n/a	1/2
342.352	1.008	FIXCROSS	n/a	n/a	n/a
343.369	5.008	6_DOT_DETECTION	#TŁU#	2	n/a
344.72	n/a	RESPONSE	n/a	n/a	1/2
346.216	n/a	RESPONSE	n/a	n/a	2/2
348.402	1.008	FIXCROSS	n/a	n/a	n/a
349.419	5.008	6_DOT_DETECTION	#TYP#	2	n/a
350.416	n/a	RESPONSE	n/a	n/a	1/2
351.736	n/a	RESPONSE	n/a	n/a	2/2
354.452	1.008	FIXCROSS	n/a	n/a	n/a
355.469	5.008	6_DOT_DETECTION	MYL#M	1	n/a
358.576	n/a	RESPONSE	n/a	n/a	1/1
360.502	1.008	FIXCROSS	n/a	n/a	n/a
361.519	5.008	6_DOT_DETECTION	EE##I	2	n/a
363.696	n/a	RESPONSE	n/a	n/a	1/2
364.64	n/a	RESPONSE	n/a	n/a	2/2
366.552	1.008	FIXCROSS	n/a	n/a	n/a
367.569	5.008	6_DOT_DETECTION	##SET	2	n/a
369.096	n/a	RESPONSE	n/a	n/a	1/2
370.296	n/a	RESPONSE	n/a	n/a	2/2
373.61	2.008	CUE_REST	n/a	n/a	n/a
380.61	1.008	FIXCROSS	n/a	n/a	n/a
386.66	1.008	FIXCROSS	n/a	n/a	n/a
393.727	2.008	CUE_6_DOT	n/a	n/a	n/a
398.727	1.008	FIXCROSS	n/a	n/a	n/a
399.744	5.008	6_DOT_DETECTION	DOPPI	0	n/a
404.777	1.008	FIXCROSS	n/a	n/a	n/a
