onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.018	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
7.018	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
8.035	5.008	LEXICAL_DECISION	PSEUDOWORD	TOSY	n/a	n/a
15.068	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
16.085	5.008	LEXICAL_DECISION	WORD	TYMI	n/a	n/a
23.118	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
24.135	5.008	LEXICAL_DECISION	WORD	SPIS	n/a	n/a
31.168	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
32.185	5.008	LEXICAL_DECISION	PSEUDOWORD	DAPIE	n/a	n/a
39.218	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
40.235	5.008	LEXICAL_DECISION	WORD	MIAŁ	n/a	n/a
49.276	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
54.276	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
55.293	5.008	6_DOT_DETECTION	NO_6-DOT	BDMTŁ	n/a	n/a
62.326	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
63.343	5.008	6_DOT_DETECTION	NO_6-DOT	BCŁI	n/a	n/a
70.376	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
71.393	5.008	6_DOT_DETECTION	6-DOT	#KCD#	n/a	n/a
73.253	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
78.426	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
79.443	5.008	6_DOT_DETECTION	6-DOT	D#E#L	n/a	n/a
81.591	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
86.476	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
87.493	5.008	6_DOT_DETECTION	NO_6-DOT	YMTKO	n/a	n/a
95.535	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
100.535	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
101.552	5.008	LEXICAL_DECISION	PSEUDOWORD	TYBE	n/a	n/a
104.816	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
108.585	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
109.602	5.008	LEXICAL_DECISION	PSEUDOWORD	LIET	n/a	n/a
112.533	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
116.635	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
117.652	5.008	LEXICAL_DECISION	PSEUDOWORD	ALTUM	n/a	n/a
120.428	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
124.685	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
125.702	5.008	LEXICAL_DECISION	WORD	SŁUP	n/a	n/a
128.513	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
132.735	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
133.752	5.008	LEXICAL_DECISION	WORD	KIT	n/a	n/a
137.263	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
142.293	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
146.793	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
147.81	5.008	6_DOT_DETECTION	6-DOT	#IML#	n/a	n/a
151.443	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
154.843	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
155.86	5.008	6_DOT_DETECTION	NO_6-DOT	BLPAK	n/a	n/a
