onset	duration	trial_type	braille_stimulus	targets	response_count
2.018	2.008	CUE_6_DOT	n/a	n/a	n/a
7.018	1.009	FIXCROSS	n/a	n/a	n/a
8.035	5.008	6_DOT_DETECTION	ALCSD	0	n/a
13.068	1.008	FIXCROSS	n/a	n/a	n/a
14.085	5.008	6_DOT_DETECTION	TBLTL	0	n/a
19.118	1.008	FIXCROSS	n/a	n/a	n/a
19.28	n/a	RESPONSE	n/a	n/a	1/0
20.134	5.009	6_DOT_DETECTION	Ł#AUT	1	n/a
22.0	n/a	RESPONSE	n/a	n/a	1/1
25.168	1.008	FIXCROSS	n/a	n/a	n/a
26.184	5.009	6_DOT_DETECTION	T#BYŁ	1	n/a
27.96	n/a	RESPONSE	n/a	n/a	1/1
31.218	1.008	FIXCROSS	n/a	n/a	n/a
32.235	5.008	6_DOT_DETECTION	YUUIC	0	n/a
37.268	1.008	FIXCROSS	n/a	n/a	n/a
38.284	5.009	6_DOT_DETECTION	OLPDT	0	n/a
43.318	1.008	FIXCROSS	n/a	n/a	n/a
44.334	5.009	6_DOT_DETECTION	LUB#L	1	n/a
47.68	n/a	RESPONSE	n/a	n/a	1/1
48.896	n/a	RESPONSE	n/a	n/a	2/1
49.368	1.008	FIXCROSS	n/a	n/a	n/a
50.384	5.009	6_DOT_DETECTION	##BUS	2	n/a
52.28	n/a	RESPONSE	n/a	n/a	1/2
53.4	n/a	RESPONSE	n/a	n/a	2/2
57.426	2.008	CUE_REST	n/a	n/a	n/a
62.426	1.008	FIXCROSS	n/a	n/a	n/a
68.476	1.008	FIXCROSS	n/a	n/a	n/a
75.535	2.008	CUE_6_DOT	n/a	n/a	n/a
80.535	1.008	FIXCROSS	n/a	n/a	n/a
81.551	5.009	6_DOT_DETECTION	PLDYŁ	0	n/a
86.585	1.008	FIXCROSS	n/a	n/a	n/a
87.602	5.008	6_DOT_DETECTION	EKDDK	0	n/a
92.635	1.008	FIXCROSS	n/a	n/a	n/a
93.651	5.009	6_DOT_DETECTION	BEL#A	1	n/a
96.816	n/a	RESPONSE	n/a	n/a	1/1
98.685	1.008	FIXCROSS	n/a	n/a	n/a
99.701	5.009	6_DOT_DETECTION	MYŁ##	2	n/a
101.496	n/a	RESPONSE	n/a	n/a	1/2
102.84	n/a	RESPONSE	n/a	n/a	2/2
103.736	n/a	RESPONSE	n/a	n/a	3/2
104.735	1.008	FIXCROSS	n/a	n/a	n/a
105.751	5.009	6_DOT_DETECTION	#PSA#	2	n/a
106.816	n/a	RESPONSE	n/a	n/a	1/2
109.376	n/a	RESPONSE	n/a	n/a	2/2
110.785	1.008	FIXCROSS	n/a	n/a	n/a
111.801	5.009	6_DOT_DETECTION	LKCKY	0	n/a
116.835	1.008	FIXCROSS	n/a	n/a	n/a
117.851	5.009	6_DOT_DETECTION	##TYK	2	n/a
118.896	n/a	RESPONSE	n/a	n/a	1/2
119.736	n/a	RESPONSE	n/a	n/a	2/2
122.885	1.008	FIXCROSS	n/a	n/a	n/a
123.901	5.009	6_DOT_DETECTION	L#MSY	1	n/a
125.736	n/a	RESPONSE	n/a	n/a	1/1
130.443	2.008	CUE_REST	n/a	n/a	n/a
136.943	1.008	FIXCROSS	n/a	n/a	n/a
142.993	1.008	FIXCROSS	n/a	n/a	n/a
150.552	2.008	CUE_6_DOT	n/a	n/a	n/a
157.052	1.008	FIXCROSS	n/a	n/a	n/a
158.068	5.009	6_DOT_DETECTION	MEM##	2	n/a
