onset	duration	trial_type	braille_stimulus	targets	response_count
2.013	2.008	CUE_REST	n/a	n/a	n/a
7.013	1.008	FIXCROSS	n/a	n/a	n/a
13.063	1.008	FIXCROSS	n/a	n/a	n/a
21.121	2.008	CUE_6_DOT	n/a	n/a	n/a
26.121	1.008	FIXCROSS	n/a	n/a	n/a
27.137	5.009	6_DOT_DETECTION	POD##	2	n/a
31.656	n/a	RESPONSE	n/a	n/a	1/2
32.171	1.008	FIXCROSS	n/a	n/a	n/a
33.188	5.008	6_DOT_DETECTION	SSTMT	0	n/a
38.221	1.008	FIXCROSS	n/a	n/a	n/a
39.238	5.008	6_DOT_DETECTION	##KOT	2	n/a
42.16	n/a	RESPONSE	n/a	n/a	1/2
44.271	1.008	FIXCROSS	n/a	n/a	n/a
45.288	5.008	6_DOT_DETECTION	OCPPC	0	n/a
50.321	1.008	FIXCROSS	n/a	n/a	n/a
51.337	5.009	6_DOT_DETECTION	AKT##	2	n/a
54.96	n/a	RESPONSE	n/a	n/a	1/2
56.371	1.008	FIXCROSS	n/a	n/a	n/a
57.388	5.008	6_DOT_DETECTION	ODŁSE	0	n/a
62.421	1.008	FIXCROSS	n/a	n/a	n/a
63.438	5.008	6_DOT_DETECTION	#LMCI	1	n/a
65.496	n/a	RESPONSE	n/a	n/a	1/1
68.471	1.008	FIXCROSS	n/a	n/a	n/a
69.488	5.009	6_DOT_DETECTION	##MYK	2	n/a
71.496	n/a	RESPONSE	n/a	n/a	1/2
73.576	n/a	RESPONSE	n/a	n/a	2/2
76.03	2.008	CUE_REST	n/a	n/a	n/a
82.53	1.008	FIXCROSS	n/a	n/a	n/a
88.58	1.008	FIXCROSS	n/a	n/a	n/a
95.638	2.008	CUE_6_DOT	n/a	n/a	n/a
100.638	1.008	FIXCROSS	n/a	n/a	n/a
101.655	5.008	6_DOT_DETECTION	KUŁ##	2	n/a
105.76	n/a	RESPONSE	n/a	n/a	1/2
106.688	1.008	FIXCROSS	n/a	n/a	n/a
107.705	5.008	6_DOT_DETECTION	OALDO	0	n/a
112.738	1.008	FIXCROSS	n/a	n/a	n/a
113.755	5.008	6_DOT_DETECTION	#TLI#	2	n/a
114.8	n/a	RESPONSE	n/a	n/a	1/2
117.896	n/a	RESPONSE	n/a	n/a	2/2
118.788	1.008	FIXCROSS	n/a	n/a	n/a
119.805	5.008	6_DOT_DETECTION	KAAE#	1	n/a
123.536	n/a	RESPONSE	n/a	n/a	1/1
124.838	1.008	FIXCROSS	n/a	n/a	n/a
125.854	5.009	6_DOT_DETECTION	#DLA#	2	n/a
127.976	n/a	RESPONSE	n/a	n/a	1/2
130.888	1.008	FIXCROSS	n/a	n/a	n/a
131.36	n/a	RESPONSE	n/a	n/a	2/2
131.904	5.009	6_DOT_DETECTION	KCCDB	0	n/a
136.938	1.008	FIXCROSS	n/a	n/a	n/a
137.216	n/a	RESPONSE	n/a	n/a	1/0
137.955	5.008	6_DOT_DETECTION	##OKO	2	n/a
139.896	n/a	RESPONSE	n/a	n/a	1/2
142.988	1.008	FIXCROSS	n/a	n/a	n/a
144.005	5.008	6_DOT_DETECTION	TADMM	0	n/a
150.547	2.008	CUE_REST	n/a	n/a	n/a
155.047	1.008	FIXCROSS	n/a	n/a	n/a
161.097	1.008	FIXCROSS	n/a	n/a	n/a
168.655	2.008	CUE_6_DOT	n/a	n/a	n/a
175.155	1.008	FIXCROSS	n/a	n/a	n/a
176.171	5.009	6_DOT_DETECTION	AII#P	1	n/a
181.205	1.008	FIXCROSS	n/a	n/a	n/a
181.56	n/a	RESPONSE	n/a	n/a	1/1
182.222	5.008	6_DOT_DETECTION	#SAM#	2	n/a
