onset	duration	trial_type	braille_stimulus	targets	response_count
2.012	2.008	CUE_REST	n/a	n/a	n/a
7.012	1.008	FIXCROSS	n/a	n/a	n/a
13.062	1.008	FIXCROSS	n/a	n/a	n/a
21.121	2.008	CUE_6_DOT	n/a	n/a	n/a
26.121	1.008	FIXCROSS	n/a	n/a	n/a
27.138	5.008	6_DOT_DETECTION	ŁKTMO	0	n/a
32.171	1.008	FIXCROSS	n/a	n/a	n/a
33.188	5.008	6_DOT_DETECTION	CKBPD	0	n/a
38.221	1.008	FIXCROSS	n/a	n/a	n/a
39.238	5.008	6_DOT_DETECTION	#TAK#	2	n/a
40.584	n/a	RESPONSE	n/a	n/a	1/2
44.04	n/a	RESPONSE	n/a	n/a	2/2
44.271	1.008	FIXCROSS	n/a	n/a	n/a
45.288	5.008	6_DOT_DETECTION	DBA#Y	1	n/a
48.664	n/a	RESPONSE	n/a	n/a	1/1
50.321	1.008	FIXCROSS	n/a	n/a	n/a
51.338	5.008	6_DOT_DETECTION	LDEAC	0	n/a
56.371	1.008	FIXCROSS	n/a	n/a	n/a
57.388	5.008	6_DOT_DETECTION	ŁMLSI	0	n/a
62.421	1.008	FIXCROSS	n/a	n/a	n/a
63.438	5.008	6_DOT_DETECTION	ULI#Ł	1	n/a
67.744	n/a	RESPONSE	n/a	n/a	1/1
68.471	1.008	FIXCROSS	n/a	n/a	n/a
69.488	5.008	6_DOT_DETECTION	K#SET	1	n/a
71.96	n/a	RESPONSE	n/a	n/a	1/1
76.029	2.008	CUE_REST	n/a	n/a	n/a
82.529	1.008	FIXCROSS	n/a	n/a	n/a
88.579	1.008	FIXCROSS	n/a	n/a	n/a
95.638	2.008	CUE_6_DOT	n/a	n/a	n/a
100.638	1.008	FIXCROSS	n/a	n/a	n/a
101.654	5.008	6_DOT_DETECTION	DLPOO	0	n/a
106.688	1.008	FIXCROSS	n/a	n/a	n/a
107.704	5.008	6_DOT_DETECTION	LDABD	0	n/a
112.738	1.008	FIXCROSS	n/a	n/a	n/a
113.754	5.008	6_DOT_DETECTION	OSA#U	1	n/a
117.64	n/a	RESPONSE	n/a	n/a	1/1
118.788	1.008	FIXCROSS	n/a	n/a	n/a
119.804	5.008	6_DOT_DETECTION	LEK##	2	n/a
123.24	n/a	RESPONSE	n/a	n/a	1/2
124.48	n/a	RESPONSE	n/a	n/a	2/2
124.838	1.008	FIXCROSS	n/a	n/a	n/a
125.854	5.008	6_DOT_DETECTION	#TAM#	2	n/a
126.904	n/a	RESPONSE	n/a	n/a	1/2
130.624	n/a	RESPONSE	n/a	n/a	2/2
130.888	1.008	FIXCROSS	n/a	n/a	n/a
131.904	5.008	6_DOT_DETECTION	ISUEP	0	n/a
136.938	1.008	FIXCROSS	n/a	n/a	n/a
137.954	5.008	6_DOT_DETECTION	K#MYL	1	n/a
139.424	n/a	RESPONSE	n/a	n/a	1/1
142.988	1.008	FIXCROSS	n/a	n/a	n/a
143.544	n/a	RESPONSE	n/a	n/a	2/1
144.004	5.008	6_DOT_DETECTION	ADA#K	1	n/a
150.546	2.008	CUE_REST	n/a	n/a	n/a
155.046	1.008	FIXCROSS	n/a	n/a	n/a
161.096	1.008	FIXCROSS	n/a	n/a	n/a
168.654	2.008	CUE_6_DOT	n/a	n/a	n/a
175.154	1.008	FIXCROSS	n/a	n/a	n/a
176.171	5.008	6_DOT_DETECTION	##BIŁ	2	n/a
178.12	n/a	RESPONSE	n/a	n/a	1/2
181.205	1.008	FIXCROSS	n/a	n/a	n/a
182.221	5.008	6_DOT_DETECTION	K#BUD	1	n/a
184.76	n/a	RESPONSE	n/a	n/a	1/1
187.255	1.008	FIXCROSS	n/a	n/a	n/a
188.271	5.008	6_DOT_DETECTION	SMPMY	0	n/a
193.305	1.008	FIXCROSS	n/a	n/a	n/a
194.321	5.008	6_DOT_DETECTION	#DOBK	1	n/a
196.12	n/a	RESPONSE	n/a	n/a	1/1
199.355	1.008	FIXCROSS	n/a	n/a	n/a
200.371	5.008	6_DOT_DETECTION	TUAIU	0	n/a
205.405	1.008	FIXCROSS	n/a	n/a	n/a
206.421	5.008	6_DOT_DETECTION	P#LOK	1	n/a
208.92	n/a	RESPONSE	n/a	n/a	1/1
211.455	1.008	FIXCROSS	n/a	n/a	n/a
212.471	5.008	6_DOT_DETECTION	#LAT#	2	n/a
213.464	n/a	RESPONSE	n/a	n/a	1/2
216.344	n/a	RESPONSE	n/a	n/a	2/2
217.505	1.008	FIXCROSS	n/a	n/a	n/a
218.521	5.008	6_DOT_DETECTION	IPUTI	0	n/a
225.563	2.008	CUE_REST	n/a	n/a	n/a
229.563	1.008	FIXCROSS	n/a	n/a	n/a
235.621	1.008	FIXCROSS	n/a	n/a	n/a
243.68	2.008	CUE_6_DOT	n/a	n/a	n/a
249.68	1.008	FIXCROSS	n/a	n/a	n/a
250.696	5.008	6_DOT_DETECTION	EBC##	2	n/a
253.224	n/a	RESPONSE	n/a	n/a	1/2
254.44	n/a	RESPONSE	n/a	n/a	2/2
255.73	1.008	FIXCROSS	n/a	n/a	n/a
256.746	5.008	6_DOT_DETECTION	KOYUA	0	n/a
261.78	1.008	FIXCROSS	n/a	n/a	n/a
262.796	5.008	6_DOT_DETECTION	C#PYK	1	n/a
265.144	n/a	RESPONSE	n/a	n/a	1/1
267.83	1.008	FIXCROSS	n/a	n/a	n/a
268.846	5.008	6_DOT_DETECTION	TUB##	2	n/a
271.984	n/a	RESPONSE	n/a	n/a	1/2
273.344	n/a	RESPONSE	n/a	n/a	2/2
273.88	1.008	FIXCROSS	n/a	n/a	n/a
274.896	5.008	6_DOT_DETECTION	TCBMA	0	n/a
279.93	1.008	FIXCROSS	n/a	n/a	n/a
280.946	5.008	6_DOT_DETECTION	#SŁEM	1	n/a
282.24	n/a	RESPONSE	n/a	n/a	1/1
285.98	1.008	FIXCROSS	n/a	n/a	n/a
286.996	5.008	6_DOT_DETECTION	##UBM	2	n/a
288.184	n/a	RESPONSE	n/a	n/a	1/2
289.36	n/a	RESPONSE	n/a	n/a	2/2
292.03	1.008	FIXCROSS	n/a	n/a	n/a
293.047	5.008	6_DOT_DETECTION	MYL#C	1	n/a
299.088	2.008	CUE_REST	n/a	n/a	n/a
305.088	1.008	FIXCROSS	n/a	n/a	n/a
311.138	1.008	FIXCROSS	n/a	n/a	n/a
