onset	duration	trial_type	braille_stimulus	targets	response_count
2.016	2.008	CUE_REST	n/a	n/a	n/a
7.016	1.008	FIXCROSS	n/a	n/a	n/a
13.066	1.008	FIXCROSS	n/a	n/a	n/a
21.124	2.008	CUE_6_DOT	n/a	n/a	n/a
26.124	1.008	FIXCROSS	n/a	n/a	n/a
27.141	5.008	6_DOT_DETECTION	C#CEŁ	1	n/a
32.174	1.008	FIXCROSS	n/a	n/a	n/a
33.191	5.008	6_DOT_DETECTION	ITŁEM	0	n/a
38.224	1.008	FIXCROSS	n/a	n/a	n/a
39.241	5.008	6_DOT_DETECTION	TEK##	2	n/a
41.8	n/a	RESPONSE	n/a	n/a	1/2
44.274	1.008	FIXCROSS	n/a	n/a	n/a
45.291	5.008	6_DOT_DETECTION	O#LAS	1	n/a
50.324	1.008	FIXCROSS	n/a	n/a	n/a
51.34	5.009	6_DOT_DETECTION	KOP#M	1	n/a
54.344	n/a	RESPONSE	n/a	n/a	1/1
56.374	1.008	FIXCROSS	n/a	n/a	n/a
57.391	5.008	6_DOT_DETECTION	SB#OL	1	n/a
62.424	1.008	FIXCROSS	n/a	n/a	n/a
63.441	5.008	6_DOT_DETECTION	##KAT	2	n/a
64.92	n/a	RESPONSE	n/a	n/a	1/2
68.474	1.008	FIXCROSS	n/a	n/a	n/a
69.491	5.008	6_DOT_DETECTION	DTIDI	0	n/a
76.033	2.008	CUE_REST	n/a	n/a	n/a
82.533	1.008	FIXCROSS	n/a	n/a	n/a
88.583	1.008	FIXCROSS	n/a	n/a	n/a
95.641	2.008	CUE_6_DOT	n/a	n/a	n/a
100.641	1.008	FIXCROSS	n/a	n/a	n/a
101.658	5.008	6_DOT_DETECTION	BUT##	2	n/a
104.4	n/a	RESPONSE	n/a	n/a	1/2
106.691	1.008	FIXCROSS	n/a	n/a	n/a
107.708	5.008	6_DOT_DETECTION	APD#C	1	n/a
112.741	1.008	FIXCROSS	n/a	n/a	n/a
113.758	5.008	6_DOT_DETECTION	EUBEC	0	n/a
118.791	1.008	FIXCROSS	n/a	n/a	n/a
119.808	5.008	6_DOT_DETECTION	KMŁKM	0	n/a
124.841	1.008	FIXCROSS	n/a	n/a	n/a
125.858	5.008	6_DOT_DETECTION	#PSU#	2	n/a
127.624	n/a	RESPONSE	n/a	n/a	1/2
130.424	n/a	RESPONSE	n/a	n/a	2/2
130.891	1.008	FIXCROSS	n/a	n/a	n/a
131.908	5.008	6_DOT_DETECTION	PMSKK	0	n/a
136.941	1.008	FIXCROSS	n/a	n/a	n/a
137.957	5.009	6_DOT_DETECTION	T#BUD	1	n/a
140.264	n/a	RESPONSE	n/a	n/a	1/1
142.991	1.008	FIXCROSS	n/a	n/a	n/a
144.007	5.009	6_DOT_DETECTION	#KMBŁ	1	n/a
146.24	n/a	RESPONSE	n/a	n/a	1/1
