onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.081	CUE_START	n/a	n/a	n/a	n/a	n/a
14.082	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.841	6.324	CUE_LISTEN	M1	1	n/a	n/a	n/a
28.165	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.924	6.317	CUE_PLAYBACK_RIGHT_HAND	M1	1	n/a	n/a	n/a
36.646	n/a	RESPONSE	M1	1	19	G4	press
37.146	n/a	RESPONSE	M1	1	16	E4	press
37.198	n/a	RESPONSE	M1	1	19	G4	release
37.319	n/a	RESPONSE	M1	1	16	E4	release
37.64	n/a	RESPONSE	M1	1	16	E4	press
38.143	n/a	RESPONSE	M1	1	17	F4	press
38.174	n/a	RESPONSE	M1	1	16	E4	release
38.635	n/a	RESPONSE	M1	1	14	D4	press
38.676	n/a	RESPONSE	M1	1	17	F4	release
38.808	n/a	RESPONSE	M1	1	14	D4	release
39.151	n/a	RESPONSE	M1	1	14	D4	press
39.651	n/a	RESPONSE	M1	1	12	C4	press
39.821	n/a	RESPONSE	M1	1	14	D4	release
39.893	n/a	RESPONSE	M1	1	16	E4	press
39.915	n/a	RESPONSE	M1	1	12	C4	release
40.158	n/a	RESPONSE	M1	1	19	G4	press
40.186	n/a	RESPONSE	M1	1	16	E4	release
40.978	n/a	RESPONSE	M1	1	19	G4	release
42.24	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
49.999	6.317	CUE_LISTEN	M1	2	n/a	n/a	n/a
56.315	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.074	6.325	CUE_PLAYBACK_RIGHT_HAND	M1	2	n/a	n/a	n/a
64.894	n/a	RESPONSE	M1	2	19	G4	press
65.433	n/a	RESPONSE	M1	2	16	E4	press
65.493	n/a	RESPONSE	M1	2	19	G4	release
65.635	n/a	RESPONSE	M1	2	16	E4	release
65.939	n/a	RESPONSE	M1	2	16	E4	press
66.468	n/a	RESPONSE	M1	2	17	F4	press
66.511	n/a	RESPONSE	M1	2	16	E4	release
66.96	n/a	RESPONSE	M1	2	14	D4	press
66.981	n/a	RESPONSE	M1	2	17	F4	release
67.124	n/a	RESPONSE	M1	2	14	D4	release
67.496	n/a	RESPONSE	M1	2	14	D4	press
68.026	n/a	RESPONSE	M1	2	12	C4	press
68.098	n/a	RESPONSE	M1	2	14	D4	release
68.271	n/a	RESPONSE	M1	2	16	E4	press
68.32	n/a	RESPONSE	M1	2	12	C4	release
68.561	n/a	RESPONSE	M1	2	12	C4	press
68.572	n/a	RESPONSE	M1	2	16	E4	release
69.394	n/a	RESPONSE	M1	2	12	C4	release
70.399	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
78.157	6.317	CUE_LISTEN	M1	1	n/a	n/a	n/a
84.474	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
92.232	6.317	CUE_PLAYBACK_BOTH_HANDS	M1	1	n/a	n/a	n/a
