onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.082	CUE_START	n/a	n/a	n/a	n/a	n/a
14.082	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.842	6.324	CUE_LISTEN	M4	1	n/a	n/a	n/a
28.166	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
31.858	n/a	RESPONSE	M4	1	07	G3	press
31.96	n/a	RESPONSE	M4	1	12	C4	press
32.234	n/a	RESPONSE	M4	1	12	C4	release
32.288	n/a	RESPONSE	M4	1	07	G3	release
35.924	6.317	CUE_PLAYBACK_BOTH_HANDS	M4	1	n/a	n/a	n/a
39.912	n/a	RESPONSE	M4	1	00	C3	press
41.324	n/a	RESPONSE	M4	1	00	C3	release
41.867	n/a	RESPONSE	M4	1	17	F4	press
41.894	n/a	RESPONSE	M4	1	00	C3	press
42.241	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
42.417	n/a	RESPONSE	M4	1	19	G4	press
42.611	n/a	RESPONSE	M4	1	17	F4	release
42.68	n/a	RESPONSE	M4	1	07	G3	press
42.871	n/a	RESPONSE	M4	1	17	F4	press
43.142	n/a	RESPONSE	M4	1	17	F4	release
43.145	n/a	RESPONSE	M4	1	19	G4	release
43.265	n/a	RESPONSE	M4	1	07	G3	release
44.677	n/a	RESPONSE	M4	1	00	C3	release
49.999	6.317	CUE_LISTEN	M4	2	n/a	n/a	n/a
56.316	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
59.641	n/a	RESPONSE	M4	2	07	G3	press
60.737	n/a	RESPONSE	M4	2	07	G3	release
64.074	6.325	CUE_PLAYBACK_BOTH_HANDS	M4	2	n/a	n/a	n/a
67.676	n/a	RESPONSE	M4	2	12	C4	press
68.097	n/a	RESPONSE	M4	2	09	A3	press
68.638	n/a	RESPONSE	M4	2	12	C4	release
68.66	n/a	RESPONSE	M4	2	09	A3	release
68.891	n/a	RESPONSE	M4	2	09	A3	press
