onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.08	CUE_START	n/a	n/a	n/a	n/a	n/a
14.08	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.84	6.324	CUE_LISTEN	M1	1	n/a	n/a	n/a
28.164	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.922	6.325	CUE_PLAYBACK_RIGHT_HAND	M1	1	n/a	n/a	n/a
36.622	n/a	RESPONSE	M1	1	11	B3	press
36.634	n/a	RESPONSE	M1	1	12	C4	press
36.785	n/a	RESPONSE	M1	1	11	B3	release
36.976	n/a	RESPONSE	M1	1	12	C4	release
37.217	n/a	RESPONSE	M1	1	12	C4	press
37.588	n/a	RESPONSE	M1	1	14	D4	press
37.762	n/a	RESPONSE	M1	1	12	C4	release
37.951	n/a	RESPONSE	M1	1	16	E4	press
38.042	n/a	RESPONSE	M1	1	14	D4	release
38.318	n/a	RESPONSE	M1	1	12	C4	press
38.375	n/a	RESPONSE	M1	1	16	E4	release
38.541	n/a	RESPONSE	M1	1	12	C4	release
38.688	n/a	RESPONSE	M1	1	12	C4	press
39.028	n/a	RESPONSE	M1	1	14	D4	press
39.18	n/a	RESPONSE	M1	1	12	C4	release
39.354	n/a	RESPONSE	M1	1	16	E4	press
39.477	n/a	RESPONSE	M1	1	14	D4	release
39.734	n/a	RESPONSE	M1	1	12	C4	press
39.772	n/a	RESPONSE	M1	1	16	E4	release
39.968	n/a	RESPONSE	M1	1	12	C4	release
40.091	n/a	RESPONSE	M1	1	16	E4	press
40.435	n/a	RESPONSE	M1	1	17	F4	press
40.532	n/a	RESPONSE	M1	1	16	E4	release
40.778	n/a	RESPONSE	M1	1	19	G4	press
40.79	n/a	RESPONSE	M1	1	21	A4	press
40.796	n/a	RESPONSE	M1	1	17	F4	release
41.018	n/a	RESPONSE	M1	1	21	A4	release
41.21	n/a	RESPONSE	M1	1	19	G4	release
41.511	n/a	RESPONSE	M1	1	16	E4	press
41.834	n/a	RESPONSE	M1	1	17	F4	press
41.9	n/a	RESPONSE	M1	1	16	E4	release
42.202	n/a	RESPONSE	M1	1	19	G4	press
42.247	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
42.272	n/a	RESPONSE	M1	1	17	F4	release
42.764	n/a	RESPONSE	M1	1	19	G4	release
50.006	6.308	CUE_LISTEN	        M1	2	n/a	n/a	n/a
56.314	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.072	6.325	CUE_PLAYBACK_RIGHT_HAND	        M1	2	n/a	n/a	n/a
64.638	n/a	RESPONSE	        M1	2	19	G4	press
64.887	n/a	RESPONSE	        M1	2	21	A4	press
64.928	n/a	RESPONSE	        M1	2	19	G4	release
65.13	n/a	RESPONSE	        M1	2	21	A4	release
65.161	n/a	RESPONSE	        M1	2	19	G4	press
65.465	n/a	RESPONSE	        M1	2	17	F4	press
