onset	duration	trial_type	braille_stimulus	targets	response_count
2.012	2.008	CUE_REST	n/a	n/a	n/a
7.012	1.008	FIXCROSS	n/a	n/a	n/a
13.062	1.008	FIXCROSS	n/a	n/a	n/a
21.12	2.008	CUE_6_DOT	n/a	n/a	n/a
26.12	1.008	FIXCROSS	n/a	n/a	n/a
27.137	5.008	6_DOT_DETECTION	ETMMP	0	n/a
32.17	1.008	FIXCROSS	n/a	n/a	n/a
33.186	5.009	6_DOT_DETECTION	#MAM#	2	n/a
35.376	n/a	RESPONSE	n/a	n/a	1/2
38.08	n/a	RESPONSE	n/a	n/a	2/2
38.22	1.008	FIXCROSS	n/a	n/a	n/a
39.237	5.008	6_DOT_DETECTION	#MUEI	1	n/a
41.336	n/a	RESPONSE	n/a	n/a	1/1
44.27	1.008	FIXCROSS	n/a	n/a	n/a
45.287	5.008	6_DOT_DETECTION	#ODY#	2	n/a
46.736	n/a	RESPONSE	n/a	n/a	1/2
49.416	n/a	RESPONSE	n/a	n/a	2/2
50.32	1.008	FIXCROSS	n/a	n/a	n/a
51.337	5.008	6_DOT_DETECTION	L#OPP	1	n/a
54.536	n/a	RESPONSE	n/a	n/a	1/1
55.52	n/a	RESPONSE	n/a	n/a	2/1
56.37	1.008	FIXCROSS	n/a	n/a	n/a
57.387	5.008	6_DOT_DETECTION	EESLŁ	0	n/a
62.42	1.008	FIXCROSS	n/a	n/a	n/a
63.437	5.008	6_DOT_DETECTION	TLE#A	1	n/a
65.736	n/a	RESPONSE	n/a	n/a	1/1
67.64	n/a	RESPONSE	n/a	n/a	2/1
68.47	1.008	FIXCROSS	n/a	n/a	n/a
69.486	5.009	6_DOT_DETECTION	MIT##	2	n/a
73.696	n/a	RESPONSE	n/a	n/a	1/2
74.84	n/a	RESPONSE	n/a	n/a	2/2
76.028	2.008	CUE_REST	n/a	n/a	n/a
82.529	1.008	FIXCROSS	n/a	n/a	n/a
88.579	1.008	FIXCROSS	n/a	n/a	n/a
95.637	2.008	CUE_6_DOT	n/a	n/a	n/a
100.637	1.008	FIXCROSS	n/a	n/a	n/a
101.654	5.008	6_DOT_DETECTION	O#CLC	1	n/a
106.687	1.008	FIXCROSS	n/a	n/a	n/a
107.703	5.009	6_DOT_DETECTION	CPCPO	0	n/a
112.737	1.008	FIXCROSS	n/a	n/a	n/a
113.754	5.008	6_DOT_DETECTION	CDYCS	0	n/a
118.787	1.008	FIXCROSS	n/a	n/a	n/a
119.804	5.008	6_DOT_DETECTION	#MAT#	2	n/a
121.68	n/a	RESPONSE	n/a	n/a	1/2
124.837	1.008	FIXCROSS	n/a	n/a	n/a
124.92	n/a	RESPONSE	n/a	n/a	2/2
125.854	5.008	6_DOT_DETECTION	ASA#S	1	n/a
129.04	n/a	RESPONSE	n/a	n/a	1/1
130.887	1.008	FIXCROSS	n/a	n/a	n/a
131.904	5.008	6_DOT_DETECTION	D#DOM	1	n/a
133.36	n/a	RESPONSE	n/a	n/a	1/1
135.92	n/a	RESPONSE	n/a	n/a	2/1
136.937	1.008	FIXCROSS	n/a	n/a	n/a
137.954	5.008	6_DOT_DETECTION	#BYT#	2	n/a
138.96	n/a	RESPONSE	n/a	n/a	1/2
141.44	n/a	RESPONSE	n/a	n/a	2/2
142.64	n/a	RESPONSE	n/a	n/a	3/2
142.987	1.008	FIXCROSS	n/a	n/a	n/a
144.003	5.009	6_DOT_DETECTION	B#KOS	1	n/a
145.72	n/a	RESPONSE	n/a	n/a	1/1
150.545	2.008	CUE_REST	n/a	n/a	n/a
155.045	1.008	FIXCROSS	n/a	n/a	n/a
161.096	1.008	FIXCROSS	n/a	n/a	n/a
168.654	2.008	CUE_6_DOT	n/a	n/a	n/a
175.154	1.008	FIXCROSS	n/a	n/a	n/a
176.17	5.008	6_DOT_DETECTION	KEBI#	1	n/a
180.656	n/a	RESPONSE	n/a	n/a	1/1
181.204	1.008	FIXCROSS	n/a	n/a	n/a
182.22	5.008	6_DOT_DETECTION	OSI##	2	n/a
185.4	n/a	RESPONSE	n/a	n/a	1/2
186.36	n/a	RESPONSE	n/a	n/a	2/2
187.254	1.008	FIXCROSS	n/a	n/a	n/a
188.27	5.008	6_DOT_DETECTION	ŁIOOI	0	n/a
193.304	1.008	FIXCROSS	n/a	n/a	n/a
194.321	5.008	6_DOT_DETECTION	YOIUC	0	n/a
195.36	n/a	RESPONSE	n/a	n/a	1/0
199.354	1.008	FIXCROSS	n/a	n/a	n/a
200.371	5.008	6_DOT_DETECTION	YMEKP	0	n/a
201.256	n/a	RESPONSE	n/a	n/a	1/0
204.176	n/a	RESPONSE	n/a	n/a	2/0
205.404	1.008	FIXCROSS	n/a	n/a	n/a
206.421	5.008	6_DOT_DETECTION	LOS#O	1	n/a
210.04	n/a	RESPONSE	n/a	n/a	1/1
211.136	n/a	RESPONSE	n/a	n/a	2/1
211.454	1.008	FIXCROSS	n/a	n/a	n/a
212.471	5.008	6_DOT_DETECTION	##ILU	2	n/a
214.096	n/a	RESPONSE	n/a	n/a	1/2
215.656	n/a	RESPONSE	n/a	n/a	2/2
217.504	1.008	FIXCROSS	n/a	n/a	n/a
218.521	5.008	6_DOT_DETECTION	PLLIU	0	n/a
225.562	2.008	CUE_REST	n/a	n/a	n/a
229.562	1.008	FIXCROSS	n/a	n/a	n/a
235.612	1.008	FIXCROSS	n/a	n/a	n/a
243.671	2.008	CUE_6_DOT	n/a	n/a	n/a
249.671	1.008	FIXCROSS	n/a	n/a	n/a
250.687	5.008	6_DOT_DETECTION	Ł#TYM	1	n/a
255.721	1.008	FIXCROSS	n/a	n/a	n/a
256.08	n/a	RESPONSE	n/a	n/a	1/1
256.737	5.008	6_DOT_DETECTION	KOŁ#Y	1	n/a
260.896	n/a	RESPONSE	n/a	n/a	1/1
261.771	1.008	FIXCROSS	n/a	n/a	n/a
262.787	5.009	6_DOT_DETECTION	OYPTK	0	n/a
265.136	n/a	RESPONSE	n/a	n/a	1/0
267.821	1.008	FIXCROSS	n/a	n/a	n/a
268.837	5.009	6_DOT_DETECTION	YSPIU	0	n/a
270.56	n/a	RESPONSE	n/a	n/a	1/0
273.871	1.008	FIXCROSS	n/a	n/a	n/a
274.888	5.008	6_DOT_DETECTION	##CŁO	2	n/a
276.64	n/a	RESPONSE	n/a	n/a	1/2
