onset	duration	trial_type	braille_stimulus	targets	response_count
2.018	2.008	CUE_6_DOT	n/a	n/a	n/a
7.018	1.008	FIXCROSS	n/a	n/a	n/a
8.035	5.008	6_DOT_DETECTION	POD##	2	n/a
13.068	1.008	FIXCROSS	n/a	n/a	n/a
14.084	5.009	6_DOT_DETECTION	SSTMT	0	n/a
18.402	n/a	RESPONSE	n/a	n/a	1/0
19.118	1.008	FIXCROSS	n/a	n/a	n/a
20.135	5.008	6_DOT_DETECTION	##KOT	2	n/a
23.328	n/a	RESPONSE	n/a	n/a	1/2
25.168	1.008	FIXCROSS	n/a	n/a	n/a
26.185	5.008	6_DOT_DETECTION	OCPPC	0	n/a
31.218	1.008	FIXCROSS	n/a	n/a	n/a
32.235	5.008	6_DOT_DETECTION	AKT##	2	n/a
36.557	n/a	RESPONSE	n/a	n/a	1/2
37.268	1.008	FIXCROSS	n/a	n/a	n/a
38.285	5.008	6_DOT_DETECTION	ODŁSE	0	n/a
43.318	1.008	FIXCROSS	n/a	n/a	n/a
44.335	5.008	6_DOT_DETECTION	#LMCI	1	n/a
46.953	n/a	RESPONSE	n/a	n/a	1/1
49.368	1.008	FIXCROSS	n/a	n/a	n/a
50.385	5.008	6_DOT_DETECTION	##MYK	2	n/a
53.862	n/a	RESPONSE	n/a	n/a	1/2
55.571	n/a	RESPONSE	n/a	n/a	2/2
57.427	2.008	CUE_REST	n/a	n/a	n/a
62.427	1.008	FIXCROSS	n/a	n/a	n/a
68.477	1.008	FIXCROSS	n/a	n/a	n/a
75.535	2.008	CUE_6_DOT	n/a	n/a	n/a
80.535	1.008	FIXCROSS	n/a	n/a	n/a
81.552	5.008	6_DOT_DETECTION	KUŁ##	2	n/a
86.585	1.008	FIXCROSS	n/a	n/a	n/a
86.766	n/a	RESPONSE	n/a	n/a	1/2
87.602	5.008	6_DOT_DETECTION	OALDO	0	n/a
91.92	n/a	RESPONSE	n/a	n/a	1/0
92.635	1.008	FIXCROSS	n/a	n/a	n/a
93.652	5.008	6_DOT_DETECTION	#TLI#	2	n/a
97.755	n/a	RESPONSE	n/a	n/a	1/2
98.685	1.008	FIXCROSS	n/a	n/a	n/a
99.701	5.009	6_DOT_DETECTION	KAAE#	1	n/a
102.721	n/a	RESPONSE	n/a	n/a	1/1
104.735	1.008	FIXCROSS	n/a	n/a	n/a
105.752	5.008	6_DOT_DETECTION	#DLA#	2	n/a
106.906	n/a	RESPONSE	n/a	n/a	1/2
109.235	n/a	RESPONSE	n/a	n/a	2/2
110.785	1.008	FIXCROSS	n/a	n/a	n/a
111.802	5.008	6_DOT_DETECTION	KCCDB	0	n/a
116.31	n/a	RESPONSE	n/a	n/a	1/0
116.835	1.008	FIXCROSS	n/a	n/a	n/a
117.852	5.017	6_DOT_DETECTION	##OKO	2	n/a
119.216	n/a	RESPONSE	n/a	n/a	1/2
122.842	n/a	RESPONSE	n/a	n/a	2/2
122.893	1.008	FIXCROSS	n/a	n/a	n/a
123.91	5.008	6_DOT_DETECTION	TADMM	0	n/a
130.452	2.008	CUE_REST	n/a	n/a	n/a
136.952	1.008	FIXCROSS	n/a	n/a	n/a
143.002	1.008	FIXCROSS	n/a	n/a	n/a
150.56	2.008	CUE_6_DOT	n/a	n/a	n/a
157.06	1.008	FIXCROSS	n/a	n/a	n/a
158.077	5.008	6_DOT_DETECTION	AII#P	1	n/a
162.728	n/a	RESPONSE	n/a	n/a	1/1
163.11	1.008	FIXCROSS	n/a	n/a	n/a
164.127	5.008	6_DOT_DETECTION	#SAM#	2	n/a
168.556	n/a	RESPONSE	n/a	n/a	1/2
169.16	1.008	FIXCROSS	n/a	n/a	n/a
170.177	5.008	6_DOT_DETECTION	SUB#D	1	n/a
174.91	n/a	RESPONSE	n/a	n/a	1/1
175.21	1.008	FIXCROSS	n/a	n/a	n/a
176.227	5.008	6_DOT_DETECTION	#KOK#	2	n/a
177.955	n/a	RESPONSE	n/a	n/a	1/2
181.26	1.008	FIXCROSS	n/a	n/a	n/a
181.282	n/a	RESPONSE	n/a	n/a	2/2
182.277	5.008	6_DOT_DETECTION	TMSŁE	0	n/a
184.361	n/a	RESPONSE	n/a	n/a	1/0
187.31	1.008	FIXCROSS	n/a	n/a	n/a
188.327	5.008	6_DOT_DETECTION	OTO##	2	n/a
190.643	n/a	RESPONSE	n/a	n/a	1/2
193.128	n/a	RESPONSE	n/a	n/a	2/2
193.36	1.008	FIXCROSS	n/a	n/a	n/a
194.377	5.008	6_DOT_DETECTION	#LDDO	1	n/a
195.605	n/a	RESPONSE	n/a	n/a	1/1
198.737	n/a	RESPONSE	n/a	n/a	2/1
199.41	1.008	FIXCROSS	n/a	n/a	n/a
200.427	5.008	6_DOT_DETECTION	##ODA	2	n/a
201.826	n/a	RESPONSE	n/a	n/a	1/2
205.525	n/a	RESPONSE	n/a	n/a	2/2
206.968	2.008	CUE_REST	n/a	n/a	n/a
211.468	1.008	FIXCROSS	n/a	n/a	n/a
217.518	1.008	FIXCROSS	n/a	n/a	n/a
225.577	2.008	CUE_6_DOT	n/a	n/a	n/a
231.577	1.008	FIXCROSS	n/a	n/a	n/a
232.593	5.008	6_DOT_DETECTION	#KIM#	2	n/a
233.956	n/a	RESPONSE	n/a	n/a	1/2
237.355	n/a	RESPONSE	n/a	n/a	2/2
237.627	1.008	FIXCROSS	n/a	n/a	n/a
238.643	5.008	6_DOT_DETECTION	AK#OC	1	n/a
241.472	n/a	RESPONSE	n/a	n/a	1/1
243.677	1.008	FIXCROSS	n/a	n/a	n/a
244.693	5.008	6_DOT_DETECTION	CTP#C	1	n/a
249.412	n/a	RESPONSE	n/a	n/a	1/1
249.727	1.008	FIXCROSS	n/a	n/a	n/a
250.743	5.008	6_DOT_DETECTION	BAL##	2	n/a
254.498	n/a	RESPONSE	n/a	n/a	1/2
255.777	1.008	FIXCROSS	n/a	n/a	n/a
256.64	n/a	RESPONSE	n/a	n/a	2/2
256.793	5.008	6_DOT_DETECTION	#KOC#	2	n/a
258.995	n/a	RESPONSE	n/a	n/a	1/2
261.827	1.008	FIXCROSS	n/a	n/a	n/a
262.371	n/a	RESPONSE	n/a	n/a	2/2
262.843	5.008	6_DOT_DETECTION	BO#BS	1	n/a
265.85	n/a	RESPONSE	n/a	n/a	1/1
267.877	1.008	FIXCROSS	n/a	n/a	n/a
268.893	5.009	6_DOT_DETECTION	#OBA#	2	n/a
271.714	n/a	RESPONSE	n/a	n/a	1/2
273.927	1.008	FIXCROSS	n/a	n/a	n/a
274.943	5.008	6_DOT_DETECTION	CDLD#	1	n/a
278.769	n/a	RESPONSE	n/a	n/a	1/1
281.985	2.008	CUE_REST	n/a	n/a	n/a
285.985	1.008	FIXCROSS	n/a	n/a	n/a
292.035	1.008	FIXCROSS	n/a	n/a	n/a
299.593	2.008	CUE_6_DOT	n/a	n/a	n/a
305.093	1.008	FIXCROSS	n/a	n/a	n/a
306.11	5.009	6_DOT_DETECTION	TE#DK	1	n/a
310.091	n/a	RESPONSE	n/a	n/a	1/1
311.143	1.008	FIXCROSS	n/a	n/a	n/a
311.719	n/a	RESPONSE	n/a	n/a	2/1
312.16	5.008	6_DOT_DETECTION	##LAM	2	n/a
314.132	n/a	RESPONSE	n/a	n/a	1/2
317.193	1.008	FIXCROSS	n/a	n/a	n/a
318.21	5.008	6_DOT_DETECTION	KUC##	2	n/a
321.72	n/a	RESPONSE	n/a	n/a	1/2
322.909	n/a	RESPONSE	n/a	n/a	2/2
323.244	1.008	FIXCROSS	n/a	n/a	n/a
