onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.01	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
7.01	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
8.027	5.008	LEXICAL_DECISION	PSEUDOWORD	SAMAT	n/a	n/a
14.424	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
15.06	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
16.077	5.008	LEXICAL_DECISION	PSEUDOWORD	BLOSK	n/a	n/a
21.32	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
23.11	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
24.127	5.008	LEXICAL_DECISION	WORD	OBCE	n/a	n/a
29.64	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
31.16	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
32.177	5.008	LEXICAL_DECISION	WORD	BOM	n/a	n/a
37.384	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
39.21	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
40.227	5.008	LEXICAL_DECISION	WORD	TAMA	n/a	n/a
46.384	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
49.269	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
54.269	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
55.285	5.008	6_DOT_DETECTION	NO_6-DOT	LKROR	n/a	n/a
60.024	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.319	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
63.336	5.008	6_DOT_DETECTION	NO_6-DOT	KCSR	n/a	n/a
67.44	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
70.369	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
71.386	5.008	6_DOT_DETECTION	6-DOT	##CU	n/a	n/a
73.84	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
78.418	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
79.436	5.008	6_DOT_DETECTION	6-DOT	#B#	n/a	n/a
82.2	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
86.468	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
87.486	5.008	6_DOT_DETECTION	6-DOT	#PI#	n/a	n/a
90.904	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
95.527	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
100.527	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
101.544	5.008	LEXICAL_DECISION	PSEUDOWORD	MICE	n/a	n/a
107.92	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
108.577	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
109.594	5.008	LEXICAL_DECISION	WORD	MILI	n/a	n/a
116.04	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
116.627	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
