onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.022	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
7.014	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
8.03	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-SEMA	n/a	n/a
13.74	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
15.064	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
16.081	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TYPU	n/a	n/a
21.404	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
23.114	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
24.131	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-STEK	n/a	n/a
28.078	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
31.164	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
32.181	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-LIŁCU	n/a	n/a
35.905	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
39.214	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
40.231	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TOPI	n/a	n/a
43.448	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
49.272	2.009	6_DOT_DETECTION	CUE	n/a	n/a	n/a
54.272	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
55.289	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KŁMLK	n/a	n/a
59.735	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.322	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
63.339	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-PŁKL	n/a	n/a
66.644	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
70.372	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
71.389	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-#M#ŁS	n/a	n/a
74.24	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
78.422	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
79.439	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KB##	n/a	n/a
82.954	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
86.472	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
87.489	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-TKLKŁ	n/a	n/a
91.019	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
95.531	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
100.531	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
101.547	5.009	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-BYLU	n/a	n/a
104.862	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
108.581	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
109.597	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-OKCY	n/a	n/a
113.246	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
116.63	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
117.648	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-DOAST	n/a	n/a
121.387	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
124.681	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
125.698	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-SMOK	n/a	n/a
129.003	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
132.731	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
133.748	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-AKT	n/a	n/a
137.816	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
142.289	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
146.789	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
147.806	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-DK##L	n/a	n/a
151.662	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
154.839	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
155.856	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KDTLŁ	n/a	n/a
159.604	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
162.889	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
