onset	duration	trial_type	braille_stimulus	targets	response_count
2.015	2.008	CUE_6_DOT	n/a	n/a	n/a
7.015	1.008	FIXCROSS	n/a	n/a	n/a
8.032	5.008	6_DOT_DETECTION	POD##	2	n/a
13.065	1.008	FIXCROSS	n/a	n/a	n/a
14.082	5.008	6_DOT_DETECTION	SSTMT	0	n/a
19.115	1.008	FIXCROSS	n/a	n/a	n/a
20.132	5.008	6_DOT_DETECTION	##KOT	2	n/a
22.868	n/a	RESPONSE	n/a	n/a	1/2
25.165	1.008	FIXCROSS	n/a	n/a	n/a
26.182	5.008	6_DOT_DETECTION	OCPPC	0	n/a
31.215	1.008	FIXCROSS	n/a	n/a	n/a
32.232	5.008	6_DOT_DETECTION	AKT##	2	n/a
37.265	1.008	FIXCROSS	n/a	n/a	n/a
37.581	n/a	RESPONSE	n/a	n/a	1/2
38.282	5.008	6_DOT_DETECTION	ODŁSE	0	n/a
42.238	n/a	RESPONSE	n/a	n/a	1/0
43.315	1.008	FIXCROSS	n/a	n/a	n/a
44.331	5.009	6_DOT_DETECTION	#LMCI	1	n/a
49.161	n/a	RESPONSE	n/a	n/a	1/1
49.365	1.008	FIXCROSS	n/a	n/a	n/a
50.382	5.008	6_DOT_DETECTION	##MYK	2	n/a
54.118	n/a	RESPONSE	n/a	n/a	1/2
57.424	2.008	CUE_REST	n/a	n/a	n/a
62.424	1.008	FIXCROSS	n/a	n/a	n/a
68.474	1.008	FIXCROSS	n/a	n/a	n/a
75.532	2.008	CUE_6_DOT	n/a	n/a	n/a
80.532	1.008	FIXCROSS	n/a	n/a	n/a
81.549	5.008	6_DOT_DETECTION	KUŁ##	2	n/a
86.582	1.008	FIXCROSS	n/a	n/a	n/a
87.599	5.008	6_DOT_DETECTION	OALDO	0	n/a
92.632	1.008	FIXCROSS	n/a	n/a	n/a
93.649	5.008	6_DOT_DETECTION	#TLI#	2	n/a
98.682	1.008	FIXCROSS	n/a	n/a	n/a
99.699	5.008	6_DOT_DETECTION	KAAE#	1	n/a
104.732	1.008	FIXCROSS	n/a	n/a	n/a
105.749	5.008	6_DOT_DETECTION	#DLA#	2	n/a
110.782	1.008	FIXCROSS	n/a	n/a	n/a
