onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.018	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
7.018	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
8.035	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-SEMA	n/a	n/a
12.969	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
15.068	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
16.085	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TYPU	n/a	n/a
20.93	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
23.118	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
24.135	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-STEK	n/a	n/a
28.584	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
31.168	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
32.185	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-LIŁCU	n/a	n/a
36.172	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
39.218	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
40.235	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TOPI	n/a	n/a
45.049	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
49.277	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
54.277	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
55.294	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KŁMLK	n/a	n/a
60.012	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.327	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
63.344	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-PŁKL	n/a	n/a
68.529	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
70.377	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
71.394	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-#M#ŁS	n/a	n/a
75.759	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
78.427	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
79.444	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KB##	n/a	n/a
84.587	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
86.476	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
87.494	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-TKLKŁ	n/a	n/a
93.564	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	FALSE_ALARM
95.535	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
100.535	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
101.552	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-BYLU	n/a	n/a
105.757	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
108.585	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
