onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.088	CUE_START	n/a	n/a	n/a	n/a	n/a
14.088	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.848	6.316	CUE_LISTEN	M3	1	n/a	n/a	n/a
28.163	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.922	6.317	CUE_PLAYBACK_BOTH_HANDS	M3	1	n/a	n/a	n/a
36.735	n/a	RESPONSE	M3	1	00	C3	press
36.786	n/a	RESPONSE	M3	1	12	C4	press
37.247	n/a	RESPONSE	M3	1	07	G3	press
37.299	n/a	RESPONSE	M3	1	14	D4	press
37.336	n/a	RESPONSE	M3	1	00	C3	release
37.382	n/a	RESPONSE	M3	1	12	C4	release
37.709	n/a	RESPONSE	M3	1	14	D4	release
37.804	n/a	RESPONSE	M3	1	16	E4	press
37.806	n/a	RESPONSE	M3	1	04	E3	press
37.814	n/a	RESPONSE	M3	1	07	G3	release
38.247	n/a	RESPONSE	M3	1	16	E4	release
38.287	n/a	RESPONSE	M3	1	07	G3	press
38.295	n/a	RESPONSE	M3	1	12	C4	press
38.361	n/a	RESPONSE	M3	1	04	E3	release
38.584	n/a	RESPONSE	M3	1	12	C4	release
38.627	n/a	RESPONSE	M3	1	07	G3	release
38.755	n/a	RESPONSE	M3	1	00	C3	press
38.811	n/a	RESPONSE	M3	1	12	C4	press
39.286	n/a	RESPONSE	M3	1	07	G3	press
39.317	n/a	RESPONSE	M3	1	14	D4	press
39.351	n/a	RESPONSE	M3	1	00	C3	release
39.38	n/a	RESPONSE	M3	1	12	C4	release
39.741	n/a	RESPONSE	M3	1	07	G3	release
39.772	n/a	RESPONSE	M3	1	16	E4	press
39.775	n/a	RESPONSE	M3	1	04	E3	press
39.777	n/a	RESPONSE	M3	1	14	D4	release
40.236	n/a	RESPONSE	M3	1	16	E4	release
40.247	n/a	RESPONSE	M3	1	07	G3	press
40.25	n/a	RESPONSE	M3	1	12	C4	press
40.3	n/a	RESPONSE	M3	1	04	E3	release
40.731	n/a	RESPONSE	M3	1	12	C4	release
42.238	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
47.494	n/a	RESPONSE	M3	1	07	G3	release
49.996	6.325	CUE_LISTEN	M3	2	n/a	n/a	n/a
56.321	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.08	6.317	CUE_PLAYBACK_BOTH_HANDS	M3	2	n/a	n/a	n/a
64.691	n/a	RESPONSE	M3	2	00	C3	press
64.742	n/a	RESPONSE	M3	2	16	E4	press
65.184	n/a	RESPONSE	M3	2	07	G3	press
65.225	n/a	RESPONSE	M3	2	17	F4	press
65.306	n/a	RESPONSE	M3	2	16	E4	release
65.317	n/a	RESPONSE	M3	2	00	C3	release
65.684	n/a	RESPONSE	M3	2	04	E3	press
65.699	n/a	RESPONSE	M3	2	19	G4	press
65.759	n/a	RESPONSE	M3	2	07	G3	release
65.856	n/a	RESPONSE	M3	2	17	F4	release
66.159	n/a	RESPONSE	M3	2	07	G3	press
66.429	n/a	RESPONSE	M3	2	04	E3	release
66.57	n/a	RESPONSE	M3	2	07	G3	release
66.59	n/a	RESPONSE	M3	2	19	G4	release
66.652	n/a	RESPONSE	M3	2	16	E4	press
66.655	n/a	RESPONSE	M3	2	00	C3	press
67.132	n/a	RESPONSE	M3	2	07	G3	press
67.144	n/a	RESPONSE	M3	2	17	F4	press
67.179	n/a	RESPONSE	M3	2	16	E4	release
67.209	n/a	RESPONSE	M3	2	00	C3	release
67.621	n/a	RESPONSE	M3	2	19	G4	press
67.687	n/a	RESPONSE	M3	2	07	G3	release
67.702	n/a	RESPONSE	M3	2	04	E3	press
67.801	n/a	RESPONSE	M3	2	17	F4	release
68.194	n/a	RESPONSE	M3	2	07	G3	press
68.404	n/a	RESPONSE	M3	2	04	E3	release
68.887	n/a	RESPONSE	M3	2	07	G3	release
68.934	n/a	RESPONSE	M3	2	19	G4	release
70.396	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
78.155	6.317	CUE_LISTEN	M3	1	n/a	n/a	n/a
84.472	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
92.23	6.325	CUE_PLAYBACK_BOTH_HANDS	M3	1	n/a	n/a	n/a
93.114	n/a	RESPONSE	M3	1	00	C3	press
93.225	n/a	RESPONSE	M3	1	19	G4	press
93.486	n/a	RESPONSE	M3	1	21	A4	press
93.54	n/a	RESPONSE	M3	1	19	G4	release
93.57	n/a	RESPONSE	M3	1	07	G3	press
93.681	n/a	RESPONSE	M3	1	00	C3	release
93.755	n/a	RESPONSE	M3	1	21	A4	release
93.774	n/a	RESPONSE	M3	1	19	G4	press
94.425	n/a	RESPONSE	M3	1	17	F4	press
94.539	n/a	RESPONSE	M3	1	19	G4	release
94.689	n/a	RESPONSE	M3	1	04	E3	press
94.709	n/a	RESPONSE	M3	1	16	E4	press
94.751	n/a	RESPONSE	M3	1	07	G3	release
94.841	n/a	RESPONSE	M3	1	17	F4	release
95.252	n/a	RESPONSE	M3	1	07	G3	press
95.305	n/a	RESPONSE	M3	1	12	C4	press
95.317	n/a	RESPONSE	M3	1	14	D4	press
95.416	n/a	RESPONSE	M3	1	16	E4	release
95.419	n/a	RESPONSE	M3	1	04	E3	release
95.645	n/a	RESPONSE	M3	1	14	D4	release
95.675	n/a	RESPONSE	M3	1	12	C4	release
95.774	n/a	RESPONSE	M3	1	07	G3	release
95.964	n/a	RESPONSE	M3	1	00	C3	press
95.991	n/a	RESPONSE	M3	1	19	G4	press
96.236	n/a	RESPONSE	M3	1	21	A4	press
96.284	n/a	RESPONSE	M3	1	19	G4	release
96.467	n/a	RESPONSE	M3	1	07	G3	press
96.47	n/a	RESPONSE	M3	1	21	A4	release
96.479	n/a	RESPONSE	M3	1	19	G4	press
96.487	n/a	RESPONSE	M3	1	00	C3	release
96.689	n/a	RESPONSE	M3	1	17	F4	press
96.777	n/a	RESPONSE	M3	1	19	G4	release
96.946	n/a	RESPONSE	M3	1	16	E4	press
96.956	n/a	RESPONSE	M3	1	04	E3	press
97.022	n/a	RESPONSE	M3	1	07	G3	release
97.427	n/a	RESPONSE	M3	1	07	G3	press
97.439	n/a	RESPONSE	M3	1	12	C4	press
97.651	n/a	RESPONSE	M3	1	16	E4	release
97.67	n/a	RESPONSE	M3	1	04	E3	release
97.74	n/a	RESPONSE	M3	1	17	F4	release
97.921	n/a	RESPONSE	M3	1	12	C4	release
97.934	n/a	RESPONSE	M3	1	07	G3	release
98.555	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
106.313	6.317	CUE_LISTEN	M3	2	n/a	n/a	n/a
112.63	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
120.388	6.325	CUE_PLAYBACK_BOTH_HANDS	M3	2	n/a	n/a	n/a
121.076	n/a	RESPONSE	M3	2	00	C3	press
121.097	n/a	RESPONSE	M3	2	12	C4	press
121.409	n/a	RESPONSE	M3	2	12	C4	release
121.65	n/a	RESPONSE	M3	2	07	G3	press
121.951	n/a	RESPONSE	M3	2	07	G3	release
122.062	n/a	RESPONSE	M3	2	00	C3	release
122.234	n/a	RESPONSE	M3	2	12	C4	press
122.255	n/a	RESPONSE	M3	2	00	C3	press
123.146	n/a	RESPONSE	M3	2	12	C4	release
123.157	n/a	RESPONSE	M3	2	00	C3	release
123.449	n/a	RESPONSE	M3	2	00	C3	press
123.46	n/a	RESPONSE	M3	2	12	C4	press
123.782	n/a	RESPONSE	M3	2	12	C4	release
124.044	n/a	RESPONSE	M3	2	07	G3	press
124.345	n/a	RESPONSE	M3	2	07	G3	release
124.416	n/a	RESPONSE	M3	2	00	C3	release
124.637	n/a	RESPONSE	M3	2	12	C4	press
124.64	n/a	RESPONSE	M3	2	00	C3	press
125.721	n/a	RESPONSE	M3	2	12	C4	release
125.745	n/a	RESPONSE	M3	2	00	C3	release
126.713	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
134.472	6.317	CUE_LISTEN	M1	1	n/a	n/a	n/a
140.788	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
148.547	6.317	CUE_PLAYBACK_BOTH_HANDS	M1	1	n/a	n/a	n/a
149.76	n/a	RESPONSE	M1	1	04	E3	press
149.762	n/a	RESPONSE	M1	1	00	C3	press
149.765	n/a	RESPONSE	M1	1	21	A4	press
149.774	n/a	RESPONSE	M1	1	07	G3	press
150.285	n/a	RESPONSE	M1	1	17	F4	press
150.316	n/a	RESPONSE	M1	1	16	E4	press
150.47	n/a	RESPONSE	M1	1	16	E4	release
150.578	n/a	RESPONSE	M1	1	21	A4	release
150.61	n/a	RESPONSE	M1	1	17	F4	release
150.771	n/a	RESPONSE	M1	1	17	F4	press
150.872	n/a	RESPONSE	M1	1	00	C3	release
151.104	n/a	RESPONSE	M1	1	04	E3	release
151.125	n/a	RESPONSE	M1	1	07	G3	release
151.136	n/a	RESPONSE	M1	1	17	F4	release
152.849	n/a	RESPONSE	M1	1	02	D3	press
152.888	n/a	RESPONSE	M1	1	07	G3	press
152.96	n/a	RESPONSE	M1	1	19	G4	press
152.971	n/a	RESPONSE	M1	1	05	F3	press
153.584	n/a	RESPONSE	M1	1	14	D4	press
153.715	n/a	RESPONSE	M1	1	19	G4	release
153.816	n/a	RESPONSE	M1	1	14	D4	release
153.99	n/a	RESPONSE	M1	1	14	D4	press
154.249	n/a	RESPONSE	M1	1	14	D4	release
154.29	n/a	RESPONSE	M1	1	02	D3	release
154.311	n/a	RESPONSE	M1	1	05	F3	release
154.422	n/a	RESPONSE	M1	1	07	G3	release
154.634	n/a	RESPONSE	M1	1	21	A4	press
154.685	n/a	RESPONSE	M1	1	04	E3	press
154.688	n/a	RESPONSE	M1	1	00	C3	press
154.707	n/a	RESPONSE	M1	1	07	G3	press
154.863	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
155.329	n/a	RESPONSE	M1	1	21	A4	release
155.5	n/a	RESPONSE	M1	1	00	C3	release
156.046	n/a	RESPONSE	M1	1	04	E3	release
