onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.083	CUE_START	n/a	n/a	n/a	n/a	n/a
14.083	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.843	6.316	CUE_LISTEN	M3	1	n/a	n/a	n/a
28.158	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.917	6.325	CUE_PLAYBACK_BOTH_HANDS	M3	1	n/a	n/a	n/a
37.16	n/a	RESPONSE	M3	1	00	C3	press
37.172	n/a	RESPONSE	M3	1	12	C4	press
37.773	n/a	RESPONSE	M3	1	14	D4	press
37.794	n/a	RESPONSE	M3	1	07	G3	press
37.963	n/a	RESPONSE	M3	1	00	C3	release
37.967	n/a	RESPONSE	M3	1	12	C4	release
38.375	n/a	RESPONSE	M3	1	04	E3	press
38.384	n/a	RESPONSE	M3	1	16	E4	press
38.483	n/a	RESPONSE	M3	1	14	D4	release
38.488	n/a	RESPONSE	M3	1	07	G3	release
39.035	n/a	RESPONSE	M3	1	07	G3	press
39.05	n/a	RESPONSE	M3	1	12	C4	press
39.132	n/a	RESPONSE	M3	1	16	E4	release
39.23	n/a	RESPONSE	M3	1	04	E3	release
39.428	n/a	RESPONSE	M3	1	12	C4	release
39.51	n/a	RESPONSE	M3	1	07	G3	release
39.644	n/a	RESPONSE	M3	1	00	C3	press
39.662	n/a	RESPONSE	M3	1	12	C4	press
40.26	n/a	RESPONSE	M3	1	07	G3	press
40.27	n/a	RESPONSE	M3	1	14	D4	press
40.375	n/a	RESPONSE	M3	1	12	C4	release
40.419	n/a	RESPONSE	M3	1	00	C3	release
40.889	n/a	RESPONSE	M3	1	04	E3	press
40.9	n/a	RESPONSE	M3	1	16	E4	press
40.992	n/a	RESPONSE	M3	1	14	D4	release
40.994	n/a	RESPONSE	M3	1	07	G3	release
41.554	n/a	RESPONSE	M3	1	07	G3	press
41.556	n/a	RESPONSE	M3	1	12	C4	press
41.608	n/a	RESPONSE	M3	1	16	E4	release
41.678	n/a	RESPONSE	M3	1	04	E3	release
42.242	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
42.259	n/a	RESPONSE	M3	1	12	C4	release
42.263	n/a	RESPONSE	M3	1	07	G3	release
50.0	6.317	CUE_LISTEN	M3	2	n/a	n/a	n/a
56.317	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.075	6.325	CUE_PLAYBACK_BOTH_HANDS	M3	2	n/a	n/a	n/a
64.543	n/a	RESPONSE	M3	2	00	C3	press
64.545	n/a	RESPONSE	M3	2	16	E4	press
65.028	n/a	RESPONSE	M3	2	17	F4	press
65.039	n/a	RESPONSE	M3	2	07	G3	press
65.129	n/a	RESPONSE	M3	2	16	E4	release
65.269	n/a	RESPONSE	M3	2	00	C3	release
65.56	n/a	RESPONSE	M3	2	19	G4	press
65.572	n/a	RESPONSE	M3	2	04	E3	press
65.624	n/a	RESPONSE	M3	2	17	F4	release
65.654	n/a	RESPONSE	M3	2	07	G3	release
