onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
0.0	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0.0614	1.0334	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.0947	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.6114	2.3667	T_INK	1	Incongruent	czerwony	red	zielony	green	hit	n/a
3.9511	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
3.9781	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4.4947	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5.5114	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
6.0281	1.2333	T_INK	2	Neutral	xxxxxxx	xxxxxxx	czerwony	red	hit	n/a
7.2305	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
7.2614	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
7.7781	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
8.7948	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
9.3114	1.2	T_INK	3	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
10.4779	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
10.5114	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.0281	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.0448	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.5615	1.3667	T_INK	4	Incongruent	zielony	green	żółty	yellow	hit	n/a
13.9013	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
13.9281	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.4448	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.4615	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15.9781	0.95	T_INK	5	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
16.9087	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
16.9281	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
17.4448	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.4615	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.9782	2.45	T_INK	6	Incongruent	żółty	yellow	czerwony	red	hit	n/a
21.4035	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
21.4282	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
21.9448	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
22.9615	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
23.4782	1.6	T_INK	7	Incongruent	czerwony	red	niebieski	blue	hit	n/a
25.0506	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
25.0782	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.5949	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
26.6116	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
27.1282	0.95	T_INK	8	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
28.0578	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
28.0782	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
28.5949	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
29.6116	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.1282	1.0	T_INK	9	Neutral	xxxxx	xxxxx	zielony	green	hit	n/a
31.0972	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
