onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.085	CUE_START	n/a	n/a	n/a	n/a	n/a
14.086	7.759	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.845	6.316	CUE_LISTEN	M4	1	n/a	n/a	n/a
28.161	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.919	6.325	CUE_PLAYBACK_BOTH_HANDS	M4	1	n/a	n/a	n/a
37.448	n/a	RESPONSE	M4	1	12	C4	press
37.45	n/a	RESPONSE	M4	1	09	A3	press
37.453	n/a	RESPONSE	M4	1	05	F3	press
38.05	n/a	RESPONSE	M4	1	16	E4	press
38.434	n/a	RESPONSE	M4	1	16	E4	release
38.473	n/a	RESPONSE	M4	1	12	C4	release
38.485	n/a	RESPONSE	M4	1	09	A3	release
38.512	n/a	RESPONSE	M4	1	05	F3	release
38.666	n/a	RESPONSE	M4	1	12	C4	press
38.68	n/a	RESPONSE	M4	1	09	A3	press
38.684	n/a	RESPONSE	M4	1	05	F3	press
39.504	n/a	RESPONSE	M4	1	17	F4	press
39.989	n/a	RESPONSE	M4	1	21	A4	press
40.095	n/a	RESPONSE	M4	1	17	F4	release
40.328	n/a	RESPONSE	M4	1	19	G4	press
40.424	n/a	RESPONSE	M4	1	21	A4	release
40.644	n/a	RESPONSE	M4	1	17	F4	press
40.776	n/a	RESPONSE	M4	1	19	G4	release
40.945	n/a	RESPONSE	M4	1	16	E4	press
41.018	n/a	RESPONSE	M4	1	17	F4	release
41.21	n/a	RESPONSE	M4	1	17	F4	press
41.278	n/a	RESPONSE	M4	1	16	E4	release
41.51	n/a	RESPONSE	M4	1	17	F4	release
41.61	n/a	RESPONSE	M4	1	12	C4	release
41.752	n/a	RESPONSE	M4	1	12	C4	press
42.045	n/a	RESPONSE	M4	1	17	F4	press
42.244	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
42.314	n/a	RESPONSE	M4	1	21	A4	press
42.365	n/a	RESPONSE	M4	1	17	F4	release
42.606	n/a	RESPONSE	M4	1	19	G4	press
42.779	n/a	RESPONSE	M4	1	21	A4	release
42.889	n/a	RESPONSE	M4	1	17	F4	press
43.05	n/a	RESPONSE	M4	1	19	G4	release
43.172	n/a	RESPONSE	M4	1	16	E4	press
43.264	n/a	RESPONSE	M4	1	17	F4	release
43.385	n/a	RESPONSE	M4	1	17	F4	press
43.455	n/a	RESPONSE	M4	1	16	E4	release
43.916	n/a	RESPONSE	M4	1	17	F4	release
44.028	n/a	RESPONSE	M4	1	09	A3	release
44.032	n/a	RESPONSE	M4	1	05	F3	release
44.09	n/a	RESPONSE	M4	1	12	C4	release
50.002	6.317	CUE_LISTEN	M4	2	n/a	n/a	n/a
56.319	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.078	6.325	CUE_PLAYBACK_BOTH_HANDS	M4	2	n/a	n/a	n/a
64.924	n/a	RESPONSE	M4	2	09	A3	press
64.933	n/a	RESPONSE	M4	2	12	C4	press
64.935	n/a	RESPONSE	M4	2	05	F3	press
65.495	n/a	RESPONSE	M4	2	17	F4	press
66.006	n/a	RESPONSE	M4	2	19	G4	press
66.108	n/a	RESPONSE	M4	2	17	F4	release
66.432	n/a	RESPONSE	M4	2	19	G4	release
66.61	n/a	RESPONSE	M4	2	12	C4	release
66.662	n/a	RESPONSE	M4	2	09	A3	release
66.903	n/a	RESPONSE	M4	2	09	A3	press
66.905	n/a	RESPONSE	M4	2	12	C4	press
67.408	n/a	RESPONSE	M4	2	17	F4	press
68.103	n/a	RESPONSE	M4	2	19	G4	press
68.243	n/a	RESPONSE	M4	2	17	F4	release
68.49	n/a	RESPONSE	M4	2	19	G4	release
68.708	n/a	RESPONSE	M4	2	12	C4	release
68.752	n/a	RESPONSE	M4	2	09	A3	release
68.823	n/a	RESPONSE	M4	2	12	C4	press
68.843	n/a	RESPONSE	M4	2	09	A3	press
69.346	n/a	RESPONSE	M4	2	17	F4	press
69.906	n/a	RESPONSE	M4	2	21	A4	press
70.085	n/a	RESPONSE	M4	2	17	F4	release
70.402	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
70.534	n/a	RESPONSE	M4	2	24	C5	press
70.684	n/a	RESPONSE	M4	2	21	A4	release
70.805	n/a	RESPONSE	M4	2	05	F3	release
70.82	n/a	RESPONSE	M4	2	09	A3	release
70.892	n/a	RESPONSE	M4	2	12	C4	release
71.104	n/a	RESPONSE	M4	2	04	E3	press
71.108	n/a	RESPONSE	M4	2	22	A#4	press
71.119	n/a	RESPONSE	M4	2	07	G3	press
71.128	n/a	RESPONSE	M4	2	12	C4	press
71.15	n/a	RESPONSE	M4	2	24	C5	release
71.642	n/a	RESPONSE	M4	2	21	A4	press
71.675	n/a	RESPONSE	M4	2	19	G4	press
71.744	n/a	RESPONSE	M4	2	22	A#4	release
72.225	n/a	RESPONSE	M4	2	21	A4	release
72.716	n/a	RESPONSE	M4	2	19	G4	release
72.938	n/a	RESPONSE	M4	2	12	C4	release
73.059	n/a	RESPONSE	M4	2	07	G3	release
73.18	n/a	RESPONSE	M4	2	07	G3	press
73.184	n/a	RESPONSE	M4	2	12	C4	press
74.243	n/a	RESPONSE	M4	2	12	C4	release
74.304	n/a	RESPONSE	M4	2	07	G3	release
78.161	6.317	CUE_LISTEN	M1	1	n/a	n/a	n/a
79.638	n/a	RESPONSE	M1	1	04	E3	release
84.478	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
92.236	6.317	CUE_PLAYBACK_RIGHT_HAND	M1	1	n/a	n/a	n/a
93.045	n/a	RESPONSE	M1	1	19	G4	press
93.576	n/a	RESPONSE	M1	1	16	E4	press
93.818	n/a	RESPONSE	M1	1	16	E4	release
94.052	n/a	RESPONSE	M1	1	19	G4	release
94.062	n/a	RESPONSE	M1	1	16	E4	press
94.543	n/a	RESPONSE	M1	1	16	E4	release
94.553	n/a	RESPONSE	M1	1	17	F4	press
95.044	n/a	RESPONSE	M1	1	14	D4	press
95.146	n/a	RESPONSE	M1	1	17	F4	release
95.286	n/a	RESPONSE	M1	1	14	D4	release
95.528	n/a	RESPONSE	M1	1	14	D4	press
96.02	n/a	RESPONSE	M1	1	14	D4	release
96.023	n/a	RESPONSE	M1	1	12	C4	press
96.282	n/a	RESPONSE	M1	1	16	E4	press
96.313	n/a	RESPONSE	M1	1	12	C4	release
96.494	n/a	RESPONSE	M1	1	19	G4	press
