onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.08	CUE_START	n/a	n/a	n/a	n/a	n/a
14.081	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.841	6.324	CUE_LISTEN	M4	1	n/a	n/a	n/a
28.164	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.923	6.325	CUE_PLAYBACK_RIGHT_HAND	M4	1	n/a	n/a	n/a
42.248	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
50.006	6.308	CUE_LISTEN	M4	2	n/a	n/a	n/a
56.314	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.073	6.325	CUE_PLAYBACK_RIGHT_HAND	M4	2	n/a	n/a	n/a
70.398	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
78.156	6.317	CUE_LISTEN	M1	1	n/a	n/a	n/a
84.473	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
92.231	6.317	CUE_PLAYBACK_RIGHT_HAND	M1	1	n/a	n/a	n/a
98.548	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
106.306	6.325	CUE_LISTEN	M1	2	n/a	n/a	n/a
112.631	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
120.39	6.317	CUE_PLAYBACK_RIGHT_HAND	M1	2	n/a	n/a	n/a
126.706	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
134.465	6.325	CUE_LISTEN	M5	1	n/a	n/a	n/a
140.79	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
148.548	6.317	CUE_PLAYBACK_BOTH_HANDS	M5	1	n/a	n/a	n/a
154.865	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
162.623	6.325	CUE_LISTEN	M5	2	n/a	n/a	n/a
168.948	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
176.706	6.317	CUE_PLAYBACK_BOTH_HANDS	M5	2	n/a	n/a	n/a
183.023	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
190.782	6.317	CUE_LISTEN	M5	1	n/a	n/a	n/a
197.098	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
204.857	6.325	CUE_PLAYBACK_RIGHT_HAND	M5	1	n/a	n/a	n/a
211.182	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
218.94	6.317	CUE_LISTEN	M5	2	n/a	n/a	n/a
225.256	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
233.015	6.317	CUE_PLAYBACK_RIGHT_HAND	M5	2	n/a	n/a	n/a
239.332	7.767	FIXCROSS	n/a	n/a	n/a	n/a	n/a
247.098	6.308	CUE_LISTEN	M2	1	n/a	n/a	n/a
253.407	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
261.165	6.325	CUE_PLAYBACK_BOTH_HANDS	M2	1	n/a	n/a	n/a
267.49	7.767	FIXCROSS	n/a	n/a	n/a	n/a	n/a
275.257	6.308	CUE_LISTEN	M2	2	n/a	n/a	n/a
281.565	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
289.323	6.325	CUE_PLAYBACK_BOTH_HANDS	M2	2	n/a	n/a	n/a
295.648	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
303.407	6.317	CUE_LISTEN	M2	1	n/a	n/a	n/a
309.723	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
317.482	6.317	CUE_PLAYBACK_BOTH_HANDS	M2	1	n/a	n/a	n/a
323.798	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
331.557	6.325	CUE_LISTEN	M2	2	n/a	n/a	n/a
337.882	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
345.64	6.317	CUE_PLAYBACK_BOTH_HANDS	M2	2	n/a	n/a	n/a
351.957	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
359.715	6.317	CUE_LISTEN	M3	1	n/a	n/a	n/a
366.032	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
373.79	6.325	CUE_PLAYBACK_RIGHT_HAND	M3	1	n/a	n/a	n/a
380.115	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
387.874	6.317	CUE_LISTEN	M3	2	n/a	n/a	n/a
394.19	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
401.949	6.333	CUE_PLAYBACK_RIGHT_HAND	M3	2	n/a	n/a	n/a
408.282	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
416.04	6.308	CUE_LISTEN	M3	1	n/a	n/a	n/a
422.349	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
430.107	6.317	CUE_PLAYBACK_RIGHT_HAND	M3	1	n/a	n/a	n/a
436.424	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
444.182	6.317	CUE_LISTEN	M3	2	n/a	n/a	n/a
450.499	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
458.257	6.325	CUE_PLAYBACK_RIGHT_HAND	M3	2	n/a	n/a	n/a
464.582	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
472.34	6.317	CUE_LISTEN	M5	1	n/a	n/a	n/a
