onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.012	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
7.012	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
8.029	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-SEMA	n/a	n/a
11.435	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
15.062	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
16.079	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TYPU	n/a	n/a
20.514	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
23.112	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
24.129	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-STEK	n/a	n/a
27.776	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
31.162	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
32.179	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-LIŁCU	n/a	n/a
36.989	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
39.212	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
40.229	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TOPI	n/a	n/a
45.241	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
49.271	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
54.271	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
55.287	5.009	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KŁMLK	n/a	n/a
60.279	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.321	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
63.338	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-PŁKL	n/a	n/a
69.454	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
70.371	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
71.388	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-#M#ŁS	n/a	n/a
75.505	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
78.421	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
79.438	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KB##	n/a	n/a
83.858	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
86.47	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
87.488	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-TKLKŁ	n/a	n/a
92.341	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
95.529	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
100.529	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
101.546	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-BYLU	n/a	n/a
106.855	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
108.579	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
109.596	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-OKCY	n/a	n/a
113.833	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
116.629	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
117.646	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-DOAST	n/a	n/a
122.265	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
124.679	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
125.696	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-SMOK	n/a	n/a
130.258	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
132.729	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
133.746	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-AKT	n/a	n/a
138.046	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
142.288	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
146.788	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
147.804	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-DK##L	n/a	n/a
154.837	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
155.22	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
155.854	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KDTLŁ	n/a	n/a
160.339	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
162.888	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
163.904	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-P#T#	n/a	n/a
169.514	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
170.938	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
