onset	duration	trial_type	braille_stimulus	targets	response_count
2.015	2.008	CUE_6_DOT	n/a	n/a	n/a
7.015	1.008	FIXCROSS	n/a	n/a	n/a
8.031	5.008	6_DOT_DETECTION	POD##	2	n/a
12.398	n/a	RESPONSE	n/a	n/a	1/2
13.065	1.008	FIXCROSS	n/a	n/a	n/a
14.081	5.008	6_DOT_DETECTION	SSTMT	0	n/a
19.114	1.008	FIXCROSS	n/a	n/a	n/a
20.131	5.008	6_DOT_DETECTION	##KOT	2	n/a
22.358	n/a	RESPONSE	n/a	n/a	1/2
23.723	n/a	RESPONSE	n/a	n/a	2/2
25.165	1.008	FIXCROSS	n/a	n/a	n/a
26.181	5.008	6_DOT_DETECTION	OCPPC	0	n/a
31.215	1.008	FIXCROSS	n/a	n/a	n/a
32.231	5.008	6_DOT_DETECTION	AKT##	2	n/a
37.136	n/a	RESPONSE	n/a	n/a	1/2
37.265	1.008	FIXCROSS	n/a	n/a	n/a
38.281	5.009	6_DOT_DETECTION	ODŁSE	0	n/a
43.315	1.008	FIXCROSS	n/a	n/a	n/a
44.331	5.009	6_DOT_DETECTION	#LMCI	1	n/a
49.365	1.008	FIXCROSS	n/a	n/a	n/a
50.381	5.009	6_DOT_DETECTION	##MYK	2	n/a
52.572	n/a	RESPONSE	n/a	n/a	1/2
54.101	n/a	RESPONSE	n/a	n/a	2/2
57.423	2.008	CUE_REST	n/a	n/a	n/a
62.423	1.008	FIXCROSS	n/a	n/a	n/a
68.473	1.008	FIXCROSS	n/a	n/a	n/a
75.531	2.008	CUE_6_DOT	n/a	n/a	n/a
80.531	1.008	FIXCROSS	n/a	n/a	n/a
81.548	5.008	6_DOT_DETECTION	KUŁ##	2	n/a
86.028	n/a	RESPONSE	n/a	n/a	1/2
86.581	1.008	FIXCROSS	n/a	n/a	n/a
87.598	5.008	6_DOT_DETECTION	OALDO	0	n/a
92.631	1.008	FIXCROSS	n/a	n/a	n/a
92.947	n/a	RESPONSE	n/a	n/a	1/0
93.648	5.009	6_DOT_DETECTION	#TLI#	2	n/a
95.029	n/a	RESPONSE	n/a	n/a	1/2
98.681	1.008	FIXCROSS	n/a	n/a	n/a
