onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.08	CUE_START	n/a	n/a	n/a	n/a	n/a
14.08	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.84	6.324	CUE_LISTEN	M3	1	n/a	n/a	n/a
28.164	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.922	6.317	CUE_PLAYBACK_BOTH_HANDS	M3	1	n/a	n/a	n/a
37.622	n/a	RESPONSE	M3	1	00	C3	press
37.641	n/a	RESPONSE	M3	1	12	C4	press
38.15	n/a	RESPONSE	M3	1	07	G3	press
38.168	n/a	RESPONSE	M3	1	14	D4	press
38.171	n/a	RESPONSE	M3	1	16	E4	press
38.188	n/a	RESPONSE	M3	1	12	C4	release
38.207	n/a	RESPONSE	M3	1	00	C3	release
38.332	n/a	RESPONSE	M3	1	16	E4	release
38.683	n/a	RESPONSE	M3	1	16	E4	press
38.72	n/a	RESPONSE	M3	1	04	E3	press
38.738	n/a	RESPONSE	M3	1	14	D4	release
38.81	n/a	RESPONSE	M3	1	07	G3	release
39.231	n/a	RESPONSE	M3	1	07	G3	press
39.233	n/a	RESPONSE	M3	1	12	C4	press
39.286	n/a	RESPONSE	M3	1	16	E4	release
39.323	n/a	RESPONSE	M3	1	04	E3	release
39.57	n/a	RESPONSE	M3	1	12	C4	release
39.641	n/a	RESPONSE	M3	1	07	G3	release
39.802	n/a	RESPONSE	M3	1	00	C3	press
39.804	n/a	RESPONSE	M3	1	12	C4	press
40.334	n/a	RESPONSE	M3	1	14	D4	press
40.353	n/a	RESPONSE	M3	1	07	G3	press
40.39	n/a	RESPONSE	M3	1	00	C3	release
40.443	n/a	RESPONSE	M3	1	12	C4	release
40.847	n/a	RESPONSE	M3	1	04	E3	press
40.85	n/a	RESPONSE	M3	1	16	E4	press
40.884	n/a	RESPONSE	M3	1	14	D4	release
40.938	n/a	RESPONSE	M3	1	07	G3	release
41.381	n/a	RESPONSE	M3	1	07	G3	press
41.383	n/a	RESPONSE	M3	1	16	E4	release
41.386	n/a	RESPONSE	M3	1	12	C4	press
41.402	n/a	RESPONSE	M3	1	04	E3	release
42.239	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
42.243	n/a	RESPONSE	M3	1	12	C4	release
42.514	n/a	RESPONSE	M3	1	07	G3	release
49.997	6.317	CUE_LISTEN	M3	2	n/a	n/a	n/a
56.314	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.072	6.325	CUE_PLAYBACK_BOTH_HANDS	M3	2	n/a	n/a	n/a
64.742	n/a	RESPONSE	M3	2	00	C3	press
64.756	n/a	RESPONSE	M3	2	16	E4	press
65.218	n/a	RESPONSE	M3	2	16	E4	release
65.232	n/a	RESPONSE	M3	2	17	F4	press
65.29	n/a	RESPONSE	M3	2	07	G3	press
65.348	n/a	RESPONSE	M3	2	00	C3	release
65.775	n/a	RESPONSE	M3	2	04	E3	press
