onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.08	CUE_START	n/a	n/a	n/a	n/a	n/a
14.08	7.759	FIXCROSS	n/a	n/a	n/a	n/a	n/a
17.207	n/a	RESPONSE	        n/a	n/a	00	C3	press
17.218	n/a	RESPONSE	        n/a	n/a	07	G3	press
17.24	n/a	RESPONSE	        n/a	n/a	04	E3	press
17.771	n/a	RESPONSE	        n/a	n/a	00	C3	release
17.832	n/a	RESPONSE	        n/a	n/a	04	E3	release
21.84	6.324	CUE_LISTEN	M1	1	n/a	n/a	n/a
28.098	n/a	RESPONSE	M1	1	07	G3	release
28.164	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
29.46	n/a	RESPONSE	M1	1	17	F4	press
29.811	n/a	RESPONSE	M1	1	17	F4	release
35.922	6.317	CUE_PLAYBACK_RIGHT_HAND	M1	1	n/a	n/a	n/a
36.451	n/a	RESPONSE	M1	1	12	C4	press
36.812	n/a	RESPONSE	M1	1	14	D4	press
37.085	n/a	RESPONSE	M1	1	12	C4	release
37.215	n/a	RESPONSE	M1	1	14	D4	release
37.455	n/a	RESPONSE	M1	1	12	C4	press
37.716	n/a	RESPONSE	M1	1	12	C4	release
37.83	n/a	RESPONSE	M1	1	14	D4	press
38.163	n/a	RESPONSE	M1	1	14	D4	release
38.173	n/a	RESPONSE	M1	1	16	E4	press
38.575	n/a	RESPONSE	M1	1	12	C4	press
38.626	n/a	RESPONSE	M1	1	16	E4	release
38.838	n/a	RESPONSE	M1	1	12	C4	release
38.97	n/a	RESPONSE	M1	1	12	C4	press
39.35	n/a	RESPONSE	M1	1	14	D4	press
39.581	n/a	RESPONSE	M1	1	12	C4	release
39.702	n/a	RESPONSE	M1	1	14	D4	release
39.705	n/a	RESPONSE	M1	1	16	E4	press
40.107	n/a	RESPONSE	M1	1	12	C4	press
40.126	n/a	RESPONSE	M1	1	16	E4	release
40.42	n/a	RESPONSE	M1	1	12	C4	release
40.518	n/a	RESPONSE	M1	1	16	E4	press
40.971	n/a	RESPONSE	M1	1	17	F4	press
41.312	n/a	RESPONSE	M1	1	19	G4	press
41.487	n/a	RESPONSE	M1	1	16	E4	release
41.57	n/a	RESPONSE	M1	1	19	G4	release
41.65	n/a	RESPONSE	M1	1	17	F4	release
41.94	n/a	RESPONSE	M1	1	16	E4	press
42.239	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
42.301	n/a	RESPONSE	M1	1	17	F4	press
42.625	n/a	RESPONSE	M1	1	16	E4	release
42.653	n/a	RESPONSE	M1	1	17	F4	release
42.68	n/a	RESPONSE	M1	1	19	G4	press
42.707	n/a	RESPONSE	M1	1	21	A4	press
42.783	n/a	RESPONSE	M1	1	21	A4	release
43.292	n/a	RESPONSE	M1	1	19	G4	release
49.997	6.317	CUE_LISTEN	        M1	2	n/a	n/a	n/a
56.314	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.072	6.325	CUE_PLAYBACK_RIGHT_HAND	        M1	2	n/a	n/a	n/a
64.572	n/a	RESPONSE	        M1	2	19	G4	press
64.806	n/a	RESPONSE	        M1	2	21	A4	press
65.018	n/a	RESPONSE	        M1	2	21	A4	release
65.433	n/a	RESPONSE	        M1	2	19	G4	release
65.695	n/a	RESPONSE	        M1	2	19	G4	press
65.906	n/a	RESPONSE	        M1	2	21	A4	press
66.117	n/a	RESPONSE	        M1	2	21	A4	release
66.508	n/a	RESPONSE	        M1	2	19	G4	release
66.54	n/a	RESPONSE	        M1	2	17	F4	press
66.781	n/a	RESPONSE	        M1	2	16	E4	press
67.262	n/a	RESPONSE	        M1	2	16	E4	release
67.453	n/a	RESPONSE	        M1	2	12	C4	press
67.775	n/a	RESPONSE	        M1	2	12	C4	release
68.378	n/a	RESPONSE	        M1	2	17	F4	release
68.478	n/a	RESPONSE	        M1	2	19	G4	press
68.791	n/a	RESPONSE	        M1	2	23	B4	press
68.8	n/a	RESPONSE	        M1	2	21	A4	press
68.932	n/a	RESPONSE	        M1	2	23	B4	release
68.935	n/a	RESPONSE	        M1	2	21	A4	release
68.945	n/a	RESPONSE	        M1	2	19	G4	release
69.465	n/a	RESPONSE	        M1	2	19	G4	press
69.678	n/a	RESPONSE	        M1	2	21	A4	press
69.887	n/a	RESPONSE	        M1	2	21	A4	release
70.278	n/a	RESPONSE	        M1	2	17	F4	press
70.397	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
70.552	n/a	RESPONSE	        M1	2	16	E4	press
70.971	n/a	RESPONSE	        M1	2	16	E4	release
71.392	n/a	RESPONSE	        M1	2	12	C4	press
71.857	n/a	RESPONSE	        M1	2	12	C4	release
72.022	n/a	RESPONSE	        M1	2	00	C3	press
72.042	n/a	RESPONSE	        M1	2	12	C4	press
72.372	n/a	RESPONSE	        M1	2	12	C4	release
72.453	n/a	RESPONSE	        M1	2	07	G3	press
72.518	n/a	RESPONSE	        M1	2	12	C4	press
72.537	n/a	RESPONSE	        M1	2	00	C3	release
72.902	n/a	RESPONSE	        M1	2	12	C4	release
73.033	n/a	RESPONSE	        M1	2	00	C3	press
73.072	n/a	RESPONSE	        M1	2	12	C4	press
73.695	n/a	RESPONSE	        M1	2	00	C3	release
74.068	n/a	RESPONSE	        M1	2	19	G4	release
74.31	n/a	RESPONSE	        M1	2	17	F4	release
74.491	n/a	RESPONSE	        M1	2	12	C4	release
78.156	6.317	CUE_LISTEN	        M7	1	n/a	n/a	n/a
80.81	n/a	RESPONSE	        M7	1	07	G3	release
84.385	n/a	RESPONSE	        M7	1	05	F3	press
84.472	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
86.407	n/a	RESPONSE	        M7	1	05	F3	release
89.401	n/a	RESPONSE	        M7	1	05	F3	press
92.231	6.325	CUE_PLAYBACK_BOTH_HANDS	        M7	1	n/a	n/a	n/a
93.482	n/a	RESPONSE	        M7	1	17	F4	press
94.4	n/a	RESPONSE	        M7	1	17	F4	release
94.57	n/a	RESPONSE	        M7	1	05	F3	release
94.905	n/a	RESPONSE	        M7	1	05	F3	press
94.925	n/a	RESPONSE	        M7	1	17	F4	press
95.318	n/a	RESPONSE	        M7	1	17	F4	release
95.452	n/a	RESPONSE	        M7	1	05	F3	release
95.681	n/a	RESPONSE	        M7	1	17	F4	press
95.683	n/a	RESPONSE	        M7	1	05	F3	press
95.913	n/a	RESPONSE	        M7	1	17	F4	release
96.045	n/a	RESPONSE	        M7	1	17	F4	press
96.047	n/a	RESPONSE	        M7	1	09	A3	press
96.24	n/a	RESPONSE	        M7	1	17	F4	release
96.418	n/a	RESPONSE	        M7	1	17	F4	press
96.421	n/a	RESPONSE	        M7	1	04	E3	press
96.501	n/a	RESPONSE	        M7	1	09	A3	release
96.533	n/a	RESPONSE	        M7	1	05	F3	release
96.673	n/a	RESPONSE	        M7	1	09	A3	press
96.916	n/a	RESPONSE	        M7	1	17	F4	release
97.036	n/a	RESPONSE	        M7	1	04	E3	release
97.047	n/a	RESPONSE	        M7	1	02	D3	press
97.068	n/a	RESPONSE	        M7	1	17	F4	press
97.161	n/a	RESPONSE	        M7	1	09	A3	release
97.311	n/a	RESPONSE	        M7	1	17	F4	release
97.392	n/a	RESPONSE	        M7	1	02	D3	release
97.403	n/a	RESPONSE	        M7	1	09	A3	press
97.446	n/a	RESPONSE	        M7	1	17	F4	press
97.648	n/a	RESPONSE	        M7	1	17	F4	release
97.697	n/a	RESPONSE	        M7	1	00	C3	press
97.78	n/a	RESPONSE	        M7	1	02	D3	press
97.82	n/a	RESPONSE	        M7	1	04	E3	press
97.822	n/a	RESPONSE	        M7	1	17	F4	press
97.862	n/a	RESPONSE	        M7	1	09	A3	release
98.103	n/a	RESPONSE	        M7	1	02	D3	release
98.106	n/a	RESPONSE	        M7	1	04	E3	release
98.126	n/a	RESPONSE	        M7	1	00	C3	release
98.167	n/a	RESPONSE	        M7	1	17	F4	release
98.468	n/a	RESPONSE	        M7	1	05	F3	press
98.48	n/a	RESPONSE	        M7	1	17	F4	press
98.556	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
98.841	n/a	RESPONSE	        M7	1	21	A4	press
98.865	n/a	RESPONSE	        M7	1	09	A3	press
99.136	n/a	RESPONSE	        M7	1	17	F4	release
99.196	n/a	RESPONSE	        M7	1	14	D4	press
99.227	n/a	RESPONSE	        M7	1	04	E3	press
99.237	n/a	RESPONSE	        M7	1	16	E4	press
99.338	n/a	RESPONSE	        M7	1	05	F3	release
99.35	n/a	RESPONSE	        M7	1	16	E4	release
99.452	n/a	RESPONSE	        M7	1	09	A3	release
99.582	n/a	RESPONSE	        M7	1	09	A3	press
99.593	n/a	RESPONSE	        M7	1	16	E4	press
99.617	n/a	RESPONSE	        M7	1	21	A4	release
99.658	n/a	RESPONSE	        M7	1	04	E3	release
99.827	n/a	RESPONSE	        M7	1	14	D4	release
99.898	n/a	RESPONSE	        M7	1	02	D3	press
99.92	n/a	RESPONSE	        M7	1	17	F4	press
99.983	n/a	RESPONSE	        M7	1	16	E4	release
100.033	n/a	RESPONSE	        M7	1	09	A3	release
100.273	n/a	RESPONSE	        M7	1	09	A3	press
100.385	n/a	RESPONSE	        M7	1	02	D3	release
100.606	n/a	RESPONSE	        M7	1	00	C3	press
100.677	n/a	RESPONSE	        M7	1	09	A3	release
100.68	n/a	RESPONSE	        M7	1	02	D3	press
100.94	n/a	RESPONSE	        M7	1	09	A3	press
100.942	n/a	RESPONSE	        M7	1	02	D3	release
101.242	n/a	RESPONSE	        M7	1	00	C3	release
101.283	n/a	RESPONSE	        M7	1	17	F4	release
101.443	n/a	RESPONSE	        M7	1	09	A3	release
106.314	6.317	CUE_LISTEN	        M7	2	n/a	n/a	n/a
112.631	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
120.389	6.317	CUE_PLAYBACK_BOTH_HANDS	        M7	2	n/a	n/a	n/a
123.483	n/a	RESPONSE	        M7	2	10	A#3	press
123.497	n/a	RESPONSE	        M7	2	22	A#4	press
123.968	n/a	RESPONSE	        M7	2	22	A#4	release
123.996	n/a	RESPONSE	        M7	2	10	A#3	release
125.162	n/a	RESPONSE	        M7	2	07	G3	press
125.171	n/a	RESPONSE	        M7	2	22	A#4	press
125.495	n/a	RESPONSE	        M7	2	22	A#4	release
125.565	n/a	RESPONSE	        M7	2	10	A#3	press
125.586	n/a	RESPONSE	        M7	2	22	A#4	press
125.777	n/a	RESPONSE	        M7	2	22	A#4	release
125.911	n/a	RESPONSE	        M7	2	04	E3	press
125.942	n/a	RESPONSE	        M7	2	22	A#4	press
125.961	n/a	RESPONSE	        M7	2	10	A#3	release
126.182	n/a	RESPONSE	        M7	2	22	A#4	release
126.283	n/a	RESPONSE	        M7	2	10	A#3	press
126.315	n/a	RESPONSE	        M7	2	22	A#4	press
126.556	n/a	RESPONSE	        M7	2	22	A#4	release
126.657	n/a	RESPONSE	        M7	2	05	F3	press
126.67	n/a	RESPONSE	        M7	2	10	A#3	release
126.672	n/a	RESPONSE	        M7	2	22	A#4	press
126.706	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
126.815	n/a	RESPONSE	        M7	2	07	G3	release
126.873	n/a	RESPONSE	        M7	2	04	E3	release
127.107	n/a	RESPONSE	        M7	2	21	A4	press
127.136	n/a	RESPONSE	        M7	2	09	A3	press
127.227	n/a	RESPONSE	        M7	2	22	A#4	release
127.291	n/a	RESPONSE	        M7	2	05	F3	release
127.35	n/a	RESPONSE	        M7	2	21	A4	release
127.501	n/a	RESPONSE	        M7	2	00	C3	press
127.515	n/a	RESPONSE	        M7	2	02	D3	press
127.543	n/a	RESPONSE	        M7	2	21	A4	press
127.875	n/a	RESPONSE	        M7	2	21	A4	release
127.956	n/a	RESPONSE	        M7	2	00	C3	release
127.997	n/a	RESPONSE	        M7	2	02	D3	release
128.038	n/a	RESPONSE	        M7	2	21	A4	press
128.39	n/a	RESPONSE	        M7	2	21	A4	release
129.311	n/a	RESPONSE	        M7	2	09	A3	release
134.464	6.325	CUE_LISTEN	        M5	1	n/a	n/a	n/a
140.789	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
148.548	6.317	CUE_PLAYBACK_BOTH_HANDS	        M5	1	n/a	n/a	n/a
149.508	n/a	RESPONSE	        M5	1	17	F4	press
149.517	n/a	RESPONSE	        M5	1	07	G3	press
149.52	n/a	RESPONSE	        M5	1	04	E3	press
149.53	n/a	RESPONSE	        M5	1	00	C3	press
150.013	n/a	RESPONSE	        M5	1	16	E4	press
150.085	n/a	RESPONSE	        M5	1	17	F4	release
150.333	n/a	RESPONSE	        M5	1	16	E4	release
151.54	n/a	RESPONSE	        M5	1	04	E3	release
152.328	n/a	RESPONSE	        M5	1	07	G3	release
154.864	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
155.295	n/a	RESPONSE	        M5	1	00	C3	release
156.466	n/a	RESPONSE	        M5	1	04	E3	press
156.47	n/a	RESPONSE	        M5	1	17	F4	press
156.488	n/a	RESPONSE	        M5	1	07	G3	press
156.491	n/a	RESPONSE	        M5	1	00	C3	press
156.901	n/a	RESPONSE	        M5	1	14	D4	press
157.102	n/a	RESPONSE	        M5	1	17	F4	release
157.123	n/a	RESPONSE	        M5	1	14	D4	release
157.325	n/a	RESPONSE	        M5	1	14	D4	press
158.106	n/a	RESPONSE	        M5	1	14	D4	release
158.227	n/a	RESPONSE	        M5	1	00	C3	release
158.271	n/a	RESPONSE	        M5	1	04	E3	release
158.37	n/a	RESPONSE	        M5	1	05	F3	press
158.381	n/a	RESPONSE	        M5	1	16	E4	press
158.383	n/a	RESPONSE	        M5	1	02	D3	press
158.776	n/a	RESPONSE	        M5	1	16	E4	release
158.837	n/a	RESPONSE	        M5	1	12	C4	press
159.036	n/a	RESPONSE	        M5	1	12	C4	release
159.267	n/a	RESPONSE	        M5	1	12	C4	press
159.531	n/a	RESPONSE	        M5	1	12	C4	release
159.66	n/a	RESPONSE	        M5	1	02	D3	release
159.751	n/a	RESPONSE	        M5	1	05	F3	release
162.623	6.317	CUE_LISTEN	        M5	2	n/a	n/a	n/a
165.257	n/a	RESPONSE	        M5	2	07	G3	release
167.288	n/a	RESPONSE	        M5	2	00	C3	press
167.64	n/a	RESPONSE	        M5	2	02	D3	press
167.891	n/a	RESPONSE	        M5	2	04	E3	press
168.202	n/a	RESPONSE	        M5	2	05	F3	press
168.433	n/a	RESPONSE	        M5	2	00	C3	release
168.446	n/a	RESPONSE	        M5	2	04	E3	release
168.466	n/a	RESPONSE	        M5	2	02	D3	release
168.548	n/a	RESPONSE	        M5	2	07	G3	press
168.938	n/a	RESPONSE	        M5	2	05	F3	release
168.939	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
168.97	n/a	RESPONSE	        M5	2	07	G3	release
171.041	n/a	RESPONSE	        M5	2	17	F4	press
171.232	n/a	RESPONSE	        M5	2	17	F4	release
172.557	n/a	RESPONSE	        M5	2	12	C4	press
173.212	n/a	RESPONSE	        M5	2	12	C4	release
173.297	n/a	RESPONSE	        M5	2	12	C4	press
173.527	n/a	RESPONSE	        M5	2	14	D4	press
173.728	n/a	RESPONSE	        M5	2	12	C4	release
173.767	n/a	RESPONSE	        M5	2	16	E4	press
174.027	n/a	RESPONSE	        M5	2	17	F4	press
174.253	n/a	RESPONSE	        M5	2	19	G4	press
174.388	n/a	RESPONSE	        M5	2	14	D4	release
174.462	n/a	RESPONSE	        M5	2	16	E4	release
174.523	n/a	RESPONSE	        M5	2	17	F4	release
174.657	n/a	RESPONSE	        M5	2	19	G4	release
176.698	6.325	CUE_PLAYBACK_BOTH_HANDS	        M5	2	n/a	n/a	n/a
177.321	n/a	RESPONSE	        M5	2	04	E3	press
177.335	n/a	RESPONSE	        M5	2	19	G4	press
177.343	n/a	RESPONSE	        M5	2	07	G3	press
177.776	n/a	RESPONSE	        M5	2	16	E4	press
177.886	n/a	RESPONSE	        M5	2	19	G4	release
177.997	n/a	RESPONSE	        M5	2	16	E4	release
178.198	n/a	RESPONSE	        M5	2	16	E4	press
178.48	n/a	RESPONSE	        M5	2	16	E4	release
178.571	n/a	RESPONSE	        M5	2	04	E3	release
178.625	n/a	RESPONSE	        M5	2	05	F3	press
178.636	n/a	RESPONSE	        M5	2	17	F4	press
178.656	n/a	RESPONSE	        M5	2	02	D3	press
179.048	n/a	RESPONSE	        M5	2	14	D4	press
179.26	n/a	RESPONSE	        M5	2	14	D4	release
179.428	n/a	RESPONSE	        M5	2	14	D4	press
179.66	n/a	RESPONSE	        M5	2	02	D3	release
179.701	n/a	RESPONSE	        M5	2	14	D4	release
179.772	n/a	RESPONSE	        M5	2	05	F3	release
