onset	duration	trial_type	braille_stimulus	targets	response_count
2.017	2.008	CUE_REST	n/a	n/a	n/a
7.016	1.008	FIXCROSS	n/a	n/a	n/a
13.066	1.008	FIXCROSS	n/a	n/a	n/a
21.124	2.009	CUE_6_DOT	n/a	n/a	n/a
26.125	1.008	FIXCROSS	n/a	n/a	n/a
27.142	5.008	6_DOT_DETECTION	POD##	2	n/a
29.736	n/a	RESPONSE	n/a	n/a	1/2
31.632	n/a	RESPONSE	n/a	n/a	2/2
32.175	1.008	FIXCROSS	n/a	n/a	n/a
33.192	5.008	6_DOT_DETECTION	SSTMT	0	n/a
38.225	1.008	FIXCROSS	n/a	n/a	n/a
39.242	5.008	6_DOT_DETECTION	##KOT	2	n/a
40.872	n/a	RESPONSE	n/a	n/a	1/2
41.952	n/a	RESPONSE	n/a	n/a	2/2
43.416	n/a	RESPONSE	n/a	n/a	3/2
44.275	1.008	FIXCROSS	n/a	n/a	n/a
45.291	5.009	6_DOT_DETECTION	OCPPC	0	n/a
50.325	1.008	FIXCROSS	n/a	n/a	n/a
51.341	5.009	6_DOT_DETECTION	AKT##	2	n/a
53.952	n/a	RESPONSE	n/a	n/a	1/2
54.992	n/a	RESPONSE	n/a	n/a	2/2
56.375	1.008	FIXCROSS	n/a	n/a	n/a
57.392	5.008	6_DOT_DETECTION	ODŁSE	0	n/a
62.425	1.008	FIXCROSS	n/a	n/a	n/a
63.441	5.009	6_DOT_DETECTION	#LMCI	1	n/a
64.912	n/a	RESPONSE	n/a	n/a	1/1
66.392	n/a	RESPONSE	n/a	n/a	2/1
68.475	1.008	FIXCROSS	n/a	n/a	n/a
69.492	5.008	6_DOT_DETECTION	##MYK	2	n/a
70.816	n/a	RESPONSE	n/a	n/a	1/2
71.936	n/a	RESPONSE	n/a	n/a	2/2
74.176	n/a	RESPONSE	n/a	n/a	3/2
76.033	2.008	CUE_REST	n/a	n/a	n/a
82.533	1.008	FIXCROSS	n/a	n/a	n/a
88.583	1.008	FIXCROSS	n/a	n/a	n/a
95.642	2.008	CUE_6_DOT	n/a	n/a	n/a
100.642	1.008	FIXCROSS	n/a	n/a	n/a
101.658	5.008	6_DOT_DETECTION	KUŁ##	2	n/a
103.912	n/a	RESPONSE	n/a	n/a	1/2
105.232	n/a	RESPONSE	n/a	n/a	2/2
106.056	n/a	RESPONSE	n/a	n/a	3/2
106.692	1.008	FIXCROSS	n/a	n/a	n/a
107.708	5.008	6_DOT_DETECTION	OALDO	0	n/a
111.952	n/a	RESPONSE	n/a	n/a	1/0
112.742	1.008	FIXCROSS	n/a	n/a	n/a
113.758	5.008	6_DOT_DETECTION	#TLI#	2	n/a
115.712	n/a	RESPONSE	n/a	n/a	1/2
117.376	n/a	RESPONSE	n/a	n/a	2/2
118.792	1.008	FIXCROSS	n/a	n/a	n/a
119.808	5.008	6_DOT_DETECTION	KAAE#	1	n/a
122.592	n/a	RESPONSE	n/a	n/a	1/1
124.842	1.008	FIXCROSS	n/a	n/a	n/a
125.858	5.008	6_DOT_DETECTION	#DLA#	2	n/a
127.872	n/a	RESPONSE	n/a	n/a	1/2
130.376	n/a	RESPONSE	n/a	n/a	2/2
130.892	1.008	FIXCROSS	n/a	n/a	n/a
131.908	5.008	6_DOT_DETECTION	KCCDB	0	n/a
136.942	1.008	FIXCROSS	n/a	n/a	n/a
137.958	5.008	6_DOT_DETECTION	##OKO	2	n/a
139.952	n/a	RESPONSE	n/a	n/a	1/2
140.976	n/a	RESPONSE	n/a	n/a	2/2
142.392	n/a	RESPONSE	n/a	n/a	3/2
142.992	1.008	FIXCROSS	n/a	n/a	n/a
144.008	5.008	6_DOT_DETECTION	TADMM	0	n/a
149.152	n/a	RESPONSE	n/a	n/a	1/0
150.55	2.008	CUE_REST	n/a	n/a	n/a
155.05	1.008	FIXCROSS	n/a	n/a	n/a
161.1	1.008	FIXCROSS	n/a	n/a	n/a
168.659	2.008	CUE_6_DOT	n/a	n/a	n/a
175.159	1.008	FIXCROSS	n/a	n/a	n/a
176.175	5.008	6_DOT_DETECTION	AII#P	1	n/a
178.656	n/a	RESPONSE	n/a	n/a	1/1
179.592	n/a	RESPONSE	n/a	n/a	2/1
181.209	1.008	FIXCROSS	n/a	n/a	n/a
182.225	5.009	6_DOT_DETECTION	#SAM#	2	n/a
