onset	duration	trial_type	braille_stimulus	targets	response_count
2.014	2.008	CUE_REST	n/a	n/a	n/a
7.014	1.008	FIXCROSS	n/a	n/a	n/a
13.064	1.008	FIXCROSS	n/a	n/a	n/a
21.122	2.008	CUE_6_DOT	n/a	n/a	n/a
26.122	1.008	FIXCROSS	n/a	n/a	n/a
27.139	5.008	6_DOT_DETECTION	ŁKTMO	0	n/a
32.172	1.008	FIXCROSS	n/a	n/a	n/a
33.189	5.008	6_DOT_DETECTION	CKBPD	0	n/a
38.222	1.008	FIXCROSS	n/a	n/a	n/a
39.239	5.008	6_DOT_DETECTION	#TAK#	2	n/a
40.52	n/a	RESPONSE	n/a	n/a	1/2
42.496	n/a	RESPONSE	n/a	n/a	2/2
44.272	1.008	FIXCROSS	n/a	n/a	n/a
45.289	5.008	6_DOT_DETECTION	DBA#Y	1	n/a
47.52	n/a	RESPONSE	n/a	n/a	1/1
48.68	n/a	RESPONSE	n/a	n/a	2/1
50.322	1.008	FIXCROSS	n/a	n/a	n/a
51.339	5.008	6_DOT_DETECTION	LDEAC	0	n/a
56.372	1.008	FIXCROSS	n/a	n/a	n/a
57.389	5.008	6_DOT_DETECTION	ŁMLSI	0	n/a
62.422	1.008	FIXCROSS	n/a	n/a	n/a
63.439	5.008	6_DOT_DETECTION	ULI#Ł	1	n/a
66.64	n/a	RESPONSE	n/a	n/a	1/1
68.472	1.008	FIXCROSS	n/a	n/a	n/a
69.489	5.008	6_DOT_DETECTION	K#SET	1	n/a
70.776	n/a	RESPONSE	n/a	n/a	1/1
76.031	2.008	CUE_REST	n/a	n/a	n/a
82.531	1.008	FIXCROSS	n/a	n/a	n/a
88.581	1.008	FIXCROSS	n/a	n/a	n/a
95.639	2.008	CUE_6_DOT	n/a	n/a	n/a
100.639	1.008	FIXCROSS	n/a	n/a	n/a
101.656	5.008	6_DOT_DETECTION	DLPOO	0	n/a
106.688	1.009	FIXCROSS	n/a	n/a	n/a
107.705	5.009	6_DOT_DETECTION	LDABD	0	n/a
112.739	1.008	FIXCROSS	n/a	n/a	n/a
113.755	5.009	6_DOT_DETECTION	OSA#U	1	n/a
116.432	n/a	RESPONSE	n/a	n/a	1/1
118.789	1.008	FIXCROSS	n/a	n/a	n/a
119.806	5.008	6_DOT_DETECTION	LEK##	2	n/a
122.792	n/a	RESPONSE	n/a	n/a	1/2
123.672	n/a	RESPONSE	n/a	n/a	2/2
124.839	1.008	FIXCROSS	n/a	n/a	n/a
125.856	5.008	6_DOT_DETECTION	#TAM#	2	n/a
127.096	n/a	RESPONSE	n/a	n/a	1/2
129.112	n/a	RESPONSE	n/a	n/a	2/2
130.889	1.008	FIXCROSS	n/a	n/a	n/a
131.906	5.008	6_DOT_DETECTION	ISUEP	0	n/a
135.552	n/a	RESPONSE	n/a	n/a	1/0
136.939	1.008	FIXCROSS	n/a	n/a	n/a
137.956	5.008	6_DOT_DETECTION	K#MYL	1	n/a
139.072	n/a	RESPONSE	n/a	n/a	1/1
140.152	n/a	RESPONSE	n/a	n/a	2/1
141.072	n/a	RESPONSE	n/a	n/a	3/1
142.989	1.008	FIXCROSS	n/a	n/a	n/a
144.006	5.008	6_DOT_DETECTION	ADA#K	1	n/a
146.352	n/a	RESPONSE	n/a	n/a	1/1
150.548	2.008	CUE_REST	n/a	n/a	n/a
155.048	1.008	FIXCROSS	n/a	n/a	n/a
161.098	1.008	FIXCROSS	n/a	n/a	n/a
168.656	2.008	CUE_6_DOT	n/a	n/a	n/a
175.156	1.008	FIXCROSS	n/a	n/a	n/a
176.173	5.008	6_DOT_DETECTION	##BIŁ	2	n/a
177.592	n/a	RESPONSE	n/a	n/a	1/2
181.206	1.008	FIXCROSS	n/a	n/a	n/a
182.223	5.008	6_DOT_DETECTION	K#BUD	1	n/a
183.952	n/a	RESPONSE	n/a	n/a	1/1
187.256	1.008	FIXCROSS	n/a	n/a	n/a
188.273	5.008	6_DOT_DETECTION	SMPMY	0	n/a
192.112	n/a	RESPONSE	n/a	n/a	1/0
193.306	1.008	FIXCROSS	n/a	n/a	n/a
194.323	5.008	6_DOT_DETECTION	#DOBK	1	n/a
195.272	n/a	RESPONSE	n/a	n/a	1/1
199.356	1.008	FIXCROSS	n/a	n/a	n/a
200.373	5.008	6_DOT_DETECTION	TUAIU	0	n/a
205.406	1.008	FIXCROSS	n/a	n/a	n/a
206.423	5.008	6_DOT_DETECTION	P#LOK	1	n/a
208.056	n/a	RESPONSE	n/a	n/a	1/1
211.456	1.008	FIXCROSS	n/a	n/a	n/a
212.473	5.008	6_DOT_DETECTION	#LAT#	2	n/a
213.352	n/a	RESPONSE	n/a	n/a	1/2
216.056	n/a	RESPONSE	n/a	n/a	2/2
217.506	1.008	FIXCROSS	n/a	n/a	n/a
218.523	5.008	6_DOT_DETECTION	IPUTI	0	n/a
225.564	2.008	CUE_REST	n/a	n/a	n/a
229.564	1.008	FIXCROSS	n/a	n/a	n/a
