onset	duration	trial_type	braille_stimulus	targets	response_count
2.018	2.008	CUE_REST	n/a	n/a	n/a
7.018	1.008	FIXCROSS	n/a	n/a	n/a
13.068	1.008	FIXCROSS	n/a	n/a	n/a
21.126	2.008	CUE_6_DOT	n/a	n/a	n/a
26.126	1.008	FIXCROSS	n/a	n/a	n/a
27.143	5.008	6_DOT_DETECTION	POD##	2	n/a
32.176	1.008	FIXCROSS	n/a	n/a	n/a
32.776	n/a	RESPONSE	n/a	n/a	1/2
33.193	5.009	6_DOT_DETECTION	SSTMT	0	n/a
37.456	n/a	RESPONSE	n/a	n/a	1/0
38.226	1.008	FIXCROSS	n/a	n/a	n/a
38.68	n/a	RESPONSE	n/a	n/a	2/0
39.243	5.009	6_DOT_DETECTION	##KOT	2	n/a
41.696	n/a	RESPONSE	n/a	n/a	1/2
44.276	1.008	FIXCROSS	n/a	n/a	n/a
44.336	n/a	RESPONSE	n/a	n/a	2/2
45.293	5.008	6_DOT_DETECTION	OCPPC	0	n/a
50.326	1.008	FIXCROSS	n/a	n/a	n/a
51.343	5.008	6_DOT_DETECTION	AKT##	2	n/a
53.6	n/a	RESPONSE	n/a	n/a	1/2
55.016	n/a	RESPONSE	n/a	n/a	2/2
56.376	1.008	FIXCROSS	n/a	n/a	n/a
57.393	5.008	6_DOT_DETECTION	ODŁSE	0	n/a
62.427	1.008	FIXCROSS	n/a	n/a	n/a
63.443	5.009	6_DOT_DETECTION	#LMCI	1	n/a
65.216	n/a	RESPONSE	n/a	n/a	1/1
68.477	1.008	FIXCROSS	n/a	n/a	n/a
69.493	5.009	6_DOT_DETECTION	##MYK	2	n/a
70.872	n/a	RESPONSE	n/a	n/a	1/2
72.392	n/a	RESPONSE	n/a	n/a	2/2
76.035	2.008	CUE_REST	n/a	n/a	n/a
82.535	1.008	FIXCROSS	n/a	n/a	n/a
88.585	1.008	FIXCROSS	n/a	n/a	n/a
95.643	2.008	CUE_6_DOT	n/a	n/a	n/a
100.643	1.008	FIXCROSS	n/a	n/a	n/a
101.66	5.008	6_DOT_DETECTION	KUŁ##	2	n/a
104.896	n/a	RESPONSE	n/a	n/a	1/2
105.912	n/a	RESPONSE	n/a	n/a	2/2
106.693	1.008	FIXCROSS	n/a	n/a	n/a
107.71	5.009	6_DOT_DETECTION	OALDO	0	n/a
112.576	n/a	RESPONSE	n/a	n/a	1/0
112.743	1.008	FIXCROSS	n/a	n/a	n/a
113.76	5.009	6_DOT_DETECTION	#TLI#	2	n/a
116.152	n/a	RESPONSE	n/a	n/a	1/2
118.672	n/a	RESPONSE	n/a	n/a	2/2
118.793	1.008	FIXCROSS	n/a	n/a	n/a
119.81	5.008	6_DOT_DETECTION	KAAE#	1	n/a
124.016	n/a	RESPONSE	n/a	n/a	1/1
124.843	1.008	FIXCROSS	n/a	n/a	n/a
125.86	5.008	6_DOT_DETECTION	#DLA#	2	n/a
127.496	n/a	RESPONSE	n/a	n/a	1/2
130.256	n/a	RESPONSE	n/a	n/a	2/2
130.893	1.008	FIXCROSS	n/a	n/a	n/a
131.91	5.009	6_DOT_DETECTION	KCCDB	0	n/a
134.672	n/a	RESPONSE	n/a	n/a	1/0
136.943	1.008	FIXCROSS	n/a	n/a	n/a
137.96	5.008	6_DOT_DETECTION	##OKO	2	n/a
139.512	n/a	RESPONSE	n/a	n/a	1/2
142.056	n/a	RESPONSE	n/a	n/a	2/2
142.993	1.008	FIXCROSS	n/a	n/a	n/a
144.01	5.008	6_DOT_DETECTION	TADMM	0	n/a
148.712	n/a	RESPONSE	n/a	n/a	1/0
150.552	2.008	CUE_REST	n/a	n/a	n/a
155.052	1.008	FIXCROSS	n/a	n/a	n/a
161.102	1.008	FIXCROSS	n/a	n/a	n/a
168.66	2.008	CUE_6_DOT	n/a	n/a	n/a
175.16	1.008	FIXCROSS	n/a	n/a	n/a
176.177	5.008	6_DOT_DETECTION	AII#P	1	n/a
179.792	n/a	RESPONSE	n/a	n/a	1/1
181.21	1.008	FIXCROSS	n/a	n/a	n/a
182.227	5.008	6_DOT_DETECTION	#SAM#	2	n/a
186.872	n/a	RESPONSE	n/a	n/a	1/2
187.26	1.008	FIXCROSS	n/a	n/a	n/a
188.276	5.009	6_DOT_DETECTION	SUB#D	1	n/a
191.816	n/a	RESPONSE	n/a	n/a	1/1
193.31	1.008	FIXCROSS	n/a	n/a	n/a
194.327	5.008	6_DOT_DETECTION	#KOK#	2	n/a
196.056	n/a	RESPONSE	n/a	n/a	1/2
198.536	n/a	RESPONSE	n/a	n/a	2/2
199.36	1.008	FIXCROSS	n/a	n/a	n/a
200.377	5.008	6_DOT_DETECTION	TMSŁE	0	n/a
205.41	1.008	FIXCROSS	n/a	n/a	n/a
206.427	5.008	6_DOT_DETECTION	OTO##	2	n/a
208.792	n/a	RESPONSE	n/a	n/a	1/2
211.46	1.008	FIXCROSS	n/a	n/a	n/a
212.477	5.008	6_DOT_DETECTION	#LDDO	1	n/a
214.072	n/a	RESPONSE	n/a	n/a	1/1
217.51	1.008	FIXCROSS	n/a	n/a	n/a
218.527	5.008	6_DOT_DETECTION	##ODA	2	n/a
219.872	n/a	RESPONSE	n/a	n/a	1/2
225.569	2.008	CUE_REST	n/a	n/a	n/a
229.569	1.008	FIXCROSS	n/a	n/a	n/a
235.619	1.008	FIXCROSS	n/a	n/a	n/a
243.677	2.008	CUE_6_DOT	n/a	n/a	n/a
249.677	1.008	FIXCROSS	n/a	n/a	n/a
250.694	5.008	6_DOT_DETECTION	#KIM#	2	n/a
252.712	n/a	RESPONSE	n/a	n/a	1/2
255.472	n/a	RESPONSE	n/a	n/a	2/2
255.727	1.008	FIXCROSS	n/a	n/a	n/a
256.744	5.008	6_DOT_DETECTION	AK#OC	1	n/a
259.712	n/a	RESPONSE	n/a	n/a	1/1
261.777	1.008	FIXCROSS	n/a	n/a	n/a
262.794	5.008	6_DOT_DETECTION	CTP#C	1	n/a
264.856	n/a	RESPONSE	n/a	n/a	1/1
266.192	n/a	RESPONSE	n/a	n/a	2/1
267.827	1.008	FIXCROSS	n/a	n/a	n/a
268.843	5.009	6_DOT_DETECTION	BAL##	2	n/a
272.656	n/a	RESPONSE	n/a	n/a	1/2
273.877	1.008	FIXCROSS	n/a	n/a	n/a
274.893	5.009	6_DOT_DETECTION	#KOC#	2	n/a
276.392	n/a	RESPONSE	n/a	n/a	1/2
279.416	n/a	RESPONSE	n/a	n/a	2/2
279.927	1.008	FIXCROSS	n/a	n/a	n/a
280.944	5.008	6_DOT_DETECTION	BO#BS	1	n/a
285.977	1.008	FIXCROSS	n/a	n/a	n/a
286.994	5.008	6_DOT_DETECTION	#OBA#	2	n/a
291.736	n/a	RESPONSE	n/a	n/a	1/2
292.027	1.008	FIXCROSS	n/a	n/a	n/a
293.044	5.008	6_DOT_DETECTION	CDLD#	1	n/a
297.816	n/a	RESPONSE	n/a	n/a	1/1
299.086	2.008	CUE_REST	n/a	n/a	n/a
305.086	1.008	FIXCROSS	n/a	n/a	n/a
311.136	1.008	FIXCROSS	n/a	n/a	n/a
318.694	2.008	CUE_6_DOT	n/a	n/a	n/a
324.194	1.008	FIXCROSS	n/a	n/a	n/a
325.211	5.008	6_DOT_DETECTION	TE#DK	1	n/a
327.672	n/a	RESPONSE	n/a	n/a	1/1
330.244	1.008	FIXCROSS	n/a	n/a	n/a
331.261	5.008	6_DOT_DETECTION	##LAM	2	n/a
333.632	n/a	RESPONSE	n/a	n/a	1/2
336.294	1.008	FIXCROSS	n/a	n/a	n/a
337.311	5.008	6_DOT_DETECTION	KUC##	2	n/a
340.616	n/a	RESPONSE	n/a	n/a	1/2
342.344	1.008	FIXCROSS	n/a	n/a	n/a
343.361	5.008	6_DOT_DETECTION	ATDUL	0	n/a
348.394	1.008	FIXCROSS	n/a	n/a	n/a
349.41	5.009	6_DOT_DETECTION	##SYK	2	n/a
351.896	n/a	RESPONSE	n/a	n/a	1/2
352.472	n/a	RESPONSE	n/a	n/a	2/2
353.656	n/a	RESPONSE	n/a	n/a	3/2
354.444	1.008	FIXCROSS	n/a	n/a	n/a
355.461	5.008	6_DOT_DETECTION	LBDLS	0	n/a
360.494	1.008	FIXCROSS	n/a	n/a	n/a
361.511	5.008	6_DOT_DETECTION	LIC##	2	n/a
364.216	n/a	RESPONSE	n/a	n/a	1/2
