onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.01	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
7.011	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
8.027	5.009	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-SEMA	n/a	n/a
14.498	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
15.061	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
16.077	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TYPU	n/a	n/a
20.596	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
23.111	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
24.127	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-STEK	n/a	n/a
28.617	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
31.161	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
32.177	5.008	LEXICAL_DECISION	PSEUDOWORD	SES-TP-1_TASK-LDTTACTBRA_WORD-LIŁCU	n/a	n/a
37.802	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
39.21	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
40.227	5.008	LEXICAL_DECISION	WORD	SES-TP-1_TASK-LDTTACTBRA_WORD-TOPI	n/a	n/a
45.162	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
49.268	2.009	6_DOT_DETECTION	CUE	n/a	n/a	n/a
54.269	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
55.286	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KŁMLK	n/a	n/a
62.318	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
62.947	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
63.336	5.008	6_DOT_DETECTION	NO_6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-PŁKL	n/a	n/a
68.882	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
70.369	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
71.386	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-#M#ŁS	n/a	n/a
74.48	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
77.485	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
78.419	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
79.436	5.008	6_DOT_DETECTION	6-DOT	SES-TP-1_TASK-LDTTACTBRA_WORD-KB##	n/a	n/a
85.512	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
86.468	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
