onset	duration	trial_type	braille_stimulus	targets	response_count
2.015	2.008	CUE_REST	n/a	n/a	n/a
7.015	1.008	FIXCROSS	n/a	n/a	n/a
13.065	1.008	FIXCROSS	n/a	n/a	n/a
21.124	2.008	CUE_6_DOT	n/a	n/a	n/a
26.124	1.008	FIXCROSS	n/a	n/a	n/a
27.14	5.008	6_DOT_DETECTION	K#OBU	1	n/a
32.174	1.008	FIXCROSS	n/a	n/a	n/a
33.19	5.009	6_DOT_DETECTION	##BYM	2	n/a
34.736	n/a	RESPONSE	n/a	n/a	1/2
36.016	n/a	RESPONSE	n/a	n/a	2/2
38.224	1.008	FIXCROSS	n/a	n/a	n/a
39.24	5.009	6_DOT_DETECTION	#MOI#	2	n/a
40.4	n/a	RESPONSE	n/a	n/a	1/2
42.68	n/a	RESPONSE	n/a	n/a	2/2
44.274	1.008	FIXCROSS	n/a	n/a	n/a
45.29	5.009	6_DOT_DETECTION	PBC#O	1	n/a
48.36	n/a	RESPONSE	n/a	n/a	1/1
50.324	1.008	FIXCROSS	n/a	n/a	n/a
51.34	5.008	6_DOT_DETECTION	#CSDŁ	1	n/a
52.896	n/a	RESPONSE	n/a	n/a	1/1
56.374	1.008	FIXCROSS	n/a	n/a	n/a
57.39	5.008	6_DOT_DETECTION	TMPLP	0	n/a
62.424	1.008	FIXCROSS	n/a	n/a	n/a
63.44	5.008	6_DOT_DETECTION	PIK#S	1	n/a
66.24	n/a	RESPONSE	n/a	n/a	1/1
68.474	1.008	FIXCROSS	n/a	n/a	n/a
69.49	5.009	6_DOT_DETECTION	##PUK	2	n/a
70.6	n/a	RESPONSE	n/a	n/a	1/2
71.52	n/a	RESPONSE	n/a	n/a	2/2
76.032	2.008	CUE_REST	n/a	n/a	n/a
82.532	1.008	FIXCROSS	n/a	n/a	n/a
88.582	1.008	FIXCROSS	n/a	n/a	n/a
95.641	2.008	CUE_6_DOT	n/a	n/a	n/a
100.641	1.008	FIXCROSS	n/a	n/a	n/a
101.657	5.008	6_DOT_DETECTION	#PYL#	2	n/a
103.536	n/a	RESPONSE	n/a	n/a	1/2
105.32	n/a	RESPONSE	n/a	n/a	2/2
106.496	n/a	RESPONSE	n/a	n/a	3/2
106.691	1.008	FIXCROSS	n/a	n/a	n/a
107.707	5.009	6_DOT_DETECTION	#LOB#	2	n/a
109.256	n/a	RESPONSE	n/a	n/a	1/2
111.456	n/a	RESPONSE	n/a	n/a	2/2
112.741	1.008	FIXCROSS	n/a	n/a	n/a
113.757	5.009	6_DOT_DETECTION	KKBDB	0	n/a
116.256	n/a	RESPONSE	n/a	n/a	1/0
118.791	1.008	FIXCROSS	n/a	n/a	n/a
119.807	5.008	6_DOT_DETECTION	#MOC#	2	n/a
121.136	n/a	RESPONSE	n/a	n/a	1/2
123.896	n/a	RESPONSE	n/a	n/a	2/2
124.841	1.008	FIXCROSS	n/a	n/a	n/a
125.857	5.008	6_DOT_DETECTION	OYOEL	0	n/a
130.891	1.008	FIXCROSS	n/a	n/a	n/a
131.907	5.008	6_DOT_DETECTION	UICCI	0	n/a
136.941	1.008	FIXCROSS	n/a	n/a	n/a
137.957	5.009	6_DOT_DETECTION	YYSAT	0	n/a
141.76	n/a	RESPONSE	n/a	n/a	1/0
142.991	1.008	FIXCROSS	n/a	n/a	n/a
144.007	5.008	6_DOT_DETECTION	ŁEB##	2	n/a
147.096	n/a	RESPONSE	n/a	n/a	1/2
148.04	n/a	RESPONSE	n/a	n/a	2/2
150.549	2.008	CUE_REST	n/a	n/a	n/a
155.049	1.008	FIXCROSS	n/a	n/a	n/a
161.099	1.008	FIXCROSS	n/a	n/a	n/a
168.658	2.008	CUE_6_DOT	n/a	n/a	n/a
175.158	1.008	FIXCROSS	n/a	n/a	n/a
176.174	5.008	6_DOT_DETECTION	ILE#A	1	n/a
179.696	n/a	RESPONSE	n/a	n/a	1/1
181.208	1.008	FIXCROSS	n/a	n/a	n/a
