onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.015	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
7.015	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
8.032	5.008	LEXICAL_DECISION	PSEUDOWORD	TOSY	n/a	n/a
14.456	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
15.065	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
16.082	5.008	LEXICAL_DECISION	WORD	TYMI	n/a	n/a
21.816	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
23.115	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
24.132	5.008	LEXICAL_DECISION	WORD	SPIS	n/a	n/a
29.12	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
31.165	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
32.182	5.008	LEXICAL_DECISION	PSEUDOWORD	DAPIE	n/a	n/a
38.96	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
39.215	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
40.232	5.008	LEXICAL_DECISION	WORD	MIAŁ	n/a	n/a
45.296	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
49.273	2.009	6_DOT_DETECTION	CUE	n/a	n/a	n/a
54.274	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
55.29	5.008	6_DOT_DETECTION	NO_6-DOT	BDMTŁ	n/a	n/a
58.736	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.324	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
63.34	5.008	6_DOT_DETECTION	NO_6-DOT	BCŁI	n/a	n/a
66.856	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
70.374	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
71.39	5.008	6_DOT_DETECTION	6-DOT	#KCD#	n/a	n/a
75.16	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
78.423	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
79.44	5.008	6_DOT_DETECTION	6-DOT	D#E#L	n/a	n/a
82.896	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
86.474	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
87.49	5.008	6_DOT_DETECTION	NO_6-DOT	YMTKO	n/a	n/a
91.336	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
95.532	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
100.532	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
101.548	5.009	LEXICAL_DECISION	PSEUDOWORD	TYBE	n/a	n/a
106.256	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
108.582	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
109.599	5.008	LEXICAL_DECISION	PSEUDOWORD	LIET	n/a	n/a
115.416	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
116.632	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
117.649	5.008	LEXICAL_DECISION	PSEUDOWORD	ALTUM	n/a	n/a
123.52	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
124.682	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
125.699	5.008	LEXICAL_DECISION	WORD	SŁUP	n/a	n/a
131.496	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
132.732	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
133.749	5.008	LEXICAL_DECISION	WORD	KIT	n/a	n/a
138.44	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
142.29	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
146.79	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
147.807	5.009	6_DOT_DETECTION	6-DOT	#IML#	n/a	n/a
151.04	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
154.84	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
155.857	5.008	6_DOT_DETECTION	NO_6-DOT	BLPAK	n/a	n/a
159.216	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
162.891	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
163.907	5.008	6_DOT_DETECTION	6-DOT	LT##	n/a	n/a
167.36	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
170.94	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
171.957	5.008	6_DOT_DETECTION	NO_6-DOT	TCBYK	n/a	n/a
177.56	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
178.991	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
