onset	duration	trial_type	braille_stimulus	targets	response_count
2.017	2.008	CUE_6_DOT	n/a	n/a	n/a
7.017	1.008	FIXCROSS	n/a	n/a	n/a
8.033	5.008	6_DOT_DETECTION	POD##	2	n/a
12.695	n/a	RESPONSE	n/a	n/a	1/2
13.067	1.008	FIXCROSS	n/a	n/a	n/a
14.083	5.008	6_DOT_DETECTION	SSTMT	0	n/a
19.117	1.008	FIXCROSS	n/a	n/a	n/a
20.133	5.008	6_DOT_DETECTION	##KOT	2	n/a
22.922	n/a	RESPONSE	n/a	n/a	1/2
25.167	1.008	FIXCROSS	n/a	n/a	n/a
26.183	5.008	6_DOT_DETECTION	OCPPC	0	n/a
31.217	1.008	FIXCROSS	n/a	n/a	n/a
32.233	5.008	6_DOT_DETECTION	AKT##	2	n/a
35.402	n/a	RESPONSE	n/a	n/a	1/2
36.43	n/a	RESPONSE	n/a	n/a	2/2
37.267	1.008	FIXCROSS	n/a	n/a	n/a
38.283	5.009	6_DOT_DETECTION	ODŁSE	0	n/a
43.317	1.008	FIXCROSS	n/a	n/a	n/a
44.333	5.008	6_DOT_DETECTION	#LMCI	1	n/a
46.653	n/a	RESPONSE	n/a	n/a	1/1
49.367	1.008	FIXCROSS	n/a	n/a	n/a
50.383	5.008	6_DOT_DETECTION	##MYK	2	n/a
51.709	n/a	RESPONSE	n/a	n/a	1/2
53.295	n/a	RESPONSE	n/a	n/a	2/2
57.425	2.008	CUE_REST	n/a	n/a	n/a
62.425	1.008	FIXCROSS	n/a	n/a	n/a
68.475	1.008	FIXCROSS	n/a	n/a	n/a
75.533	2.008	CUE_6_DOT	n/a	n/a	n/a
80.533	1.008	FIXCROSS	n/a	n/a	n/a
81.55	5.009	6_DOT_DETECTION	KUŁ##	2	n/a
85.172	n/a	RESPONSE	n/a	n/a	1/2
86.367	n/a	RESPONSE	n/a	n/a	2/2
86.583	1.008	FIXCROSS	n/a	n/a	n/a
87.6	5.008	6_DOT_DETECTION	OALDO	0	n/a
92.633	1.008	FIXCROSS	n/a	n/a	n/a
93.65	5.008	6_DOT_DETECTION	#TLI#	2	n/a
95.459	n/a	RESPONSE	n/a	n/a	1/2
97.343	n/a	RESPONSE	n/a	n/a	2/2
98.683	1.008	FIXCROSS	n/a	n/a	n/a
99.7	5.009	6_DOT_DETECTION	KAAE#	1	n/a
103.133	n/a	RESPONSE	n/a	n/a	1/1
104.733	1.008	FIXCROSS	n/a	n/a	n/a
105.75	5.008	6_DOT_DETECTION	#DLA#	2	n/a
107.199	n/a	RESPONSE	n/a	n/a	1/2
108.128	n/a	RESPONSE	n/a	n/a	2/2
109.697	n/a	RESPONSE	n/a	n/a	3/2
110.783	1.008	FIXCROSS	n/a	n/a	n/a
111.8	5.008	6_DOT_DETECTION	KCCDB	0	n/a
116.833	1.008	FIXCROSS	n/a	n/a	n/a
117.85	5.008	6_DOT_DETECTION	##OKO	2	n/a
118.959	n/a	RESPONSE	n/a	n/a	1/2
120.24	n/a	RESPONSE	n/a	n/a	2/2
122.883	1.008	FIXCROSS	n/a	n/a	n/a
123.9	5.008	6_DOT_DETECTION	TADMM	0	n/a
130.442	2.008	CUE_REST	n/a	n/a	n/a
136.942	1.008	FIXCROSS	n/a	n/a	n/a
142.992	1.008	FIXCROSS	n/a	n/a	n/a
150.55	2.008	CUE_6_DOT	n/a	n/a	n/a
157.05	1.008	FIXCROSS	n/a	n/a	n/a
158.067	5.008	6_DOT_DETECTION	AII#P	1	n/a
160.913	n/a	RESPONSE	n/a	n/a	1/1
163.1	1.008	FIXCROSS	n/a	n/a	n/a
164.116	5.009	6_DOT_DETECTION	#SAM#	2	n/a
167.837	n/a	RESPONSE	n/a	n/a	1/2
169.15	1.008	FIXCROSS	n/a	n/a	n/a
170.166	5.009	6_DOT_DETECTION	SUB#D	1	n/a
172.616	n/a	RESPONSE	n/a	n/a	1/1
175.2	1.008	FIXCROSS	n/a	n/a	n/a
176.217	5.008	6_DOT_DETECTION	#KOK#	2	n/a
177.063	n/a	RESPONSE	n/a	n/a	1/2
179.187	n/a	RESPONSE	n/a	n/a	2/2
181.25	1.008	FIXCROSS	n/a	n/a	n/a
182.267	5.008	6_DOT_DETECTION	TMSŁE	0	n/a
187.3	1.008	FIXCROSS	n/a	n/a	n/a
188.317	5.008	6_DOT_DETECTION	OTO##	2	n/a
191.928	n/a	RESPONSE	n/a	n/a	1/2
192.866	n/a	RESPONSE	n/a	n/a	2/2
193.35	1.008	FIXCROSS	n/a	n/a	n/a
194.366	5.009	6_DOT_DETECTION	#LDDO	1	n/a
199.4	1.008	FIXCROSS	n/a	n/a	n/a
200.416	5.009	6_DOT_DETECTION	##ODA	2	n/a
202.132	n/a	RESPONSE	n/a	n/a	1/2
206.958	2.008	CUE_REST	n/a	n/a	n/a
211.458	1.008	FIXCROSS	n/a	n/a	n/a
217.508	1.008	FIXCROSS	n/a	n/a	n/a
225.567	2.008	CUE_6_DOT	n/a	n/a	n/a
231.567	1.008	FIXCROSS	n/a	n/a	n/a
