onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.083	CUE_START	n/a	n/a	n/a	n/a	n/a
14.083	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.843	6.315	CUE_LISTEN	M1	1	n/a	n/a	n/a
28.158	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.916	6.325	CUE_PLAYBACK_RIGHT_HAND	M1	1	n/a	n/a	n/a
36.627	n/a	RESPONSE	M1	1	12	C4	press
37.016	n/a	RESPONSE	M1	1	14	D4	press
37.097	n/a	RESPONSE	M1	1	12	C4	release
37.44	n/a	RESPONSE	M1	1	16	E4	press
37.5	n/a	RESPONSE	M1	1	14	D4	release
37.804	n/a	RESPONSE	M1	1	12	C4	press
37.832	n/a	RESPONSE	M1	1	16	E4	release
37.945	n/a	RESPONSE	M1	1	12	C4	release
38.185	n/a	RESPONSE	M1	1	12	C4	press
38.571	n/a	RESPONSE	M1	1	14	D4	press
38.62	n/a	RESPONSE	M1	1	12	C4	release
38.97	n/a	RESPONSE	M1	1	16	E4	press
39.037	n/a	RESPONSE	M1	1	14	D4	release
39.325	n/a	RESPONSE	M1	1	12	C4	press
39.36	n/a	RESPONSE	M1	1	16	E4	release
39.485	n/a	RESPONSE	M1	1	12	C4	release
39.716	n/a	RESPONSE	M1	1	16	E4	press
40.111	n/a	RESPONSE	M1	1	17	F4	press
40.134	n/a	RESPONSE	M1	1	16	E4	release
40.486	n/a	RESPONSE	M1	1	19	G4	press
40.516	n/a	RESPONSE	M1	1	17	F4	release
41.054	n/a	RESPONSE	M1	1	19	G4	release
41.305	n/a	RESPONSE	M1	1	16	E4	press
41.666	n/a	RESPONSE	M1	1	17	F4	press
41.687	n/a	RESPONSE	M1	1	16	E4	release
42.069	n/a	RESPONSE	M1	1	19	G4	press
42.1	n/a	RESPONSE	M1	1	17	F4	release
42.242	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
42.781	n/a	RESPONSE	M1	1	19	G4	release
50.0	6.317	CUE_LISTEN	        M1	2	n/a	n/a	n/a
56.316	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.075	6.317	CUE_PLAYBACK_RIGHT_HAND	        M1	2	n/a	n/a	n/a
64.577	n/a	RESPONSE	        M1	2	19	G4	press
64.739	n/a	RESPONSE	        M1	2	21	A4	press
64.78	n/a	RESPONSE	        M1	2	19	G4	release
64.941	n/a	RESPONSE	        M1	2	19	G4	press
64.992	n/a	RESPONSE	        M1	2	21	A4	release
65.126	n/a	RESPONSE	        M1	2	17	F4	press
65.217	n/a	RESPONSE	        M1	2	19	G4	release
65.366	n/a	RESPONSE	        M1	2	16	E4	press
65.407	n/a	RESPONSE	        M1	2	17	F4	release
65.76	n/a	RESPONSE	        M1	2	12	C4	press
65.77	n/a	RESPONSE	        M1	2	16	E4	release
65.961	n/a	RESPONSE	        M1	2	12	C4	release
66.192	n/a	RESPONSE	        M1	2	19	G4	press
66.344	n/a	RESPONSE	        M1	2	21	A4	press
