onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.086	CUE_START	n/a	n/a	n/a	n/a	n/a
14.087	7.759	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.846	6.316	CUE_LISTEN	M1	1	n/a	n/a	n/a
24.978	n/a	RESPONSE	n/a	n/a	04	E3	press
25.297	n/a	RESPONSE	n/a	n/a	04	E3	release
28.162	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.92	6.317	CUE_PLAYBACK_RIGHT_HAND	M1	1	n/a	n/a	n/a
36.861	n/a	RESPONSE	M1	1	12	C4	press
37.281	n/a	RESPONSE	M1	1	14	D4	press
37.42	n/a	RESPONSE	M1	1	12	C4	release
37.696	n/a	RESPONSE	M1	1	16	E4	press
37.834	n/a	RESPONSE	M1	1	14	D4	release
38.136	n/a	RESPONSE	M1	1	12	C4	press
38.237	n/a	RESPONSE	M1	1	16	E4	release
38.42	n/a	RESPONSE	M1	1	12	C4	release
38.596	n/a	RESPONSE	M1	1	12	C4	press
39.015	n/a	RESPONSE	M1	1	14	D4	press
39.156	n/a	RESPONSE	M1	1	12	C4	release
39.427	n/a	RESPONSE	M1	1	16	E4	press
39.538	n/a	RESPONSE	M1	1	14	D4	release
39.851	n/a	RESPONSE	M1	1	12	C4	press
39.951	n/a	RESPONSE	M1	1	16	E4	release
40.125	n/a	RESPONSE	M1	1	12	C4	release
40.294	n/a	RESPONSE	M1	1	16	E4	press
40.675	n/a	RESPONSE	M1	1	17	F4	press
40.776	n/a	RESPONSE	M1	1	16	E4	release
41.087	n/a	RESPONSE	M1	1	19	G4	press
41.198	n/a	RESPONSE	M1	1	17	F4	release
41.56	n/a	RESPONSE	M1	1	19	G4	release
41.881	n/a	RESPONSE	M1	1	16	E4	press
42.237	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
42.274	n/a	RESPONSE	M1	1	17	F4	press
42.374	n/a	RESPONSE	M1	1	16	E4	release
42.645	n/a	RESPONSE	M1	1	19	G4	press
42.756	n/a	RESPONSE	M1	1	17	F4	release
43.307	n/a	RESPONSE	M1	1	19	G4	release
49.995	6.325	CUE_LISTEN	        M1	2	n/a	n/a	n/a
56.32	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
64.079	6.317	CUE_PLAYBACK_RIGHT_HAND	        M1	2	n/a	n/a	n/a
64.452	n/a	RESPONSE	        M1	2	19	G4	press
64.895	n/a	RESPONSE	        M1	2	21	A4	press
65.115	n/a	RESPONSE	        M1	2	19	G4	release
65.256	n/a	RESPONSE	        M1	2	19	G4	press
65.422	n/a	RESPONSE	        M1	2	21	A4	release
65.617	n/a	RESPONSE	        M1	2	17	F4	press
65.805	n/a	RESPONSE	        M1	2	19	G4	release
65.977	n/a	RESPONSE	        M1	2	16	E4	press
66.098	n/a	RESPONSE	        M1	2	17	F4	release
66.612	n/a	RESPONSE	        M1	2	12	C4	press
66.965	n/a	RESPONSE	        M1	2	16	E4	release
67.077	n/a	RESPONSE	        M1	2	12	C4	release
67.23	n/a	RESPONSE	        M1	2	19	G4	press
67.55	n/a	RESPONSE	        M1	2	21	A4	press
67.655	n/a	RESPONSE	        M1	2	19	G4	release
67.86	n/a	RESPONSE	        M1	2	19	G4	press
67.994	n/a	RESPONSE	        M1	2	21	A4	release
68.166	n/a	RESPONSE	        M1	2	17	F4	press
68.327	n/a	RESPONSE	        M1	2	19	G4	release
68.506	n/a	RESPONSE	        M1	2	16	E4	press
