onset	duration	trial_type	melody_number	melody_part	key	sound	action
0.0	14.082	CUE_START	n/a	n/a	n/a	n/a	n/a
14.082	7.76	FIXCROSS	n/a	n/a	n/a	n/a	n/a
21.842	6.324	CUE_LISTEN	M3	1	n/a	n/a	n/a
28.166	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
35.924	6.317	CUE_PLAYBACK_BOTH_HANDS	M3	1	n/a	n/a	n/a
36.808	n/a	RESPONSE	M3	1	00	C3	press
36.848	n/a	RESPONSE	M3	1	12	C4	press
37.349	n/a	RESPONSE	M3	1	07	G3	press
37.36	n/a	RESPONSE	M3	1	14	D4	press
37.372	n/a	RESPONSE	M3	1	12	C4	release
37.903	n/a	RESPONSE	M3	1	07	G3	release
38.064	n/a	RESPONSE	M3	1	14	D4	release
38.525	n/a	RESPONSE	M3	1	00	C3	release
39.486	n/a	RESPONSE	M3	1	12	C4	press
39.858	n/a	RESPONSE	M3	1	12	C4	release
40.049	n/a	RESPONSE	M3	1	00	C3	press
40.06	n/a	RESPONSE	M3	1	12	C4	press
40.462	n/a	RESPONSE	M3	1	07	G3	press
40.473	n/a	RESPONSE	M3	1	14	D4	press
40.475	n/a	RESPONSE	M3	1	12	C4	release
40.906	n/a	RESPONSE	M3	1	00	C3	release
40.938	n/a	RESPONSE	M3	1	14	D4	release
40.949	n/a	RESPONSE	M3	1	16	E4	press
40.952	n/a	RESPONSE	M3	1	04	E3	press
41.002	n/a	RESPONSE	M3	1	07	G3	release
41.443	n/a	RESPONSE	M3	1	07	G3	press
41.446	n/a	RESPONSE	M3	1	04	E3	release
41.455	n/a	RESPONSE	M3	1	16	E4	release
41.466	n/a	RESPONSE	M3	1	12	C4	press
41.758	n/a	RESPONSE	M3	1	12	C4	release
41.76	n/a	RESPONSE	M3	1	07	G3	release
41.95	n/a	RESPONSE	M3	1	00	C3	press
41.972	n/a	RESPONSE	M3	1	12	C4	press
42.241	7.758	FIXCROSS	n/a	n/a	n/a	n/a	n/a
