onset	duration	condition	trial_type	braille_stimulus	response_val	response_type
2.018	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
7.018	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
8.034	5.008	LEXICAL_DECISION	PSEUDOWORD	SAMAT	n/a	n/a
13.856	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	FALSE_ALARM
15.068	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
16.084	5.008	LEXICAL_DECISION	PSEUDOWORD	BLOSK	n/a	n/a
20.176	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
23.118	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
24.134	5.008	LEXICAL_DECISION	WORD	OBCE	n/a	n/a
30.496	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
31.168	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
32.184	5.008	LEXICAL_DECISION	WORD	BOM	n/a	n/a
38.28	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	MISS
39.218	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
40.234	5.008	LEXICAL_DECISION	WORD	TAMA	n/a	n/a
46.136	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
49.276	2.008	6_DOT_DETECTION	CUE	n/a	n/a	n/a
54.276	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
55.293	5.008	6_DOT_DETECTION	NO_6-DOT	LKROR	n/a	n/a
59.056	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
62.325	1.009	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
63.343	5.008	6_DOT_DETECTION	NO_6-DOT	KCSR	n/a	n/a
66.52	n/a	6_DOT_DETECTION	RESPONSE	n/a	NO	CORRECT_REJECTION
70.376	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
71.393	5.008	6_DOT_DETECTION	6-DOT	##CU	n/a	n/a
74.376	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
78.426	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
79.443	5.008	6_DOT_DETECTION	6-DOT	#B#	n/a	n/a
82.536	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
86.476	1.008	6_DOT_DETECTION	FIXCROSS	n/a	n/a	n/a
87.493	5.008	6_DOT_DETECTION	6-DOT	#PI#	n/a	n/a
90.696	n/a	6_DOT_DETECTION	RESPONSE	n/a	YES	HIT
95.534	2.008	LEXICAL_DECISION	CUE	n/a	n/a	n/a
100.534	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
101.551	5.008	LEXICAL_DECISION	PSEUDOWORD	MICE	n/a	n/a
107.216	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
108.584	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
109.601	5.008	LEXICAL_DECISION	WORD	MILI	n/a	n/a
114.696	n/a	LEXICAL_DECISION	RESPONSE	n/a	YES	HIT
116.634	1.009	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
117.651	5.008	LEXICAL_DECISION	PSEUDOWORD	OSIED	n/a	n/a
124.656	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
124.684	1.008	LEXICAL_DECISION	FIXCROSS	n/a	n/a	n/a
125.701	5.008	LEXICAL_DECISION	PSEUDOWORD	DIMKI	n/a	n/a
132.136	n/a	LEXICAL_DECISION	RESPONSE	n/a	NO	CORRECT_REJECTION
