onset	duration	trial_type	braille_stimulus	targets	response_count
2.011	2.008	CUE_6_DOT	n/a	n/a	n/a
7.012	1.008	FIXCROSS	n/a	n/a	n/a
8.028	5.008	6_DOT_DETECTION	ALCSD	0	n/a
13.062	1.008	FIXCROSS	n/a	n/a	n/a
14.078	5.008	6_DOT_DETECTION	TBLTL	0	n/a
19.112	1.008	FIXCROSS	n/a	n/a	n/a
20.128	5.008	6_DOT_DETECTION	Ł#AUT	1	n/a
21.52	n/a	RESPONSE	n/a	n/a	1/1
25.162	1.008	FIXCROSS	n/a	n/a	n/a
26.178	5.008	6_DOT_DETECTION	T#BYŁ	1	n/a
27.88	n/a	RESPONSE	n/a	n/a	1/1
31.212	1.008	FIXCROSS	n/a	n/a	n/a
32.228	5.008	6_DOT_DETECTION	YUUIC	0	n/a
37.262	1.008	FIXCROSS	n/a	n/a	n/a
38.278	5.008	6_DOT_DETECTION	OLPDT	0	n/a
43.312	1.008	FIXCROSS	n/a	n/a	n/a
44.328	5.008	6_DOT_DETECTION	LUB#L	1	n/a
46.584	n/a	RESPONSE	n/a	n/a	1/1
49.362	1.008	FIXCROSS	n/a	n/a	n/a
50.378	5.009	6_DOT_DETECTION	##BUS	2	n/a
51.32	n/a	RESPONSE	n/a	n/a	1/2
52.52	n/a	RESPONSE	n/a	n/a	2/2
57.42	2.008	CUE_REST	n/a	n/a	n/a
62.42	1.008	FIXCROSS	n/a	n/a	n/a
68.47	1.008	FIXCROSS	n/a	n/a	n/a
75.528	2.008	CUE_6_DOT	n/a	n/a	n/a
80.528	1.008	FIXCROSS	n/a	n/a	n/a
81.544	5.009	6_DOT_DETECTION	PLDYŁ	0	n/a
86.578	1.008	FIXCROSS	n/a	n/a	n/a
87.595	5.008	6_DOT_DETECTION	EKDDK	0	n/a
92.628	1.008	FIXCROSS	n/a	n/a	n/a
93.645	5.008	6_DOT_DETECTION	BEL#A	1	n/a
96.224	n/a	RESPONSE	n/a	n/a	1/1
98.678	1.008	FIXCROSS	n/a	n/a	n/a
99.695	5.008	6_DOT_DETECTION	MYŁ##	2	n/a
102.824	n/a	RESPONSE	n/a	n/a	1/2
103.44	n/a	RESPONSE	n/a	n/a	2/2
104.728	1.008	FIXCROSS	n/a	n/a	n/a
105.744	5.009	6_DOT_DETECTION	#PSA#	2	n/a
107.504	n/a	RESPONSE	n/a	n/a	1/2
109.36	n/a	RESPONSE	n/a	n/a	2/2
110.778	1.008	FIXCROSS	n/a	n/a	n/a
111.795	5.008	6_DOT_DETECTION	LKCKY	0	n/a
114.584	n/a	RESPONSE	n/a	n/a	1/0
116.828	1.008	FIXCROSS	n/a	n/a	n/a
117.845	5.008	6_DOT_DETECTION	##TYK	2	n/a
119.08	n/a	RESPONSE	n/a	n/a	1/2
120.184	n/a	RESPONSE	n/a	n/a	2/2
122.878	1.008	FIXCROSS	n/a	n/a	n/a
123.894	5.009	6_DOT_DETECTION	L#MSY	1	n/a
125.48	n/a	RESPONSE	n/a	n/a	1/1
130.437	2.008	CUE_REST	n/a	n/a	n/a
136.937	1.008	FIXCROSS	n/a	n/a	n/a
142.987	1.008	FIXCROSS	n/a	n/a	n/a
150.545	2.008	CUE_6_DOT	n/a	n/a	n/a
157.045	1.008	FIXCROSS	n/a	n/a	n/a
158.062	5.008	6_DOT_DETECTION	MEM##	2	n/a
160.344	n/a	RESPONSE	n/a	n/a	1/2
161.104	n/a	RESPONSE	n/a	n/a	2/2
163.095	1.008	FIXCROSS	n/a	n/a	n/a
164.112	5.008	6_DOT_DETECTION	##MAP	2	n/a
165.304	n/a	RESPONSE	n/a	n/a	1/2
169.145	1.008	FIXCROSS	n/a	n/a	n/a
170.162	5.008	6_DOT_DETECTION	ETITU	0	n/a
175.195	1.008	FIXCROSS	n/a	n/a	n/a
176.211	5.009	6_DOT_DETECTION	BB#EU	1	n/a
178.16	n/a	RESPONSE	n/a	n/a	1/1
181.245	1.008	FIXCROSS	n/a	n/a	n/a
182.261	5.009	6_DOT_DETECTION	EASLS	0	n/a
187.295	1.008	FIXCROSS	n/a	n/a	n/a
188.312	5.008	6_DOT_DETECTION	#OKA#	2	n/a
189.584	n/a	RESPONSE	n/a	n/a	1/2
191.504	n/a	RESPONSE	n/a	n/a	2/2
193.345	1.008	FIXCROSS	n/a	n/a	n/a
194.362	5.008	6_DOT_DETECTION	##UDA	2	n/a
195.504	n/a	RESPONSE	n/a	n/a	1/2
199.395	1.008	FIXCROSS	n/a	n/a	n/a
200.412	5.008	6_DOT_DETECTION	PTEIŁ	0	n/a
206.953	2.008	CUE_REST	n/a	n/a	n/a
211.453	1.008	FIXCROSS	n/a	n/a	n/a
217.503	1.008	FIXCROSS	n/a	n/a	n/a
225.562	2.008	CUE_6_DOT	n/a	n/a	n/a
231.562	1.008	FIXCROSS	n/a	n/a	n/a
232.578	5.008	6_DOT_DETECTION	UPU#I	1	n/a
234.88	n/a	RESPONSE	n/a	n/a	1/1
237.612	1.008	FIXCROSS	n/a	n/a	n/a
238.628	5.008	6_DOT_DETECTION	PIUCD	0	n/a
243.662	1.008	FIXCROSS	n/a	n/a	n/a
244.678	5.009	6_DOT_DETECTION	DIP##	2	n/a
247.224	n/a	RESPONSE	n/a	n/a	1/2
247.584	n/a	RESPONSE	n/a	n/a	2/2
249.712	1.008	FIXCROSS	n/a	n/a	n/a
250.728	5.008	6_DOT_DETECTION	#EKS#	2	n/a
251.984	n/a	RESPONSE	n/a	n/a	1/2
254.024	n/a	RESPONSE	n/a	n/a	2/2
255.762	1.008	FIXCROSS	n/a	n/a	n/a
256.778	5.008	6_DOT_DETECTION	AOKEB	0	n/a
261.812	1.008	FIXCROSS	n/a	n/a	n/a
262.828	5.008	6_DOT_DETECTION	KC#UT	1	n/a
264.76	n/a	RESPONSE	n/a	n/a	1/1
267.862	1.008	FIXCROSS	n/a	n/a	n/a
268.878	5.008	6_DOT_DETECTION	#BCCL	1	n/a
269.984	n/a	RESPONSE	n/a	n/a	1/1
273.912	1.008	FIXCROSS	n/a	n/a	n/a
274.928	5.008	6_DOT_DETECTION	#LIS#	2	n/a
276.28	n/a	RESPONSE	n/a	n/a	1/2
277.784	n/a	RESPONSE	n/a	n/a	2/2
281.97	2.008	CUE_REST	n/a	n/a	n/a
285.97	1.008	FIXCROSS	n/a	n/a	n/a
292.02	1.008	FIXCROSS	n/a	n/a	n/a
299.578	2.008	CUE_6_DOT	n/a	n/a	n/a
305.078	1.008	FIXCROSS	n/a	n/a	n/a
306.095	5.008	6_DOT_DETECTION	UTIŁT	0	n/a
311.128	1.008	FIXCROSS	n/a	n/a	n/a
312.145	5.008	6_DOT_DETECTION	YBP#L	1	n/a
314.599	n/a	RESPONSE	n/a	n/a	1/1
316.295	n/a	RESPONSE	n/a	n/a	2/1
317.178	1.008	FIXCROSS	n/a	n/a	n/a
318.195	5.008	6_DOT_DETECTION	I#AE#	2	n/a
319.695	n/a	RESPONSE	n/a	n/a	1/2
323.228	1.008	FIXCROSS	n/a	n/a	n/a
324.245	5.008	6_DOT_DETECTION	U#UDO	1	n/a
325.919	n/a	RESPONSE	n/a	n/a	1/1
329.278	1.008	FIXCROSS	n/a	n/a	n/a
330.295	5.008	6_DOT_DETECTION	L#LAŁ	1	n/a
331.799	n/a	RESPONSE	n/a	n/a	1/1
335.328	1.008	FIXCROSS	n/a	n/a	n/a
336.344	5.009	6_DOT_DETECTION	SPA##	2	n/a
338.919	n/a	RESPONSE	n/a	n/a	1/2
339.839	n/a	RESPONSE	n/a	n/a	2/2
341.378	1.008	FIXCROSS	n/a	n/a	n/a
342.394	5.009	6_DOT_DETECTION	#YUPA	1	n/a
343.655	n/a	RESPONSE	n/a	n/a	1/1
347.428	1.008	FIXCROSS	n/a	n/a	n/a
348.445	5.008	6_DOT_DETECTION	Y#ŁYK	1	n/a
350.575	n/a	RESPONSE	n/a	n/a	1/1
354.487	2.008	CUE_REST	n/a	n/a	n/a
360.487	1.008	FIXCROSS	n/a	n/a	n/a
366.537	1.008	FIXCROSS	n/a	n/a	n/a
373.595	2.008	CUE_6_DOT	n/a	n/a	n/a
378.595	1.008	FIXCROSS	n/a	n/a	n/a
379.612	5.008	6_DOT_DETECTION	DKALL	0	n/a
384.645	1.008	FIXCROSS	n/a	n/a	n/a
385.662	5.008	6_DOT_DETECTION	#KAS#	2	n/a
386.879	n/a	RESPONSE	n/a	n/a	1/2
389.639	n/a	RESPONSE	n/a	n/a	2/2
390.695	1.008	FIXCROSS	n/a	n/a	n/a
391.712	5.008	6_DOT_DETECTION	KTO#D	1	n/a
395.815	n/a	RESPONSE	n/a	n/a	1/1
396.745	1.008	FIXCROSS	n/a	n/a	n/a
397.762	5.008	6_DOT_DETECTION	##DAM	2	n/a
398.815	n/a	RESPONSE	n/a	n/a	1/2
399.695	n/a	RESPONSE	n/a	n/a	2/2
402.795	1.008	FIXCROSS	n/a	n/a	n/a
403.812	5.008	6_DOT_DETECTION	SYMTI	0	n/a
408.845	1.008	FIXCROSS	n/a	n/a	n/a
409.862	5.008	6_DOT_DETECTION	MUŁ##	2	n/a
412.159	n/a	RESPONSE	n/a	n/a	1/2
412.719	n/a	RESPONSE	n/a	n/a	2/2
414.895	1.008	FIXCROSS	n/a	n/a	n/a
415.912	5.008	6_DOT_DETECTION	KSSŁK	0	n/a
420.945	1.008	FIXCROSS	n/a	n/a	n/a
421.962	5.008	6_DOT_DETECTION	BUŁ#I	1	n/a
424.519	n/a	RESPONSE	n/a	n/a	1/1
428.003	2.008	CUE_REST	n/a	n/a	n/a
435.003	1.008	FIXCROSS	n/a	n/a	n/a
441.053	1.008	FIXCROSS	n/a	n/a	n/a
